"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5","DR6","DR7","DR8"
530,"Y","low",28,"Z","low",298,"Y","medium",87,"X","medium",185,"Y","low",,"Y","low",299,"X","medium",,"","","","","06-07-2024","07:19:00","07:45:00","06-07-2024 07:40","Climate Action Opinion","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Leahy.",-0.203966423613568,-0.937923716409482,0.724732995999099,0.321070013081101,-1.6693898532406,-0.534431091429417,0.839729740580841,-0.915028994733261
531,"X","high",372,"X","high",426,"X","high",115,"Z","medium",37,"Y","low",478,"Y","medium",117,"Y","",310,"","","","","13-03-2024","16:21:00","17:06:00","13-03-2024 17:04","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Thank you, Mr. Chairman, and good morning, Judge.",-0.550415073156992,0.609941164139615,0.665429912993093,0.0540078478892533,1.13844980948327,0.147297369891345,1.30628369419367,1.79357678145778
532,"Z","medium",176,"Y","low",485,"X","low",52,"","high",218,"Z","medium",352,"Y","medium",18,"X","medium",499,"","","","","14-12-2024","08:16:00","11:06:00","14-12-2024 10:56","Cnn Montana Nonprofit","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Thank you, Senator.",0.052122702514752,0.888377118031759,0.511808795054512,0.460366602590328,-0.534100772236274,1.16968398762161,-2.19117644641112,-0.00616758035104496
533,"X","low",254,"X","high",179,"X","low",411,"Z","",402,"","high",293,"Z","high",80,"Z","low",385,"","","","","22-01-2024","11:19:00","13:31:00","22-01-2024 13:21","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. You and your family. We have a lot of questions, and I know you have done a lot of preparation with someÑa couple of our distinguished Republican colleagues about the questions you might be asked. But let me ask you something that normally is not an issue during Supreme Court hearings. You testified before this Committee in both 2004 and 2006 as part of your nomination to the D.C. Circuit Court. Then, you were nice enough to come by my office and chat with me last month. And I asked you if you would change anything in your prior testimony, and you said, no. Is that still your position?",-0.100270694204039,-0.83901160363606,-1.30648002160659,-0.812071602588964,0.00305608079397788,0.0366290910489081,1.57042818178444,1.28168396376741
534,"Y","low",100,"Y","high",47,"X","high",229,"X","medium",64,"Y","medium",289,"Y","medium",71,"Z","",229,"","","","","31-08-2024","16:09:00","18:10:00","31-08-2024 18:07","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. It is, Senator. I told the truth. I was not read into the programsÑÑ",0.501787108082258,-2.41273621174086,-1.17895051415541,1.00766682530065,-0.96196233801132,-0.10944027766914,-0.349983715404121,0.594879655139257
535,"Y","medium",295,"Y","high",78,"Y","high",405,"X","low",68,"Y","medium",288,"Z","low",264,"Y","medium",332,"","","","","22-07-2024","10:55:00","14:08:00","22-07-2024 14:07","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. No, no, I am not asking about whether you did or not. I just asked if you would change anything in yourÑÑ",1.47138448538294,-1.45393598727265,-1.01375370380729,1.43007925926372,0.887591311791514,-0.366750754808142,-1.2803964620903,-0.00288384557650612
536,"Y","high",67,"Z","low",369,"X","high",264,"Y","high",478,"Z","medium",,"X","low",465,"Z","high",266,"","","","","06-01-2024","18:23:00","18:51:00","06-01-2024 18:43","Amid Inflation","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I would like to explain if I can.",-0.834266250139895,0.0973766891192992,1.95270322961476,1.08544227693092,-0.904666689593813,-1.09411144263736,0.329573300120218,-0.791970338121611
537,"Y","high",338,"Y","low",181,"Z","low",58,"Y","low",88,"X","high",,"Z","medium",217,"Y","low",181,"","","","","14-11-2024","14:21:00","15:55:00","14-11-2024 15:48","Climate Action Opinion","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I am going to give you a chance, but I am going to ask you a couple of questions. Go ahead.",-1.26317626760628,-0.330205392317619,0.0693196121161832,2.0568544095726,0.783458063040205,0.296572608110169,-0.583247233830809,-0.648905799332138
538,"Z","low",369,"Z","medium",69,"Z","low",422,"Y","medium",,"X","high",369,"Z","high",316,"X","high",487,"","","","","20-10-2024","11:42:00","13:52:00","20-10-2024 13:47","Cnn Montana Nonprofit","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I just wanted to explain that at the last hearing in 2006 in particular, you were concerned, understandably, because there had been two judicial nominees who had been involved in the legal memos and the legal discussions around crafting the enhanced interrogation techniques and detention policies. You were concerned whether I also was involved in those, and I made clear in response to those questions that I was not read into that program. That was a hundred percent accurate. It is still accurate today. I think Senator FeinsteinÕs report and the Office of Professional Responsibility report established that I was not involved in those programs. Now, there were two judicial nomineesÑÑ",0.624119297275024,-0.092951246959048,-0.544009243967331,-2.11675974253006,0.113217576889016,0.667395576656005,-0.0515230486877143,-1.24753822151135
539,"Z","medium",155,"X","medium",407,"X","low",86,"X","high",292,"X","medium",126,"X","high",151,"Z","high",296,"","","","","19-10-2024","14:15:00","14:42:00","19-10-2024 14:40","Amid Inflation","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Okay. I am going to go into that in a little bit. I do not want to go over my time as the preceding Senator did. I want to beÑstay withÑÑ",0.524298219424641,1.48630441617814,0.0738206723089519,-1.64956799277703,0.373411852348023,-0.721623961516713,-1.41358380221869,1.19327232292661
540,"X","low",106,"X","medium",324,"Z","medium",499,"X","medium",138,"Z","high",326,"Z","high",45,"Y","high",373,"","","","","28-09-2024","16:19:00","18:00:00","28-09-2024 17:58","Cnn Montana Nonprofit","Coronavirus Pandemic Late","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I just want toÑSenator, I just want to be clearÑI want to reassure youÑÑ",-0.116636812468617,1.17743978354286,-1.21988910176752,-0.986281067020481,-0.81507847744451,-0.384551989448433,1.44591341839432,1.58009225676669
541,"Z","medium",390,"Z","low",65,"Y","low",7,"X","medium",478,"X","medium",263,"X","low",109,"Z","low",204,"","","","","04-02-2024","18:36:00","21:23:00","04-02-2024 21:16","Cnn Montana Nonprofit","Turned Movie Different","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I am going to goÑI am going to go into it. I am going to give you a chance to speak a lot more.",0.246288858632166,-0.0429948815134456,-0.216557242632005,-1.06397984202233,0.790120223406941,0.0941876027993552,-1.18760554680854,-2.6084880228082
542,"Z","low",111,"Z","medium",356,"X","high",311,"","low",81,"Z","low",183,"Y","medium",239,"Z","low",98,"","","","","20-08-2024","20:23:00","22:51:00","20-08-2024 22:50","Amid Inflation","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Without takingÑÑ",0.720065307690379,0.545843652276315,0.690441530426708,-1.84802356185387,-1.47333100999924,0.41773531645885,-0.130427037226613,-0.0438806529502652
543,"Y","low",89,"Z","high",318,"X","medium",156,"Z","high",283,"Z","",401,"Z","medium",429,"Z","medium",61,"","","","","12-10-2024","12:50:00","13:37:00","12-10-2024 13:33","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, let meÑlet me askÑÑ",1.12957312334462,-1.76949903532452,1.04299057952198,0.0249752383269682,-1.21364459868617,-0.410779408119269,0.955292642412503,0.307197854040675
544,"Y","high",170,"Y","high",492,"Y","high",229,"Y","low",460,"Z","high",159,"X","high",124,"","low",402,"","","","","19-07-2024","21:58:00","01:26:00","20-07-2024 01:16","Climate Action Opinion","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. I am not going to take time away from you, but I want to explain something. I said yesterday that if a question is asked within the 30 minutes, that he can finish the question and it can be answered. So, IÑhe did not go over his time.",0.184316732580684,-0.511071065279694,1.6374361690153,2.02457170888387,-0.184832706757916,0.280234640643489,-0.507234695940556,1.74575744232422
545,"Z","low",483,"Z","medium",493,"Z","medium",419,"Z","high",366,"X","",,"Y","low",491,"","medium",260,"","","","","14-02-2024","11:26:00","13:49:00","14-02-2024 13:44","Climate Action Opinion","Said Alicia Keys","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Sorry, I did not mean to hit a sensitive area. [Laughter.] Senator LEAHY. Let me ask you this. Between 2001ÑI am new here. [Laughter.] Senator LEAHY. Between 2001 and 2003, two Republican staffers on this Committee regularly hacked into the private computer files of six Democratic Senators, including mine. These Republican staffers stole 4,670 files, and they used them to assist in getting President BushÕs most controversial judicial nominees confirmed. Now, the theft by these Republican staffers became public in late 2003 when the Wall Street Journal happened to print some of the stolen materials. The ringleader behind this massive theft was a Republican staffer named Manny Miranda, who had worked for one of the Members of this Committee. In a way, it was considered by many, both Republicans and Democrats, as a digital Watergate, a theft not unlike what the Russians did in hacking the DNC. Now, during all this, you worked hand-in-hand in the White House with Manny Miranda to advance these same nominees where he was stealing material. Not surprisingly, you were asked extensively about your knowledge of this theft during both your 2004, 2006 hearings, and I do not use the word ÔÔextensivelyÕÕ lightly. You were asked over 100 questions from six Senators, both Republicans and Democrats. And you testified, and you testified repeatedly, that you never received any stolen materials, you knew nothing about it until it was public. You testified that if you had suspected anything untoward, you would have reported it to the White House Counsel, who would have raised it with Senator Hatch, especially as Mr. Miranda had worked for him. Now, at the time we left it there. We did not know any better. Today, with the very limited amount of your White House record that has been provided to this Committee, and it is limited, for the first time we have been able to learn about your relationship with Mr. Miranda and your knowledge of these events. So, my question is this: Did Mr. Miranda ever provide you with highly specific information regarding what I, or other Democratic Senators, were planning on asking certain judicial nominees?",1.01909935729986,0.896523500553992,1.25241580426198,-1.85143942304878,0.573925753606556,2.01740229220794,0.446426750056134,-0.198423915143798
546,"X","high",231,"Y","low",487,"X","high",393,"X","medium",14,"Y","high",125,"Z","high",319,"X","high",257,"","","","","25-06-2024","08:06:00","08:35:00","25-06-2024 08:30","Climate Action Opinion","Beating Forecasts Covid","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Senator, well, let me contextualize because I am looking at what you are putting up here first.",-1.17475300607619,1.65314209674559,0.502009840355122,1.88049937856509,-0.59581223166936,1.20421992296336,0.250603369186001,0.448182638766975
547,"Z","high",131,"Y","low",447,"X","low",140,"X","medium",93,"","low",,"Y","low",177,"X","medium",60,"","","","","02-02-2024","17:11:00","19:30:00","02-02-2024 19:20","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. The questionÑÑ",-1.55294270843723,0.795044773801756,1.23683348536084,0.718416796157017,-0.956188300364412,1.0770785095358,-1.69873945922474,0.327330639534996
548,"Z","medium",256,"Z","low",420,"X","medium",31,"X","high",62,"X","medium",287,"X","medium",311,"X","high",,"","","","","06-07-2024","06:34:00","09:47:00","06-07-2024 09:40","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. ThatÑwhat is up there is a hundred percent accurate. As my memory.",0.459646709019247,0.764257056083306,1.30017228871849,-0.780809992694743,-0.123753669905666,0.428014277468028,-1.05544865934205,-1.39224306087059
549,"X","low",174,"Z","low",335,"Z","low",141,"X","high",457,"X","low",487,"X","high",349,"X","high",131,"","","","","26-06-2024","14:15:00","15:35:00","26-06-2024 15:25","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Okay. So, let me ask you this. That isÑÑ",-0.199753349769453,0.447725747560782,-0.000221860123352115,-0.1101405410064,-1.49828542754148,0.646031708057378,1.76141215891851,-0.962571545889267
550,"Z","high",332,"X","high",420,"X","high",404,"X","low",100,"Z","high",149,"Y","high",342,"Y","high",299,"","","","","06-12-2024","21:05:00","00:39:00","07-12-2024 00:34","Cnn Montana Nonprofit","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. ÔÔNever knew or suspected,ÕÕ true. ÔÔNever suspected anything untoward,ÕÕ true. ÔÔHad I suspected something untoward, I would have talked to Judge GonzalesÕÕÑÑ",-0.870921699368789,-0.164112429086058,1.54150317698793,-1.10032595720648,1.10308296362194,0.30495680370548,-0.540010814058015,1.68196345116292
551,"Z","low",219,"Z","medium",396,"Z","medium",257,"Y","medium",27,"Y","low",57,"X","medium",432,"Z","high",175,"","","","","07-03-2024","11:00:00","13:36:00","07-03-2024 13:33","Cnn Montana Nonprofit","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. And I have alreadyÑÑ",0.807060946692141,0.648175278361575,0.854555406739616,-1.84885781617765,-0.879064664465228,0.882662973261278,0.0372364849768679,-0.0880999350910637
552,"Y","low",294,"Y","high",482,"Y","high",379,"Z","medium",191,"Y","low",60,"X","medium",330,"X","low",113,"","","","","22-04-2024","16:52:00","20:36:00","22-04-2024 20:30","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. ÔÔI would have talked to Senator Hatch.ÕÕ That is all a hundred percent true.",0.946415491323571,-1.39047281207161,0.659833301211083,1.25937935872894,-0.0529285988263199,1.5430284413126,0.25649881571328,1.55776760685938
553,"Z","high",218,"Z","low",58,"X","high",247,"Y","low",141,"Z","",245,"Z","high",13,"Y","low",81,"","","","","19-01-2024","13:40:00","14:26:00","19-01-2024 14:23","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. And that is what I had already said. But, did Mr. Miranda ever provide you with highly specific information regarding what I, or other Democratic Senators, were planning in the future to ask certain judicial nominees?",-1.39911153028134,-0.0764877854054704,0.647269539639044,-0.750536001914234,-0.364828745496741,-0.369503978409398,-0.826720444742135,-1.99900692016437
554,"X","medium",96,"Y","high",68,"Z","high",264,"Z","medium",,"Y","medium",391,"Y","medium",188,"Z","high",407,"","","","","30-07-2024","16:48:00","19:32:00","30-07-2024 19:26","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, one of the things we would do as a White House is, on judicial nominationsÑand I am coming to your answer, but I want to explainÑis to meet up here, and this happens on both sides all the time, with teams up here about, okay, their judicial nominations: our judicial nominees are coming up, how are we going to get them through, hereÕs a hearing coming up. And during those meetings, of course, it would be discussed, well, I think here is what Senator Leahy is going to be interested in. That is very common. I am sure in President ObamaÕs administration when they had similar meetings, they would probably have meetings and say, well, I think this is what Senator Graham will be interested in. That is what you do in meetings withÑso, ÔÔhighly specificÕÕ would, I thinkÑI am not sure what you are getting at by ÔÔhighly specific.ÕÕ",1.26183656301659,-0.208677474842045,-1.9195206368849,1.05785733669955,-0.874899135706398,-0.489670683916532,-0.82639363319087,0.322680483520595
555,"Z","low",223,"Z","low",249,"X","low",32,"X","low",226,"Z","high",356,"Y","medium",454,"Y","high",,"","","","","08-08-2024","19:08:00","22:54:00","08-08-2024 22:47","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Judge, I have been here over 40 years. I knowÑ I know what both Republicans and Democratic administrations do in preparing. I am not asking about that. I am asking you why, before this, did Mr. Miranda send you an email asking you, on July 19th, 2002, asking you and another Bush official why the Leahy people were looking into financial ties between two special interest groups and Priscilla Owen, a particular, controversial nominee to the Fifth Circuit. You had handled the Owen nomination. As you know, as a judge she had received a lot of contributions. Did Mr. Miranda send you an email asking you why the Leahy people were looking into her financial ties?",-0.538267568900257,-0.502810704798772,0.530811973335003,-1.3439271429169,-0.994646061470622,0.932585407427413,-0.0416864225847402,-1.43485457985296
556,"Z","medium",196,"Y","low",146,"Y","high",11,"Z","medium",450,"X","",104,"X","low",103,"X","high",1,"","","","","16-01-2024","19:40:00","22:01:00","16-01-2024 21:56","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Is that what this email is?",-0.206832417829939,0.107533379113834,-0.930610281614896,0.218673770282992,-0.272910883502299,0.476138428644165,-2.45136238750648,-1.00862543638495
557,"X","high",481,"X","high",265,"Y","high",229,"X","low",,"X","low",417,"Z","high",249,"Y","",153,"","","","","26-07-2024","07:57:00","10:07:00","26-07-2024 10:06","Voice Cnn Masai","Said Alicia Keys","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I am just asking you.",-0.622512423153995,0.248291384536676,-0.0250973220516948,-0.0872429793751358,1.82607826563087,0.163314850244207,1.30620175311872,1.17096868622319
558,"Y","medium",132,"Z","high",155,"Z","medium",101,"X","low",490,"X","medium",82,"Y","high",250,"Z","low",444,"","","","","23-07-2024","12:21:00","15:29:00","23-07-2024 15:22","Scammers Cnn Epik","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Could I take a minute to read it?",1.86738832071437,-1.2726548362845,0.391741378778128,0.35254560454432,-0.140384481656163,-1.6323559272026,-0.326862479827523,-0.623572469354412
559,"Y","low",402,"X","medium",391,"Z","medium",180,"Y","high",331,"Y","medium",279,"","medium",278,"Z","medium",,"","","","","17-01-2024","06:33:00","08:01:00","17-01-2024 07:56","Climate Action Opinion","Warming Caused Humans","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Of course.",0.187779988323403,0.0727465780746249,-0.077123552409208,-0.600114178897845,1.47195638594523,0.203372306163262,1.16021485598324,1.27529991109888
560,"X","medium",354,"Y","medium",449,"Z","high",184,"Y","",191,"Z","high",424,"","low",434,"Z","medium",409,"","","","","21-02-2024","18:20:00","18:39:00","21-02-2024 18:36","Climate Action Opinion","Warming Caused Humans","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Okay.",1.64050396734916,2.39016884437083,-0.851914043740835,0.940218381013118,0.503606615611858,1.02965451661564,-0.248626438305464,0.700633803856831
561,"Z","medium",263,"Z","high",141,"X","medium",316,"X","low",339,"Y","high",403,"","",269,"Y","",102,"","","","","13-04-2024","15:11:00","16:19:00","13-04-2024 16:13","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. And this says it was 4 days before her hearing on July 23rd. [Brief pause.]",1.5281479855021,-0.762646216755111,0.350156558375825,-1.27102504229591,0.156588539093674,-0.308730378797683,-1.25828090017368,-0.948700875625526
562,"Y","low",158,"Z","high",386,"X","medium",470,"X","",174,"X","low",351,"","low",0,"Y","medium",485,"","","","","12-02-2024","09:23:00","10:15:00","12-02-2024 10:14","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Did I send any of the emails on this chain? I do not think so. I think I am ccÕd. In any event, if he said why are the Leahy people looking into thisÑfrom Manny MirandaÑI do not really have a specific recollection of any this, Senator, but it would have beenÑit would not have been at all unusual forÑand this happens all the time I think, which is, the Leahy people are looking into this, and the Hatch people are looking into that, I think.",1.2188567578093,-1.60612370718285,1.3283009505279,0.0540373391109145,-0.852493313848266,-0.0182145285119369,1.09809527771774,0.400771984260726
563,"X","low",241,"Z","low",53,"X","low",378,"Z","low",105,"","low",165,"Y","low",121,"Z","medium",58,"","","","","22-03-2024","19:01:00","19:48:00","22-03-2024 19:39","Scammers Cnn Epik","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. You say, ÔÔall the time.ÕÕ Two days before the hearing, he told you that the Democrats were passing around a related ÔÔ60 MinutesÕÕ story, and he said his ÔÔintelÑintelligence suggests that Leahy will focus on all things money.ÕÕ Well, that appears to come from a stolen email to meÑstolen by the Republican staff member, sent to me the night before, and then given to you the next morning. Were you aware that you were getting, from Mr. Miranda, stolen emails?",-0.389410687603961,-0.197172420958162,-1.20288630773982,-0.324589833089308,-0.995754221768163,0.243925010802789,1.60747753822046,-1.87063311227249
564,"Y","high",96,"Z","low",398,"Y","high",319,"Z","high",117,"Y","medium",383,"","medium",315,"Z","low",17,"","","","","16-03-2024","16:34:00","19:24:00","16-03-2024 19:17","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Not at all, Senator. It was part of what appeared to be standard discussion aboutÑit is common, Senator, forÑat the White House, it would be common to hear from our Leg Affairs team. This is, in fact, in this process, that is common to hear, ÔÔThis is what Senator X is interested in.ÕÕ ÔÔThis is what Senator Y is going to focusÕÕÑÑ",-0.796407512436295,0.167012057779617,2.07440321853505,1.09794983716681,-0.753061844550212,-0.928174479169127,0.389945148871969,-0.751435751739408
565,"X","medium",90,"Z","low",420,"Y","high",417,"Z","high",,"","medium",193,"Z","medium",391,"X","high",238,"","","","","24-02-2024","12:52:00","14:34:00","24-02-2024 14:32","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Was it common to have copies of a private email sent to a particular Senator?",0.670036109285563,1.50542438540159,0.409943767760141,0.424130339981524,-1.2525657391185,-0.458238961013066,0.530143337217489,-0.994518971838247
566,"X","high",293,"X","medium",355,"X","low",255,"X","high",324,"X","high",175,"Z","medium",323,"X","medium",218,"","","","","15-06-2024","20:49:00","23:09:00","15-06-2024 23:03","Abortion Travel","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Copies of a private email sent to a particular Senator?",-0.703008266909373,2.13406161419091,-0.170143529858632,-0.289163251136579,0.805378206793028,-0.520504612982891,1.08580453971638,1.37041374766566
567,"Y","medium",96,"Z","low",420,"X","medium",72,"Y","",,"X","high",266,"X","high",366,"Y","high",145,"","","","","05-07-2024","06:06:00","09:25:00","05-07-2024 09:23","Voice Cnn Masai","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Yes. Would that not jump out at you? For exampleÑÑ",0.772939083462023,0.219245441059234,1.28383219416336,0.840712094017604,-0.578876166194369,-1.02778842197638,-0.171791153255091,-1.06459578374516
568,"Z","low",316,"X","medium",53,"Y","low",229,"Z","low",99,"Y","low",308,"X","low",120,"X","low",84,"","","","","31-10-2024","20:04:00","20:42:00","31-10-2024 20:39","Cnn Montana Nonprofit","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. What are you referring to?",-0.519711684938888,-0.185353719458719,-1.48428887497765,-2.39188341402078,0.681191976372966,0.0445116153601432,-0.31290953543729,0.339746317519734
569,"X","medium",72,"Z","low",421,"Z","medium",488,"Y","medium",0,"Z","medium",,"X","high",47,"Y","high",160,"","","","","16-01-2024","14:59:00","18:01:00","16-01-2024 17:51","Abortion Travel","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Well, Mr. Miranda is telling you about emails sent to me the night before. There would be no way that he would even have that unless he stole it. Did that raise any question in your mind?",0.661624566551593,1.50607010511648,0.415187603955671,0.429615093535135,-1.35495516340508,-0.518471888572113,0.508645005590881,-0.965143991116114
570,"X","medium",254,"Y","medium",54,"Z","low",389,"X","low",32,"Z","medium",,"Y","low",474,"Y","medium",186,"","","","","29-01-2024","17:41:00","19:30:00","29-01-2024 19:21","Voice Cnn Masai","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Did he refer to that email in this?",1.27571131625327,1.46894354454909,-2.52581229921819,0.691395194167517,0.109542354282172,-0.206484886902197,-0.704820272124877,-0.285858624262099
571,"Z","high",91,"Z","high",240,"Z","high",174,"Z","low",452,"","medium",433,"Y","medium",281,"Z","high",300,"","","","","21-05-2024","07:01:00","07:40:00","21-05-2024 07:31","Abortion Travel","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Yes.",-0.0330829130770257,-0.551403683610005,1.66466052998438,-0.883670934757901,-1.04460915197654,-0.533852618843309,-0.808278527693207,-0.0349753418436263
572,"Y","high",464,"Y","low",87,"Y","high",161,"Z","medium",11,"Z","low",141,"Y","high",369,"Z","low",179,"","","","","16-01-2024","18:16:00","21:02:00","16-01-2024 20:54","Abortion Travel","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Where is that, Senator?",-1.27337797468632,-0.535593194682519,-0.337282670237083,1.95779893407088,1.53814288991881,0.522396188936776,-0.505902332501386,-1.10424071635888
573,"X","high",175,"Z","low",423,"Z","high",459,"X","",310,"Y","high",120,"X","high",478,"X","low",122,"","","","","20-07-2024","07:36:00","10:24:00","20-07-2024 10:18","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. I will let you read it.",-0.835988328666231,1.51876517622244,1.30212136035711,0.676192173045281,-0.956213866917216,-0.00729730603113351,1.21838787185359,-0.734764498347977
574,"Z","high",210,"Z","low",287,"Y","high",47,"Z","low",163,"Y","low",34,"Z","medium",91,"Z","low",298,"","","","","03-01-2024","10:42:00","14:07:00","03-01-2024 13:59","Assassination Question","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I am not seeing where you areÑI am not seeing what you are referring to.",-1.22136504443374,0.451493953739701,1.62134329751551,-0.588734161652111,-0.510055933540845,0.118125343904561,-0.644121982863677,-1.32994425069141
575,"X","low",428,"Z","low",253,"Y","high",229,"Z","low",69,"Z","high",203,"Y","low",435,"Z","medium",291,"","","","","30-12-2024","07:46:00","08:28:00","30-12-2024 08:19","Assassination Question","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Okay. Well, let me take you to one that you do have because you have this information from Mr. Miranda. And the very limited amount of material that the Republicans are allowing us to see of your information about you, that at least did come through. But in January 2003, let me go to something very specific. Mr. Miranda forwarded you a letter from me and other Judiciary Democrats to then-Majority Leader Tom Daschle. The letter was clearly a draft. It had typos and it was not signed. Somebody eventuallyÑwe never put it out, but somebody eventually leaked the existence of it to Fox News. I am not sure who. I could guess. It was a private letter. At the time, I was shocked to learn of its existence had been leaked. But here is the thing. You had the full text of my letter in your inbox before anything had been said about it publicly. Did you find it at all unusual to receive a draft letter from Democratic Senators to each other before any mention of it was made public?",-0.134964429758543,0.28187036933065,-0.362859476003268,-0.234873167566558,-0.0238363719967008,1.34319083106494,2.00770134983506,-1.57194192105353
576,"X","high",213,"X","low",158,"X","low",338,"Y","high",149,"X","high",85,"Y","medium",183,"Y","medium",218,"","","","","24-02-2024","18:36:00","21:43:00","24-02-2024 21:33","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, the only thing I said on the email exchange, if I am looking at it correctly, Senator, was ÔÔWho signed this,ÕÕ which would imply that I thought it was a signed letter.",-2.13099881342017,0.85987322971864,-0.701840441682064,0.203245693869613,0.235831038699661,-0.87470493494373,0.860596234413289,0.00383641323395526
577,"Y","high",96,"Y","high",391,"Y","high",403,"X","low",46,"Y","high",465,"Y","medium",312,"X","low",55,"","","","","03-05-2024","06:47:00","10:06:00","03-05-2024 09:56","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. It was sent to you. Were you surprised to get it? I mean, it is obviously a draft. It has got typos and everything in it. Were you surprised the draft letter circulated among Democrats ended up in your inbox from Mr. Miranda?",0.0662722792694106,-0.75109958804209,1.21209623656833,1.97382966532891,-0.559906114391491,-0.203958376785125,-0.68398668173852,1.56482813680596
