"id","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc"
646,73,"Y","low",333,"Z","low",56,"Z","low",95,"Z","medium",462,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-08-2024","11:29:00","14:14:00","23-08-2024 14:05","Abortion Travel","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
647,393,"Z","medium",93,"X","low",309,"Z","low",215,"Y","medium",414,"Z","high",69,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-02-2024","11:18:00","13:39:00","10-02-2024 13:31","Abortion Travel","Said Alicia Keys","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
648,86,"X","high",271,"Z","medium",141,"Z","high",457,"X","low",435,"Z","low",306,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-09-2024","12:37:00","13:24:00","10-09-2024 13:18","Voice Cnn Masai","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
649,256,"Z","high",389,"Z","medium",285,"Z","high",287,"Y","low",431,"X","medium",288,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","06-01-2024","17:37:00","21:02:00","06-01-2024 20:54","Making Racism","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
650,161,"Z","high",197,"X","medium",413,"Z","low",228,"X","medium",342,"X","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-10-2024","14:34:00","14:58:00","02-10-2024 14:57","Voice Cnn Masai","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
651,409,"Y","medium",81,"X","medium",156,"Y","high",462,"Y","low",460,"X","medium",269,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-12-2024","21:34:00","23:52:00","15-12-2024 23:46","Abortion Travel","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
652,378,"Y","low",205,"Z","medium",8,"Y","low",331,"Y","high",170,"Z","medium",340,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-01-2024","20:20:00","22:48:00","02-01-2024 22:45","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
653,153,"X","medium",381,"X","medium",331,"Y","high",492,"Y","low",372,"Y","medium",207,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-06-2024","16:09:00","18:45:00","07-06-2024 18:39","Voice Cnn Masai","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Executive Privilege Limit"
654,259,"X","medium",467,"X","high",266,"Y","low",431,"Y","medium",46,"X","medium",333,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-12-2024","10:43:00","12:20:00","10-12-2024 12:13","Assassination Question","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Executive Privilege Limit"
655,479,"Z","medium",308,"X","low",69,"Z","medium",499,"X","medium",263,"Z","medium",372,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-08-2024","16:41:00","19:02:00","09-08-2024 19:00","Assassination Question","2020 Presidential Election","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
656,359,"Y","low",335,"X","medium",24,"Y","high",278,"X","low",145,"Z","medium",294,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-03-2024","16:51:00","19:33:00","08-03-2024 19:28","Voice Cnn Masai","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
657,379,"X","high",209,"Y","high",262,"X","high",187,"Z","medium",469,"Z","medium",199,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-02-2024","15:42:00","19:28:00","20-02-2024 19:27","Apology Cnn Vatican","Turned Movie Different","Senator","D","Senator Patrick Leahy (VT)","Proud Judge Kavanaugh"
658,43,"Y","high",464,"Y","low",306,"Y","medium",30,"Y","high",218,"Z","low",132,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-11-2024","09:17:00","12:29:00","19-11-2024 12:22","Apology Cnn Vatican","Actor Bob Odenkirk","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
659,120,"Z","medium",265,"Z","medium",58,"Z","low",364,"X","low",254,"Z","medium",330,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-03-2024","21:21:00","00:45:00","10-03-2024 00:36","Voice Cnn Masai","Coronavirus Pandemic Late","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
660,52,"Z","low",486,"X","high",299,"X","high",132,"Z","low",284,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-04-2024","16:45:00","18:31:00","15-04-2024 18:21","Apology Cnn Vatican","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
661,489,"X","high",265,"X","medium",222,"Y","high",5,"X","low",38,"X","low",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-07-2024","21:49:00","01:48:00","08-07-2024 01:42","Amid Inflation","2020 Presidential Election","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
662,171,"Z","medium",273,"Y","medium",68,"Z","medium",401,"Y","low",63,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-07-2024","16:46:00","20:18:00","03-07-2024 20:13","Reunion Netflix Cnn","Niger State Television","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
663,249,"X","medium",480,"Z","low",308,"X","low",212,"Z","high",215,"Y","high",456,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-07-2024","13:25:00","15:34:00","04-07-2024 15:29","Apology Cnn Vatican","Actor Bob Odenkirk","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
664,275,"X","high",265,"Y","low",322,"Z","medium",276,"Y","low",315,"Y","high",148,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-04-2024","17:09:00","20:58:00","14-04-2024 20:50","Amid Inflation","Beating Forecasts Covid","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
665,261,"Y","high",300,"Z","low",77,"Z","medium",391,"Z","low",291,"Y","medium",403,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-07-2024","12:21:00","14:17:00","08-07-2024 14:15","Assassination Question","Ravaged Nicaragua Category","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
666,26,"Z","medium",328,"X","high",336,"X","medium",164,"Y","high",27,"Z","high",127,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-02-2024","20:48:00","23:13:00","09-02-2024 23:11","Cnn Montana Nonprofit","Warming Caused Humans","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
667,454,"X","low",92,"Y","low",111,"Z","low",408,"Y","high",339,"Z","high",128,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","10-08-2024","15:18:00","15:49:00","10-08-2024 15:46","Scammers Cnn Epik","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
668,190,"Y","low",419,"Y","high",298,"Y","high",291,"Y","low",254,"Z","low",140,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-12-2024","13:53:00","16:32:00","28-12-2024 16:26","Voice Cnn Masai","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
669,459,"Y","low",181,"X","high",406,"X","high",283,"Y","medium",407,"Y","low",26,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-11-2024","11:26:00","13:03:00","05-11-2024 12:56","Voice Cnn Masai","International Women","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
670,382,"X","low",329,"X","high",468,"X","low",134,"Y","low",19,"X","low",230,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","13-03-2024","06:29:00","08:46:00","13-03-2024 08:45","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
671,256,"X","high",422,"X","high",127,"X","medium",394,"Z","low",13,"Y","medium",176,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-06-2024","13:05:00","14:20:00","14-06-2024 14:12","Making Racism","Turned Movie Different","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
672,351,"Y","low",57,"Y","medium",240,"Y","medium",120,"Z","high",258,"X","high",115,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-03-2024","19:30:00","20:01:00","05-03-2024 19:51","Making Racism","Lomachenko","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
673,489,"X","high",150,"X","medium",47,"X","high",309,"Y","medium",401,"Z","medium",378,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","03-03-2024","08:01:00","09:40:00","03-03-2024 09:31","Cnn Montana Nonprofit","Niger State Television","Senator","D","Senator Patrick Leahy (VT)","Judge Senator Leahy"
674,151,"X","medium",471,"X","medium",484,"Y","medium",414,"Y","low",382,"Z","high",258,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-08-2024","09:03:00","12:36:00","04-08-2024 12:30","Voice Cnn Masai","Turned Movie Different","Chairman","R","Senator Chuck Grassley (IA)","Chairman Grassley Appreciate"
675,164,"X","medium",180,"Z","low",165,"Z","high",58,"Y","low",300,"Y","low",97,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-03-2024","20:45:00","00:36:00","09-03-2024 00:27","Voice Cnn Masai","Turned Movie Different","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
676,335,"X","high",330,"X","high",401,"Z","high",200,"Z","low",89,"Z","medium",96,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-04-2024","21:21:00","23:42:00","02-04-2024 23:37","Apology Cnn Vatican","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
677,116,"X","high",280,"Z","high",467,"Z","medium",338,"Y","medium",476,"Y","high",404,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-10-2024","21:35:00","23:11:00","27-10-2024 23:03","Voice Cnn Masai","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
678,401,"X","low",434,"Y","high",237,"Y","medium",136,"Y","medium",10,"X","low",135,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-04-2024","14:32:00","15:44:00","07-04-2024 15:42","Abortion Travel","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
679,14,"X","high",255,"X","medium",346,"Z","high",13,"Y","high",173,"Z","high",197,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-02-2024","19:20:00","22:04:00","02-02-2024 22:01","Voice Cnn Masai","Niger State Television","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
680,448,"Z","low",212,"Y","low",236,"Y","medium",204,"Y","low",377,"X","low",59,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-03-2024","09:56:00","12:08:00","27-03-2024 12:05","Assassination Question","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
681,173,"Y","medium",8,"Y","medium",287,"X","high",248,"Y","medium",308,"Y","high",402,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-06-2024","21:33:00","00:37:00","13-06-2024 00:34","Assassination Question","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
682,256,"Z","medium",237,"X","high",124,"Z","low",460,"Z","medium",395,"Z","low",178,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-06-2024","20:50:00","00:36:00","08-06-2024 00:35","Assassination Question","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
683,301,"X","low",292,"X","high",420,"X","medium",403,"Z","high",383,"X","medium",352,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-03-2024","19:17:00","19:37:00","07-03-2024 19:29","Assassination Question","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Analyze Senator"
684,137,"Z","medium",265,"Z","medium",61,"Z","medium",90,"X","medium",469,"X","high",202,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-02-2024","21:48:00","23:58:00","20-02-2024 23:56","Assassination Question","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
685,152,"X","medium",390,"X","high",240,"Z","medium",138,"X","medium",258,"Z","medium",400,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-03-2024","13:58:00","14:22:00","15-03-2024 14:12","Cnn Montana Nonprofit","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
686,240,"X","high",388,"Z","low",459,"Z","high",92,"Z","medium",410,"Y","low",201,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-05-2024","11:00:00","13:23:00","15-05-2024 13:16","Cnnpolitics Polls Underestimating","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
687,289,"Z","high",229,"X","medium",405,"X","low",455,"X","medium",77,"X","high",447,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-07-2024","11:54:00","15:30:00","25-07-2024 15:25","Cnn Montana Nonprofit","Niger State Television","Senator","R","Senator Lindsey Graham (SC)","Proud Judge Kavanaugh"
688,68,"Y","medium",39,"Y","low",379,"Y","high",176,"Y","high",87,"Z","high",362,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-11-2024","07:39:00","10:45:00","25-11-2024 10:44","Voice Cnn Masai","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
689,24,"Z","high",127,"X","high",328,"Y","low",245,"Y","low",24,"Z","low",240,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","18-02-2024","12:57:00","14:40:00","18-02-2024 14:36","Voice Cnn Masai","Turned Movie Different","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
690,256,"Z","high",203,"Z","medium",472,"Y","medium",245,"X","medium",102,"X","medium",241,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-07-2024","15:05:00","15:43:00","28-07-2024 15:37","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
691,177,"Y","high",265,"Z","medium",432,"Y","medium",279,"Y","low",55,"Z","high",310,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","07-03-2024","10:38:00","14:01:00","07-03-2024 13:55","New Covid Lockdowns","Coronavirus Pandemic Late","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
692,291,"X","high",384,"Z","high",240,"Y","low",37,"Y","low",412,"Z","medium",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-06-2024","15:32:00","19:31:00","23-06-2024 19:22","Bob Baffert Suspended","Point Tally Nba","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
693,374,"Y","high",447,"X","low",312,"Z","medium",277,"Z","low",247,"X","low",353,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-04-2024","06:43:00","08:03:00","12-04-2024 07:55","Assassination Question","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
694,307,"Y","low",496,"X","medium",214,"Z","high",5,"Z","medium",222,"Y","low",16,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-05-2024","12:21:00","15:18:00","27-05-2024 15:11","Voice Cnn Masai","Niger State Television","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
695,52,"Y","high",265,"Y","low",132,"X","medium",78,"Z","low",319,"X","high",132,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","08-10-2024","11:49:00","12:47:00","08-10-2024 12:38","Abortion Travel","Said Alicia Keys","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
696,498,"X","low",5,"Y","high",409,"Z","medium",73,"Y","high",179,"Z","medium",218,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","15-12-2024","06:57:00","10:40:00","15-12-2024 10:35","Cnnpolitics Polls Underestimating","International Women","Nominee","R","Brett M. Kavanaugh","Kavanaugh Dissents President"
697,357,"Z","medium",286,"Y","high",20,"Y","high",354,"Z","medium",254,"Z","high",268,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","25-01-2024","15:49:00","16:36:00","25-01-2024 16:28","Abortion Travel","International Women","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
698,24,"Y","high",132,"Z","low",64,"Y","high",320,"Z","high",1,"Z","high",44,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","16-09-2024","09:33:00","12:05:00","16-09-2024 12:00","Abortion Travel","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
699,381,"Z","high",434,"Y","medium",52,"X","low",279,"Z","low",356,"X","low",99,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-05-2024","10:46:00","13:06:00","30-05-2024 13:00","Voice Cnn Masai","Actor Bob Odenkirk","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
700,440,"Y","high",232,"Z","high",101,"Z","high",98,"Y","high",435,"Y","medium",231,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","02-08-2024","17:44:00","20:58:00","02-08-2024 20:48","Bob Baffert Suspended","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
701,284,"X","high",4,"Y","low",256,"Z","high",132,"X","medium",19,"X","low",223,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-02-2024","06:14:00","09:33:00","05-02-2024 09:29","Making Racism","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
702,416,"X","low",111,"X","medium",471,"X","high",188,"Y","high",40,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","05-09-2024","15:35:00","18:13:00","05-09-2024 18:03","Scammers Cnn Epik","Said Alicia Keys","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
703,443,"X","high",170,"Y","low",485,"Z","high",489,"X","medium",68,"X","medium",34,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-06-2024","18:49:00","21:07:00","21-06-2024 20:57","Apology Cnn Vatican","Actor Bob Odenkirk","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
704,482,"X","medium",13,"Y","high",450,"X","low",352,"X","high",304,"Z","high",398,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","31-10-2024","19:43:00","23:34:00","31-10-2024 23:26","Making Racism","Turned Movie Different","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
705,477,"X","high",158,"Y","medium",379,"Z","high",245,"X","low",380,"Y","low",150,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-11-2024","16:19:00","17:26:00","14-11-2024 17:20","Reunion Netflix Cnn","Actor Bob Odenkirk","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
706,96,"Z","medium",269,"Z","medium",229,"X","high",15,"Y","high",411,"Z","low",275,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","12-10-2024","16:56:00","19:19:00","12-10-2024 19:17","Assassination Question","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
707,17,"Y","low",446,"Z","high",387,"Y","medium",173,"Y","low",390,"X","high",473,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","11-01-2024","08:56:00","10:41:00","11-01-2024 10:35","Voice Cnn Masai","Ravaged Nicaragua Category","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
708,325,"Y","medium",324,"X","medium",134,"X","low",104,"X","medium",288,"Y","medium",189,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-12-2024","16:41:00","18:11:00","19-12-2024 18:02","Bob Baffert Suspended","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
709,339,"X","high",265,"X","low",331,"Z","low",203,"X","medium",351,"Y","low",156,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-10-2024","20:21:00","23:43:00","27-10-2024 23:38","Voice Cnn Masai","Said Alicia Keys","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
710,256,"X","high",208,"X","medium",4,"Y","low",497,"X","low",139,"Z","high",132,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","20-08-2024","21:48:00","00:52:00","21-08-2024 00:51","Apology Cnn Vatican","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
711,118,"Y","medium",384,"Y","low",451,"Z","high",97,"X","low",372,"X","medium",326,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","18-12-2024","18:56:00","22:56:00","18-12-2024 22:48","Scammers Cnn Epik","Niger State Television","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
712,474,"X","low",184,"X","medium",485,"Y","low",298,"Y","medium",91,"X","low",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-10-2024","14:57:00","18:22:00","27-10-2024 18:17","Cnn Montana Nonprofit","Niger State Television","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
713,204,"Y","high",281,"X","high",367,"X","medium",241,"Y","low",481,"Z","low",279,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","01-10-2024","08:38:00","10:12:00","01-10-2024 10:08","Voice Cnn Masai","2020 Presidential Election","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
714,370,"Z","high",492,"Y","high",87,"Z","low",329,"Y","low",20,"Y","high",99,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","30-03-2024","11:56:00","14:01:00","30-03-2024 13:58","Voice Cnn Masai","International Women","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
715,311,"Y","high",68,"Y","high",129,"X","high",245,"X","high",472,"Z","low",473,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","28-11-2024","06:15:00","09:18:00","28-11-2024 09:15","Abortion Travel","International Women","Senator","R","Senator Lindsey Graham (SC)","Kavanaugh Dissents President"
716,447,"Y","high",238,"Z","medium",369,"Y","low",258,"Y","low",230,"Z","low",21,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","23-05-2024","13:58:00","17:12:00","23-05-2024 17:06","Cnn Montana Nonprofit","Point Tally Nba","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
717,356,"X","high",304,"Z","high",249,"Z","low",138,"Y","high",254,"X","low",205,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-05-2024","08:55:00","12:11:00","04-05-2024 12:01","Scammers Cnn Epik","Turned Movie Different","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
718,256,"Y","medium",399,"Z","high",273,"X","low",482,"X","low",79,"Z","high",62,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-11-2024","15:27:00","18:29:00","04-11-2024 18:23","Scammers Cnn Epik","Rwigara Mother Adeline","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
719,420,"Z","high",418,"Z","medium",202,"Y","medium",133,"Z","low",159,"X","high",16,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","21-11-2024","19:00:00","21:52:00","21-11-2024 21:45","Cnnpolitics Polls Underestimating","2020 Presidential Election","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
720,27,"Y","medium",143,"Z","low",417,"Z","high",72,"X","medium",431,"Z","low",498,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","27-03-2024","12:19:00","15:38:00","27-03-2024 15:30","Assassination Question","Rwigara Mother Adeline","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
721,352,"Z","high",233,"Z","low",82,"X","medium",47,"X","medium",7,"X","high",42,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","22-09-2024","06:17:00","08:53:00","22-09-2024 08:48","Abortion Travel","Said Alicia Keys","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
722,293,"Z","low",415,"Z","medium",220,"X","medium",33,"X","high",95,"Z","low",453,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","19-05-2024","21:37:00","00:09:00","20-05-2024 00:07","Abortion Travel","Rwigara Mother Adeline","Nominee","R","Brett M. Kavanaugh","Guns Roe Wade"
723,388,"Z","low",419,"Y","high",111,"Z","medium",176,"Y","high",315,"Z","high",272,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","31-01-2024","13:11:00","14:38:00","31-01-2024 14:34","Abortion Travel","Rwigara Mother Adeline","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
724,112,"Y","low",411,"Z","high",345,"X","medium",408,"Y","medium",402,"Y","low",160,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","26-02-2024","06:26:00","08:15:00","26-02-2024 08:05","Scammers Cnn Epik","Ravaged Nicaragua Category","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
725,299,"X","medium",265,"X","low",240,"X","high",77,"X","low",215,"X","medium",431,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-09-2024","09:13:00","12:41:00","04-09-2024 12:38","Abortion Travel","Actor Bob Odenkirk","Senator","R","Senator Lindsey Graham (SC)","Senator Graham Citizens"
726,142,"X","high",133,"X","medium",149,"Z","low",2,"Y","low",43,"X","high",251,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","14-03-2024","15:42:00","19:19:00","14-03-2024 19:16","Cnnpolitics Polls Underestimating","2020 Presidential Election","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
727,58,"Z","high",184,"Z","high",240,"Y","low",245,"X","high",73,"Y","low",345,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","09-11-2024","07:23:00","11:20:00","09-11-2024 11:10","Cnnpolitics Polls Underestimating","Said Alicia Keys","Senator","R","Senator Lindsey Graham (SC)","Guns Roe Wade"
728,287,"Y","high",327,"Z","medium",431,"X","low",280,"Y","high",445,"Z","low",383,"STANDARD","europe","FREQUENT_ACCESS","Europe West12 Sku_Id","04-02-2024","09:02:00","12:13:00","04-02-2024 12:11","Cnnpolitics Polls Underestimating","Actor Bob Odenkirk","Nominee","R","Brett M. Kavanaugh","Proud Judge Kavanaugh"
