id,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24
880,1,11767,83.1583,C50,C,high,73,C,medium,65,A,medium,27,Y,314,Z,high,239,X,high
881,1,230433,26,,S,,2,D,unknown,70,C,high,24,Y,489,Y,high,290,,low
882,0,349257,7.8958,,S,high,13,D,high,55,D,,75,X,415,X,,42,Y,medium
883,0,7552,10.5167,,S,low,84,D,unknown,3,A,,,X,282,Y,low,183,Y,high
884,0,C.A./SOTON 34068,10.5,,S,medium,56,,low,91,A,unknown,,X,9,Y,low,101,Z,medium
885,0,SOTON/OQ 392076,7.05,,S,,,D,medium,,B,medium,73,Y,,X,low,,Z,low
886,5,382652,29.125,,Q,high,60,D,unknown,65,D,,,X,228,X,medium,,Z,high
887,0,211536,13,,S,,,,,55,A,low,,X,223,X,,2,X,low
888,0,112053,30,B42,S,low,89,B,,65,A,unknown,,Y,246,X,high,13,Z,high
889,2,W./C. 6607,23.45,,S,,66,D,medium,35,B,high,21,Y,280,X,low,456,Y,low
890,0,111369,30,C148,C,,,D,unknown,84,B,unknown,78,Z,360,Z,low,78,X,medium
891,0,370376,7.75,,Q,unknown,,A,medium,22,A,high,3,Y,96,Z,medium,0,,medium
