id,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol4_quantile_bin,ExtraCol7_quantile_bin,ExtraCol10_quantile_bin,ExtraCol13_quantile_bin,ExtraCol3_freq,ExtraCol5_freq,ExtraCol6_freq,ExtraCol2_freq
479,A,high,51,B,unknown,66,B,high,NA,X,medium,129,X,medium,420,Z,low,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_2,452,147,159,441
480,A,high,60,D,NA,75,A,NA,32,X,low,68,Y,medium,84,Z,high,ExtraCol4_3,ExtraCol7_4,ExtraCol10_2,ExtraCol13_1,452,448,0,441
481,D,low,51,A,medium,0,B,NA,4,Z,high,39,Z,medium,265,X,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_1,ExtraCol13_1,157,144,165,155
482,A,high,27,D,medium,NA,A,NA,5,Y,low,327,Z,low,472,Y,high,ExtraCol4_1,NA,ExtraCol10_1,ExtraCol13_4,452,448,165,441
483,D,high,34,D,high,50,A,low,NA,Y,low,314,X,medium,394,X,low,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_3,452,448,162,155
484,A,medium,28,B,high,36,NA,high,72,X,high,99,Y,low,201,Z,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_4,ExtraCol13_1,137,147,162,441
485,D,high,51,D,medium,NA,NA,unknown,86,Z,high,439,Z,high,463,X,low,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_5,452,448,165,155
486,C,low,15,B,low,NA,C,medium,49,Z,medium,138,X,high,156,Z,low,ExtraCol4_1,NA,ExtraCol10_3,ExtraCol13_2,157,147,140,153
487,D,high,51,D,low,75,C,unknown,NA,Z,medium,304,X,high,11,X,high,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_3,452,448,140,155
488,A,high,45,D,medium,82,C,low,92,Y,high,261,X,low,398,Y,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_5,ExtraCol13_3,452,448,165,441
489,D,high,53,B,NA,41,NA,NA,27,Y,low,296,Y,medium,206,X,medium,ExtraCol4_3,ExtraCol7_3,ExtraCol10_2,ExtraCol13_3,452,147,0,155
490,A,high,1,D,high,93,A,unknown,15,X,medium,370,Y,medium,17,Z,low,ExtraCol4_1,ExtraCol7_5,ExtraCol10_1,ExtraCol13_4,452,448,162,441
491,B,high,84,C,unknown,92,C,high,13,Z,NA,463,X,high,102,Y,low,ExtraCol4_4,ExtraCol7_5,ExtraCol10_1,ExtraCol13_5,452,152,159,142
492,A,low,67,D,low,66,D,high,35,Z,medium,360,X,medium,35,Y,high,ExtraCol4_3,ExtraCol7_4,ExtraCol10_2,ExtraCol13_4,157,448,140,441
493,B,medium,7,B,medium,58,A,unknown,73,X,high,453,Y,high,NA,Y,NA,ExtraCol4_1,ExtraCol7_3,ExtraCol10_4,ExtraCol13_5,137,147,165,142
494,A,high,84,C,low,NA,NA,medium,NA,Y,medium,434,Z,low,423,X,high,ExtraCol4_4,NA,NA,ExtraCol13_5,452,152,140,441
495,B,unknown,3,C,NA,60,C,NA,NA,X,high,179,X,high,464,Y,low,ExtraCol4_1,ExtraCol7_3,NA,ExtraCol13_2,145,152,0,142
496,A,unknown,51,A,NA,NA,D,NA,34,Y,medium,279,Y,medium,NA,Z,high,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_3,145,144,0,441
497,C,high,46,D,low,97,B,low,NA,X,high,99,Z,high,401,Y,high,ExtraCol4_2,ExtraCol7_5,NA,ExtraCol13_1,452,448,140,153
498,C,low,51,C,NA,19,D,high,68,Z,low,NA,NA,low,281,X,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,NA,157,152,0,153
499,D,high,95,A,high,66,A,medium,66,Z,low,483,Y,low,147,Z,low,ExtraCol4_4,ExtraCol7_4,ExtraCol10_4,ExtraCol13_5,452,144,162,155
500,A,low,51,C,unknown,73,NA,unknown,43,Z,low,443,X,medium,334,Y,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_5,157,152,159,441
501,B,low,51,C,NA,NA,D,unknown,NA,X,high,371,Z,medium,476,X,medium,ExtraCol4_2,NA,NA,ExtraCol13_4,157,152,0,142
502,D,high,57,D,medium,34,B,medium,NA,X,medium,424,Z,low,230,X,low,ExtraCol4_3,ExtraCol7_2,NA,ExtraCol13_5,452,448,165,155
503,A,high,51,D,high,86,C,high,65,Z,low,397,Z,medium,14,X,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_4,ExtraCol13_4,452,448,162,441
504,A,low,72,B,high,48,A,NA,81,X,low,114,Z,medium,421,X,high,ExtraCol4_4,ExtraCol7_3,ExtraCol10_5,ExtraCol13_2,157,147,162,441
505,B,low,88,A,high,38,C,medium,NA,Y,medium,131,Y,low,94,NA,high,ExtraCol4_4,ExtraCol7_2,NA,ExtraCol13_2,157,144,162,142
506,A,high,51,C,low,15,C,unknown,85,Z,low,265,Y,medium,91,X,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_5,ExtraCol13_3,452,152,140,441
507,A,medium,51,D,NA,32,NA,medium,NA,Y,NA,NA,Z,high,308,X,high,ExtraCol4_2,ExtraCol7_2,NA,NA,137,448,0,441
508,A,high,51,B,NA,97,A,NA,NA,X,high,368,NA,low,399,X,low,ExtraCol4_2,ExtraCol7_5,NA,ExtraCol13_4,452,147,0,441
509,A,medium,51,D,unknown,NA,NA,high,95,Z,high,368,X,high,396,X,high,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_4,137,448,159,441
510,C,high,51,C,unknown,NA,NA,unknown,56,Z,low,488,X,medium,433,X,NA,ExtraCol4_2,NA,ExtraCol10_3,ExtraCol13_5,452,152,159,153
511,A,high,51,B,high,NA,D,high,27,X,medium,394,Y,low,441,Y,medium,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_4,452,147,162,441
512,C,high,70,D,high,NA,A,unknown,60,Y,medium,NA,X,high,64,X,low,ExtraCol4_4,NA,ExtraCol10_4,NA,452,448,162,153
513,A,medium,51,B,NA,66,C,medium,62,Y,medium,170,Y,high,150,Z,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_4,ExtraCol13_2,137,147,0,441
514,A,high,51,D,unknown,37,D,medium,NA,Y,medium,163,Y,high,360,Y,high,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_2,452,448,159,441
515,B,high,42,B,medium,84,C,medium,20,Z,low,316,NA,high,NA,X,low,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_3,452,147,165,142
516,A,high,49,D,medium,42,B,low,NA,Z,low,171,Y,low,357,Y,high,ExtraCol4_2,ExtraCol7_3,NA,ExtraCol13_2,452,448,165,441
517,A,high,51,C,high,85,A,NA,54,X,medium,489,X,low,227,X,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_3,ExtraCol13_5,452,152,162,441
518,A,low,55,C,NA,74,B,medium,14,Z,low,144,Z,NA,225,Z,medium,ExtraCol4_3,ExtraCol7_4,ExtraCol10_1,ExtraCol13_2,157,152,0,441
519,C,high,79,D,NA,77,A,unknown,77,Z,low,NA,Y,high,13,Y,low,ExtraCol4_4,ExtraCol7_4,ExtraCol10_5,NA,452,448,0,153
520,C,high,2,C,high,92,A,unknown,NA,X,medium,408,X,low,304,Z,medium,ExtraCol4_1,ExtraCol7_5,NA,ExtraCol13_4,452,152,162,153
521,A,high,75,A,high,79,B,NA,93,X,high,183,Y,low,431,Y,medium,ExtraCol4_4,ExtraCol7_4,ExtraCol10_5,ExtraCol13_2,452,144,162,441
522,C,high,50,D,medium,NA,NA,medium,67,Y,medium,22,X,high,NA,X,medium,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_1,452,448,165,153
523,A,high,51,B,high,52,A,high,33,Z,low,166,Y,NA,168,X,NA,ExtraCol4_2,ExtraCol7_3,ExtraCol10_2,ExtraCol13_2,452,147,162,441
524,A,high,47,C,NA,NA,NA,unknown,37,Z,high,179,Z,medium,338,Y,medium,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_2,452,152,0,441
525,D,high,47,C,medium,6,NA,low,69,Y,high,306,X,low,99,Z,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_3,452,152,165,155
526,D,high,12,B,NA,59,NA,unknown,8,X,NA,355,Z,low,316,Y,low,ExtraCol4_1,ExtraCol7_3,ExtraCol10_1,ExtraCol13_4,452,147,0,155
527,B,high,51,B,NA,NA,NA,unknown,71,X,low,274,Y,medium,204,Z,medium,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_3,452,147,0,142
528,D,medium,70,C,unknown,NA,D,unknown,55,Z,high,203,Z,high,463,Y,low,ExtraCol4_4,NA,ExtraCol10_3,ExtraCol13_2,137,152,159,155
529,D,high,51,D,high,10,C,low,22,Y,medium,251,Z,low,355,X,medium,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_3,452,448,162,155
530,A,high,9,A,unknown,50,A,unknown,89,Y,low,72,Z,low,36,Y,low,ExtraCol4_1,ExtraCol7_3,ExtraCol10_5,ExtraCol13_1,452,144,159,441
531,A,unknown,21,B,NA,57,A,high,62,Z,low,90,X,medium,435,X,high,ExtraCol4_1,ExtraCol7_3,ExtraCol10_4,ExtraCol13_1,145,147,0,441
532,A,high,87,D,unknown,10,C,high,16,X,low,305,Z,NA,362,Z,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_1,ExtraCol13_3,452,448,159,441
533,C,high,51,D,high,63,NA,low,65,X,medium,432,Y,NA,107,X,NA,ExtraCol4_2,ExtraCol7_4,ExtraCol10_4,ExtraCol13_5,452,448,162,153
534,A,low,50,D,unknown,16,NA,medium,41,Z,medium,261,Z,medium,141,Y,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_3,ExtraCol13_3,157,448,159,441
535,A,high,51,D,unknown,14,D,medium,76,X,NA,30,Z,high,86,Y,medium,ExtraCol4_2,ExtraCol7_1,ExtraCol10_4,ExtraCol13_1,452,448,159,441
536,B,unknown,51,C,unknown,40,D,unknown,49,Z,low,490,Y,medium,155,Y,high,ExtraCol4_2,ExtraCol7_2,ExtraCol10_3,ExtraCol13_5,145,152,159,142
537,A,high,85,B,NA,NA,C,NA,99,Z,medium,162,NA,high,471,Y,high,ExtraCol4_4,NA,ExtraCol10_5,ExtraCol13_2,452,147,0,441
538,D,high,89,D,high,91,C,NA,92,X,medium,374,NA,high,451,Z,low,ExtraCol4_4,ExtraCol7_5,ExtraCol10_5,ExtraCol13_4,452,448,162,155
539,A,low,28,D,unknown,NA,D,NA,4,Y,high,NA,X,medium,275,Z,medium,ExtraCol4_1,NA,ExtraCol10_1,NA,157,448,159,441
540,A,unknown,58,A,medium,NA,A,low,NA,Z,high,493,Z,low,181,X,low,ExtraCol4_3,NA,NA,ExtraCol13_5,145,144,165,441
541,D,high,51,A,low,73,C,unknown,NA,Y,low,58,Y,medium,NA,Z,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_1,452,144,140,155
542,A,high,51,B,unknown,NA,NA,unknown,NA,X,NA,93,X,medium,478,Z,low,ExtraCol4_2,NA,NA,ExtraCol13_1,452,147,159,441
543,A,high,0,A,high,98,A,medium,14,X,medium,322,X,NA,99,NA,low,ExtraCol4_1,ExtraCol7_5,ExtraCol10_1,ExtraCol13_3,452,144,162,441
544,A,medium,97,D,NA,74,A,high,53,X,medium,380,Z,medium,378,NA,high,ExtraCol4_4,ExtraCol7_4,ExtraCol10_3,ExtraCol13_4,137,448,0,441
545,A,high,35,D,high,NA,B,unknown,15,X,NA,NA,Z,medium,497,Z,NA,ExtraCol4_2,NA,ExtraCol10_1,NA,452,448,162,441
546,A,high,51,C,low,94,B,high,NA,X,medium,275,Z,low,427,X,high,ExtraCol4_2,ExtraCol7_5,NA,ExtraCol13_3,452,152,140,441
547,B,low,61,D,medium,10,D,high,45,X,low,79,NA,medium,359,Z,high,ExtraCol4_3,ExtraCol7_1,ExtraCol10_3,ExtraCol13_1,157,448,165,142
548,C,high,78,A,medium,45,B,low,99,Z,medium,356,X,NA,449,Z,medium,ExtraCol4_4,ExtraCol7_3,ExtraCol10_5,ExtraCol13_4,452,144,165,153
549,B,high,51,C,NA,NA,C,NA,87,Y,high,334,Y,high,108,X,low,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_4,452,152,0,142
550,D,unknown,51,B,unknown,0,NA,NA,NA,X,low,233,X,high,NA,Z,high,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,145,147,159,155
551,D,low,89,B,high,45,D,high,NA,X,high,318,X,high,NA,Z,low,ExtraCol4_4,ExtraCol7_3,NA,ExtraCol13_3,157,147,162,155
552,A,unknown,93,B,low,68,C,unknown,NA,X,low,106,X,NA,6,NA,NA,ExtraCol4_4,ExtraCol7_4,NA,ExtraCol13_1,145,147,140,441
553,D,high,15,D,medium,79,D,NA,66,X,high,405,Y,low,99,Z,high,ExtraCol4_1,ExtraCol7_4,ExtraCol10_4,ExtraCol13_4,452,448,165,155
554,C,high,90,C,low,41,C,high,13,Z,medium,22,X,high,NA,X,medium,ExtraCol4_4,ExtraCol7_3,ExtraCol10_1,ExtraCol13_1,452,152,140,153
555,B,unknown,90,A,unknown,86,A,NA,NA,X,medium,419,X,low,123,Z,low,ExtraCol4_4,ExtraCol7_5,NA,ExtraCol13_5,145,144,159,142
556,C,low,51,C,medium,67,C,NA,99,Y,low,419,X,low,316,Z,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_5,ExtraCol13_5,157,152,165,153
557,D,low,21,D,NA,4,B,low,NA,Y,high,343,Z,low,55,X,high,ExtraCol4_1,ExtraCol7_1,NA,ExtraCol13_4,157,448,0,155
558,A,unknown,51,A,medium,27,B,high,1,X,medium,407,Y,medium,348,Y,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_1,ExtraCol13_4,145,144,165,441
559,A,low,99,D,low,93,C,medium,NA,X,medium,456,Y,low,114,Y,NA,ExtraCol4_4,ExtraCol7_5,NA,ExtraCol13_5,157,448,140,441
560,A,high,51,C,unknown,0,B,unknown,NA,X,medium,81,Y,medium,261,X,medium,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_1,452,152,159,441
561,A,high,51,B,high,10,A,unknown,NA,X,medium,272,Y,low,58,Z,medium,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,452,147,162,441
562,A,unknown,19,C,medium,34,NA,unknown,63,Z,medium,322,Y,low,485,Y,low,ExtraCol4_1,ExtraCol7_2,ExtraCol10_4,ExtraCol13_3,145,152,165,441
563,C,high,8,D,NA,99,C,unknown,35,Z,NA,471,Z,medium,188,X,low,ExtraCol4_1,ExtraCol7_5,ExtraCol10_2,ExtraCol13_5,452,448,0,153
564,A,high,25,D,high,NA,NA,medium,35,Y,low,368,Z,medium,302,Y,high,ExtraCol4_1,NA,ExtraCol10_2,ExtraCol13_4,452,448,162,441
565,D,low,6,A,low,NA,NA,NA,NA,Z,low,297,X,medium,243,X,medium,ExtraCol4_1,NA,NA,ExtraCol13_3,157,144,140,155
566,D,high,19,A,NA,39,C,high,85,Z,high,278,NA,medium,297,X,high,ExtraCol4_1,ExtraCol7_2,ExtraCol10_5,ExtraCol13_3,452,144,0,155
567,A,high,7,C,NA,93,C,NA,49,Z,high,71,X,medium,227,NA,medium,ExtraCol4_1,ExtraCol7_5,ExtraCol10_3,ExtraCol13_1,452,152,0,441
568,A,low,76,B,low,21,D,medium,31,X,medium,158,X,low,36,Z,NA,ExtraCol4_4,ExtraCol7_2,ExtraCol10_2,ExtraCol13_2,157,147,140,441
569,A,high,58,A,high,57,B,high,NA,Z,medium,216,Y,medium,414,X,medium,ExtraCol4_3,ExtraCol7_3,NA,ExtraCol13_2,452,144,162,441
570,D,low,51,B,unknown,46,NA,NA,1,NA,low,440,Y,high,321,X,medium,ExtraCol4_2,ExtraCol7_3,ExtraCol10_1,ExtraCol13_5,157,147,159,155
571,A,medium,80,C,NA,NA,NA,unknown,48,Y,low,430,Z,low,126,Z,high,ExtraCol4_4,NA,ExtraCol10_3,ExtraCol13_5,137,152,0,441
572,C,high,41,D,high,75,NA,low,55,Z,high,321,Z,low,42,Y,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_3,452,448,162,153
573,D,high,40,D,NA,83,NA,medium,67,Y,medium,52,NA,high,443,X,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_4,ExtraCol13_1,452,448,0,155
574,D,high,20,B,unknown,11,D,NA,80,X,low,NA,Y,medium,166,Z,high,ExtraCol4_1,ExtraCol7_1,ExtraCol10_5,NA,452,147,159,155
575,A,low,51,A,high,NA,D,NA,36,X,high,229,Z,low,454,X,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_3,157,144,162,441
576,A,unknown,51,D,high,NA,D,high,NA,X,medium,326,Z,high,382,X,high,ExtraCol4_2,NA,NA,ExtraCol13_4,145,448,162,441
577,B,high,58,D,unknown,NA,NA,low,NA,X,NA,216,Y,low,479,Y,high,ExtraCol4_3,NA,NA,ExtraCol13_2,452,448,159,142
578,A,high,51,A,unknown,66,D,medium,76,Y,high,360,Y,medium,329,NA,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_4,ExtraCol13_4,452,144,159,441
579,C,high,53,B,NA,63,NA,unknown,NA,NA,high,108,NA,medium,90,Y,low,ExtraCol4_3,ExtraCol7_4,NA,ExtraCol13_1,452,147,0,153
580,A,high,29,D,high,37,D,medium,3,Y,low,72,X,low,17,Y,low,ExtraCol4_1,ExtraCol7_2,ExtraCol10_1,ExtraCol13_1,452,448,162,441
581,B,high,51,C,low,NA,B,medium,NA,Y,medium,109,Y,high,122,X,high,ExtraCol4_2,NA,NA,ExtraCol13_1,452,152,140,142
582,A,high,82,B,unknown,NA,NA,low,NA,X,low,461,Z,medium,219,NA,high,ExtraCol4_4,NA,NA,ExtraCol13_5,452,147,159,441
583,A,high,51,D,unknown,82,B,NA,NA,Y,high,NA,X,low,311,Z,low,ExtraCol4_2,ExtraCol7_5,NA,NA,452,448,159,441
584,A,medium,25,D,medium,89,A,low,50,Z,high,142,Z,high,447,Y,medium,ExtraCol4_1,ExtraCol7_5,ExtraCol10_3,ExtraCol13_2,137,448,165,441
585,A,unknown,71,D,high,29,C,medium,46,X,medium,171,X,medium,70,X,medium,ExtraCol4_4,ExtraCol7_2,ExtraCol10_3,ExtraCol13_2,145,448,162,441
586,C,high,51,A,NA,NA,A,high,37,NA,low,418,X,high,317,Z,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_5,452,144,0,153
587,B,high,51,D,NA,32,A,NA,41,Z,high,179,Z,high,42,X,medium,ExtraCol4_2,ExtraCol7_2,ExtraCol10_3,ExtraCol13_2,452,448,0,142
588,B,medium,31,C,NA,3,NA,NA,1,Y,medium,446,Y,low,240,Z,high,ExtraCol4_2,ExtraCol7_1,ExtraCol10_1,ExtraCol13_5,137,152,0,142
589,B,unknown,35,A,unknown,16,NA,medium,10,NA,low,494,Y,high,36,Z,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_1,ExtraCol13_5,145,144,159,142
590,C,medium,51,B,unknown,30,A,low,75,X,medium,325,NA,low,186,NA,high,ExtraCol4_2,ExtraCol7_2,ExtraCol10_4,ExtraCol13_4,137,147,159,153
591,D,low,1,A,low,98,D,medium,36,Z,medium,171,Y,NA,303,X,high,ExtraCol4_1,ExtraCol7_5,ExtraCol10_2,ExtraCol13_2,157,144,140,155
592,A,high,51,D,unknown,20,D,NA,NA,Y,low,299,Y,medium,369,Y,medium,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,452,448,159,441
593,C,unknown,12,D,NA,50,D,medium,39,NA,high,334,Z,medium,402,Z,low,ExtraCol4_1,ExtraCol7_3,ExtraCol10_2,ExtraCol13_4,145,448,0,153
594,A,low,51,D,low,NA,B,medium,99,Y,high,54,Y,low,NA,Y,low,ExtraCol4_2,NA,ExtraCol10_5,ExtraCol13_1,157,448,140,441
595,C,medium,55,D,NA,35,A,medium,NA,Z,low,416,X,low,129,X,low,ExtraCol4_3,ExtraCol7_2,NA,ExtraCol13_5,137,448,0,153
596,A,medium,51,D,high,91,NA,NA,18,NA,high,218,X,high,456,Z,medium,ExtraCol4_2,ExtraCol7_5,ExtraCol10_2,ExtraCol13_2,137,448,162,441
597,A,low,34,B,unknown,9,C,high,58,NA,medium,422,Y,high,466,X,medium,ExtraCol4_2,ExtraCol7_1,ExtraCol10_3,ExtraCol13_5,157,147,159,441
598,A,high,77,D,low,87,A,high,NA,Y,NA,305,Y,high,483,Z,low,ExtraCol4_4,ExtraCol7_5,NA,ExtraCol13_3,452,448,140,441
599,B,medium,51,D,NA,74,D,unknown,14,Z,high,430,NA,medium,395,Z,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_1,ExtraCol13_5,137,448,0,142
600,A,low,1,A,NA,NA,B,high,NA,Z,medium,40,X,high,388,Y,high,ExtraCol4_1,NA,NA,ExtraCol13_1,157,144,0,441
601,A,medium,51,D,medium,76,NA,high,NA,Y,high,21,X,low,38,X,low,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_1,137,448,165,441
602,A,unknown,2,D,NA,42,A,high,73,X,high,55,X,high,NA,Z,high,ExtraCol4_1,ExtraCol7_3,ExtraCol10_4,ExtraCol13_1,145,448,0,441
603,A,unknown,52,D,unknown,97,B,high,56,Z,high,437,Z,low,203,Z,low,ExtraCol4_3,ExtraCol7_5,ExtraCol10_3,ExtraCol13_5,145,448,159,441
604,A,high,87,A,unknown,3,NA,low,65,Y,medium,496,Y,medium,129,Y,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_4,ExtraCol13_5,452,144,159,441
605,A,medium,51,D,medium,2,NA,medium,26,Y,NA,499,Z,medium,34,X,low,ExtraCol4_2,ExtraCol7_1,ExtraCol10_2,ExtraCol13_5,137,448,165,441
606,A,unknown,51,D,NA,NA,C,NA,28,Z,high,166,Y,high,106,X,low,ExtraCol4_2,NA,ExtraCol10_2,ExtraCol13_2,145,448,0,441
607,C,low,51,B,high,93,D,low,63,Y,high,132,X,low,457,X,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_4,ExtraCol13_2,157,147,162,153
608,A,high,78,A,low,6,C,unknown,35,Y,low,174,Y,medium,454,Y,medium,ExtraCol4_4,ExtraCol7_1,ExtraCol10_2,ExtraCol13_2,452,144,140,441
609,D,high,51,D,high,77,NA,NA,NA,X,medium,408,Z,low,371,Y,medium,ExtraCol4_2,ExtraCol7_4,NA,ExtraCol13_4,452,448,162,155
610,D,high,28,D,unknown,93,C,NA,15,Z,medium,125,Y,low,50,Y,medium,ExtraCol4_1,ExtraCol7_5,ExtraCol10_1,ExtraCol13_2,452,448,159,155
611,A,low,0,D,NA,NA,NA,low,30,Y,medium,273,X,medium,343,Y,low,ExtraCol4_1,NA,ExtraCol10_2,ExtraCol13_3,157,448,0,441
612,A,high,44,B,low,86,NA,unknown,10,Z,medium,323,X,high,63,Y,high,ExtraCol4_2,ExtraCol7_5,ExtraCol10_1,ExtraCol13_4,452,147,140,441
613,B,high,61,D,low,75,D,low,8,X,high,180,Z,low,341,X,medium,ExtraCol4_3,ExtraCol7_4,ExtraCol10_1,ExtraCol13_2,452,448,140,142
614,A,unknown,51,C,high,NA,C,NA,NA,Z,medium,236,X,NA,16,Y,low,ExtraCol4_2,NA,NA,ExtraCol13_3,145,152,162,441
615,A,low,93,A,low,85,B,low,48,Y,high,332,Z,medium,142,Z,high,ExtraCol4_4,ExtraCol7_5,ExtraCol10_3,ExtraCol13_4,157,144,140,441
616,A,high,51,D,unknown,69,B,unknown,14,X,high,395,Z,high,61,Z,low,ExtraCol4_2,ExtraCol7_4,ExtraCol10_1,ExtraCol13_4,452,448,159,441
617,A,unknown,78,B,low,1,NA,low,9,X,low,94,X,low,466,Z,high,ExtraCol4_4,ExtraCol7_1,ExtraCol10_1,ExtraCol13_1,145,147,140,441
618,B,high,2,D,low,NA,NA,unknown,87,X,medium,256,Y,low,284,Z,low,ExtraCol4_1,NA,ExtraCol10_5,ExtraCol13_3,452,448,140,142
619,B,high,85,D,medium,NA,A,high,51,X,medium,77,Y,high,461,X,low,ExtraCol4_4,NA,ExtraCol10_3,ExtraCol13_1,452,448,165,142
620,A,low,75,A,unknown,NA,NA,low,71,Y,high,7,Z,low,10,X,low,ExtraCol4_4,NA,ExtraCol10_4,ExtraCol13_1,157,144,159,441
621,B,high,51,C,NA,NA,NA,NA,72,Z,medium,322,Z,NA,369,Y,medium,ExtraCol4_2,NA,ExtraCol10_4,ExtraCol13_3,452,152,0,142
622,A,high,58,D,medium,NA,B,unknown,10,Z,medium,241,X,high,239,Y,medium,ExtraCol4_3,NA,ExtraCol10_1,ExtraCol13_3,452,448,165,441
623,D,high,51,D,high,29,NA,low,NA,Z,high,129,X,high,234,Z,low,ExtraCol4_2,ExtraCol7_2,NA,ExtraCol13_2,452,448,162,155
624,A,low,90,D,NA,19,D,unknown,NA,Y,low,27,Z,low,436,Z,low,ExtraCol4_4,ExtraCol7_1,NA,ExtraCol13_1,157,448,0,441
625,D,high,55,A,unknown,8,D,NA,44,Y,medium,472,Y,high,23,Z,low,ExtraCol4_3,ExtraCol7_1,ExtraCol10_3,ExtraCol13_5,452,144,159,155
626,A,high,51,D,low,63,NA,NA,86,X,NA,413,X,NA,472,X,medium,ExtraCol4_2,ExtraCol7_4,ExtraCol10_5,ExtraCol13_5,452,448,140,441
627,D,medium,61,D,unknown,95,D,medium,NA,X,high,NA,Y,low,14,Z,high,ExtraCol4_3,ExtraCol7_5,NA,NA,137,448,159,155
628,C,high,68,C,unknown,NA,D,NA,NA,Y,low,56,X,medium,181,Z,low,ExtraCol4_3,NA,NA,ExtraCol13_1,452,152,159,153
629,B,unknown,51,C,NA,NA,D,medium,10,Z,high,7,X,low,69,Z,high,ExtraCol4_2,NA,ExtraCol10_1,ExtraCol13_1,145,152,0,142
630,C,high,81,B,NA,NA,NA,unknown,61,X,low,108,Z,low,261,Y,medium,ExtraCol4_4,NA,ExtraCol10_4,ExtraCol13_1,452,147,0,153
631,B,high,20,C,medium,17,B,NA,88,X,low,50,X,low,297,X,low,ExtraCol4_1,ExtraCol7_1,ExtraCol10_5,ExtraCol13_1,452,152,165,142
632,A,high,89,A,unknown,21,NA,NA,57,X,high,229,Z,low,321,X,low,ExtraCol4_4,ExtraCol7_2,ExtraCol10_3,ExtraCol13_3,452,144,159,441
633,B,low,55,D,unknown,28,D,unknown,80,X,medium,322,X,medium,399,Z,high,ExtraCol4_3,ExtraCol7_2,ExtraCol10_5,ExtraCol13_3,157,448,159,142
634,A,high,32,D,high,68,NA,medium,53,X,medium,97,X,high,375,Z,high,ExtraCol4_2,ExtraCol7_4,ExtraCol10_3,ExtraCol13_1,452,448,162,441
635,A,high,51,D,NA,29,D,low,41,X,medium,198,Z,medium,474,NA,high,ExtraCol4_2,ExtraCol7_2,ExtraCol10_3,ExtraCol13_2,452,448,0,441
636,A,unknown,1,A,NA,82,NA,unknown,NA,X,high,269,X,low,224,Y,medium,ExtraCol4_1,ExtraCol7_5,NA,ExtraCol13_3,145,144,0,441
637,A,unknown,74,A,high,36,C,NA,15,Y,low,158,Y,medium,87,Y,high,ExtraCol4_4,ExtraCol7_2,ExtraCol10_1,ExtraCol13_2,145,144,162,441
638,C,high,37,D,NA,10,A,NA,NA,Z,low,230,Y,high,77,X,high,ExtraCol4_2,ExtraCol7_1,NA,ExtraCol13_3,452,448,0,153
