"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5"
849,"Z","high",395,"X","low",104,"Y","medium",362,"Z","medium",271,"X","high",195,"Y","high",486,"Z","high",63,"","","","","17-09-2024","16:35:00","19:02:00","17-09-2024 18:57","Madrid explosion: 3 dead, several injured as explosion rocks Spanish capital  - CNN","At least three people were killed and several injured Wednesday in an explosion caused by a suspected gas leak in the heart of the Spanish capital, Madrid, according to the city's mayor.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Because the Supreme Court precedent compelled me to reach the result that I reached, and here is why, Senator. Let me explain. The Supreme Court had a case in 1984 called the Sure-Tan decision. The Sure-Tan decision considered the interaction of the National Labor Relations Act and the immigration laws. What the Supreme Court did in Sure-Tan is, had this question and said it is at that time permissible to consider an immigrant unlawfully in the country as an employee under the National Labor Relations Act. In Part 2(b) of the opinionÑyou have to read Part 2(b) of the opinion, of the Supreme Court decision. If you read Part 2(b) of the opinion, the Court then goes on to say that because the immigration laws do not prohibit employment of people unlawfully in the country, it makes clear, the Supreme Court makes clearÑthis is when it is being considered in Congress in Õ84 and ends up in the Õ86 Act. The Court makes clear, as I read Part 2(b), and I think I am correct on this, that if the immigration laws did prohibit employment of someone here unlawfully in the country, then that would also mean that they cannot vote in the union election. So what I was doing there, Senator, was all about precedent. I read that and, in my opinion, if you look at the dissenting opinion, I really parsed this very carefully, and I went deep into this case. So I went back and pulled from the Sure-Tan case. I asked for the Marshall papers, the Thurgood Marshall papers from the library to read all the memos that went back and forth among the Justices in the Sure-Tan case. I cited the oral argument to make sure that what I was reading in there actually reflected what had been going on in the Supreme Court, and it is quite clear from the oral argument they were aware that the immigration law was about to be changed, and they were aware of the interaction between the labor law and the immigration law. So I think I stand by what I wrote then, and I think I correctly analyzed Part 2(b). Now, SenatorÑÑ",-2.69468405950991,-0.717029084846773,0.296304161488029,1.25450532380854,1.29676209394696
850,"X","low",184,"X","low",286,"Y","medium",355,"X","low",174,"Z","medium",217,"X","low",166,"Z","high",254,"","","","","18-11-2024","20:11:00","22:03:00","18-11-2024 21:56","Novak Djokovic says 'good intentions' were 'misconstrued' following backlash to list of proposals ahead of Australian Open - CNN","Novak Djokovic says his ""good"" intentions were ""misconstrued"" after a list of proposals he sent to Craig Tiley, the CEO of Tennis Australia, prompted a backlash from sections of the public.","Senator","D","Senator Dick Durbin (IL)","Senator DURBIN. I have toÑI am running out of time here.",-1.69571514875424,-1.14476027047742,0.226732779837086,0.167886001214922,-0.90937265695965
851,"Z","low",303,"X","medium",82,"X","medium",198,"Z","low",205,"Z","low",155,"","low",236,"Z","medium",108,"","","","","17-05-2024","08:29:00","12:20:00","17-05-2024 12:16","Tiger Woods puts season on hold after fifth back operation of his career  - CNN","Tiger Woods' season is on pause after the 15-time major champion underwent a back operation for the fifth time in his career. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I know, but if it endsÑif the Supreme Court Sure-Tan opinion had ended at Part 2(a), 100 percent would agree with you and my decision would have been different. If you read Part 2(b), I think you seeÑÑ",-0.608310270194333,-0.40219561023198,-0.219998376918583,1.89112909616593,-0.352445292512195
852,"Z","high",332,"X","low",118,"Y","medium",80,"Z","high",185,"Z","medium",5,"X","low",71,"Y","medium",,"","","","","30-05-2024","17:16:00","19:23:00","30-05-2024 19:14","Navalny releases investigation into decadent billion-dollar 'Putin palace' - CNN","Even locked up in a detention center on the outskirts of Moscow, Kremlin critic Alexey Navalny continues to be a thorn in Russian President Vladimir Putin's side.","Senator","D","Senator Dick Durbin (IL)","Senator DURBIN. You said earlier today you do not get to pick and choose which Supreme Court precedent you follow. The majority in the Agri Processor case was following Supreme Court precedent. In the Sure-Tan case, the Supreme Court, a 7ÐtoÐ2 decision, said that undocumented immigrants are employees under the National Labor Relations Act. I quote: ÔÔSince undocumented aliens are not among the few groups of workers expressly exempted by Congress, they plainly come within the broad statutory definition of employee.ÕÕ That is a quote from the case.",-2.70958666904892,-0.633808100024548,0.332905898737614,1.20754675771111,0.990757325325488
853,"Z","medium",446,"Y","low",314,"Z","low",229,"Z","low",176,"Z","high",200,"X","medium",106,"Y","medium",,"","","","","18-12-2024","10:37:00","14:18:00","18-12-2024 14:09","43 people drown after migrant boat capsizes in the Mediterranean - CNN","Forty-three people died and 10 were rescued after a boat carrying West African migrants capsized off the Libyan coast on Tuesday, the International Organization for Migration (IOM) and UNHCR said in a Wednesday statement.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. That is Part 2(a). You have to go to Part 2(b).",0.610717097157499,-1.32512264959575,0.674096213186018,-0.112041487036662,1.7262754642566
854,"X","high",98,"X","low",166,"Z","high",229,"X","low",118,"Z","low",200,"Y","low",117,"Y","high",350,"","","","","11-01-2024","11:39:00","12:38:00","11-01-2024 12:37","Butterflies clap their wings in flight, propelling themselves forward  - CNN","Experts, long puzzled by how butterflies fly, have found that the insects ""clap"" their wings together -- and their wings are perfectly evolved for better propulsion.","Senator","D","Senator Dick Durbin (IL)","Senator DURBIN. Well, hang on. Let me tell you some people who went to both parts and could not disagree with you more. Everyone else who looked at this questionÑthe administrative law judge, the National Labor Relations Board, including Republican appointees, two Appeals Court Judges, including one Republican appointeeÑ followed the Supreme Court precedent and came to the opposite conclusion that you did. I understand you may have preferred the Sure-Tan dissent, but you failed to follow Supreme Court precedent. This was a case where the National Labor Relations Act included those who were undocumented who could unionize to protect themselves in the workplace. You went out of your way to dissent all the way along and make sure they did not, in your view, have that right, that they did not have that right to unionize.",-1.41334293360277,-0.966532525071605,1.51823914593744,-0.650346775392568,-0.00832569251381362
855,"Z","low",280,"X","high",340,"Z","low",126,"X","medium",165,"","low",,"Z","high",485,"Z","low",275,"","","","","15-02-2024","12:28:00","15:00:00","15-02-2024 14:50","Australian Open turmoil raises questions for Tokyo Olympics in 2021 - CNN","The quarantine controversy over tennis' Australian Open has raised questions about whether large-scale international sporting events can take place in the middle of a pandemic and could offer a preview of the difficulties facing this summer's Tokyo Olympics.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I very respectfully disagree, Senator. And the reason I disagree is that the Supreme Court did say that the immigrant was covered under the definition of NLRA. If it ends there, I am with you 100 percent. But then the Supreme Court goes on to say that we consider also in resolving this question that conflict between the National Labor Relations Act and the immigration laws and makes clear, as I read it, if the immigration laws had made employment of someone here in the country unlawfully illegal, then that would be prohibited in the case. And I went back, like I said. If you look at JusticeÑI mean, I quote the oral argument transcript from Sure-Tan in my dissenting opinion. Look, I had no agenda in any direction onÑI am a judge. So I am just trying to resolve the precedentÑÑ",0.00687146294362959,-0.39235045461336,-0.869442561074924,1.68981844353694,0.776295946517013
856,"Z","high",202,"Z","medium",498,"X","low",158,"Y","medium",356,"Z","high",235,"Z","low",88,"Z","low",299,"","","","","14-05-2024","10:43:00","11:17:00","14-05-2024 11:12","Tyrrell Hatton: PGA golf star says 2020 is 'the best of my career so far' - CNN","Although the freakish past 12 months has led to tragedy for many and huge disruption to the sporting calendar, golfer Tyrrell Hatton will look back on 2020 as a breakthrough year.","Senator","D","Senator Dick Durbin (IL)","Senator DURBIN. Let me just close. Let me close by saying this. ÔÔI am just a judge, I just follow precedent.ÕÕ Gosh, we have heard that so often, and I hope it is the case, but we know that there is much more to your job than that.",0.522201240474791,2.2471325608217,1.86456045107648,1.44330134877217,-0.466388813300994
857,"X","low",231,"X","medium",43,"Z","low",229,"Z","low",112,"Y","low",274,"Y","medium",256,"X","medium",,"","","","","02-07-2024","20:01:00","21:03:00","02-07-2024 21:00","Annika Sorenstam defends accepting Presidential Medal of Freedom a day after US Capitol riots - CNN","Golfing great Annika Sorenstam has defended her decision to accept the Presidential Medal of Freedom a day after rioters stormed the US Capitol.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I agree.",0.0733737369859028,-2.2684711829725,0.415464413451881,0.485283988773379,-0.647723619813821
858,"Y","low",424,"Y","medium",320,"Z","medium",32,"Y","low",379,"Z","low",233,"Z","low",272,"X","low",224,"","","","","16-01-2024","15:16:00","16:26:00","16-01-2024 16:21","World leaders welcome Biden with praise, pleas, and parting shots at Trump - CNN","World leaders reacted to Biden's inauguration by offering congratulations, jockeying for position at the forefront of his foreign policy agenda, and in some cases pleading for the reversal of his predecessor's policies. ","Senator","D","Senator Dick Durbin (IL)","Senator DURBIN. The fact that you were a dissenter and everyone else saw this the other way should give us pause when you say, ÔÔI am just following precedent.ÕÕ",1.09440780473758,-0.856479218945602,-0.155986038740443,-0.807709207642371,0.848701733786519
859,"Y","high",67,"Z","low",410,"Y","high",300,"Z","low",219,"Z","high",,"Z","medium",36,"X","",113,"","","","","05-05-2024","12:10:00","13:00:00","05-05-2024 12:53","London's ICU nurses detail 'diluted' care, depression and disaster during the UK's deadly second wave - CNN","Last summer, when England's first peak of the coronavirus pandemic had subsided, Fazilah, an ICU nurse at a central London hospital, sat down to write her resignation letter. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, I respectfully, SenatorÑthat opinion, I am proud of that opinion because I think it carefully details the law in that case following the Supreme Court precedent. And to your point that other judges disagree, there was a case I had about 10 years ago or 8 years ago called Papagno. It was a case where I ruled in favor of a criminal defendant on a restitution matter. Every other court before that disagreed. I wrote the majority opinion with Judge Edwards and Judge Griffith. Every other court after us disagreed. Finally we got to the Supreme Court this year in the Lagos case, and they agreed with our one opinion, the Papagno opinion. Just to point out that just because other courts might have disagreed does not necessarily mean we were necessarily wrong, because the Supreme Court ultimately decides that. I understand your questions, and I appreciate them. Thank you.",-1.0992126506585,1.41811540611644,0.407075611493375,-0.509296062499609,-0.385130296703223
860,"Y","high",273,"Y","medium",70,"X","high",498,"X","medium",305,"Y","medium",358,"Y","high",175,"X","high",,"","","","","19-11-2024","21:41:00","23:12:00","19-11-2024 23:05","Spanish police seize more than 2 tons of cocaine hidden in charcoal - CNN","Spanish police have seized more than two tons of cocaine and arrested 12 people allegedly involved in a large scale drugs smuggling network with connections to Paraguay and Brazil.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Cornyn. Senator Lee is going to chair while I have another appointment.",-0.153254921685872,0.476145711760414,0.174177228915956,-1.46983897893953,0.118997423018387
861,"Y","high",193,"X","high",391,"Y","high",475,"Y","high",58,"Y","low",337,"X","high",40,"X","medium",174,"","","","","16-07-2024","09:03:00","10:02:00","16-07-2024 09:55","India achieves stunning Test victory over Australia with record-breaking run chase - CNN","A record-breaking run chase at the Gabba saw India topple Australia to take an unlikely 2-1 series victory.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Thank you, Mr. Chairman. Mr. Chairman, I was grateful that todayÕs hearing, at least as far as the Committee is concerned, is a lot more dignified and civil. But unfortunately, some of the hijinks continue even on the Senate floor. I know that Senator McConnell asked consent for the Judiciary Committee to continue to meet during todayÕs session of the Senate. Senator Schumer objected, so Senator McConnell was left with no option but to adjourn the Senate and allow the Committee to continue to meet. That is unfortunate. So, Judge, I believe we met in the year 2000, and just to take a little walk down memory lane here, when I was Attorney General of Texas and had a chance to argue a case in front of the Supreme Court of the United States, you, Ted Olson, and Paul Clement, I believeÑÑ",-1.0408879808322,0.883335060008427,-0.628899428467997,-0.0068526486422379,0.920914523796794
862,"Y","high",448,"X","high",253,"Z","medium",464,"Z","low",103,"Y","low",495,"Z","",87,"Z","high",78,"","","","","22-10-2024","09:07:00","12:00:00","22-10-2024 11:57","Zlatan Ibrahimovic double restores AC Milan's three-point lead at the top of Serie A - CNN","AC Milan fans would have been forgiven for fearing that Father Time was eventually catching up with Zlatan Ibrahimovic.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Yes.",-0.154779275779106,0.150876034063817,-0.517456065268955,-0.136169372889697,2.7431310561458
863,"X","low",108,"Z","low",314,"Y","high",329,"Y","medium",450,"Y","low",248,"Y","medium",337,"X","medium",400,"","","","","04-12-2024","13:21:00","14:18:00","04-12-2024 14:15","Russian President Vladimir Putin takes an icy dip to mark Epiphany - CNN","Russian President Vladimir Putin has braved ice-cold temperatures for an Epiphany Dip in a pool outside of Moscow, according to a video and photos posted by the Kremlin press pool on Tuesday.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN [continuing]. Helped me get ready. I regret you did not have better material to work with. [Laughter.]",-0.670484289831063,-0.269913094407978,0.164606528759429,0.0469126188616538,-1.92080322266282
864,"Y","high",116,"Z","low",25,"X","low",373,"Z","low",415,"Y","low",13,"X","medium",284,"Y","low",275,"","","","","14-06-2024","13:22:00","16:25:00","14-06-2024 16:16","Jared Porter: New York Mets fire general manager after reportedly sending explicit pictures to female reporter - CNN","The New York Mets have fired general manager Jared Porter after he reportedly sent explicit pictures to a female reporter in 2016. ","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. It was an honor, Senator. It was an honor.",-1.04723662264975,1.43570147446194,-0.276370163931815,-0.926250985795013,-0.338096517087689
865,"Y","low",45,"Y","high",217,"X","low",32,"Y","high",34,"X","low",292,"Z","low",247,"Y","medium",260,"","","","","28-12-2024","13:39:00","17:15:00","28-12-2024 17:08","Anzac Day plot: Britain's youngest convicted terrorist now 'suitable for release' - CNN","Britain's youngest convicted terrorist, who was sentenced to life in prison for masterminding a plot to behead an Australian police officer in broad daylight in 2015, can now be set free, a parole board ruled on Monday.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. It was a great experience, an educational experience. I got to appreciate your skills as a lawyer from that time and have followed your career closely since, and I am proud to support your nomination based on my personal knowledge of your skills and your temperament and your character and your fidelity to the rule of law. But I do want to pick one bone with you. This is not unique to you. Based on that experience, that case, as you may recall, involved a tradition in the Santa Fe Independent School District, unfortunately, which was the site of the shooting here in more recent days. But back then, the practice before football games was that the students would be able to volunteer to offer a prayer before the football game. They were not required to do so. The school did not pick them. They could offer an inspirational saying or read a poem or anything else. But that was the practice. Well, until the ACLU filed suit, and unfortunately it was held to be unconstitutional and a violation of the Establishment Clause. I am not going to ask for your opinion because this issue will likely come back before the Court, but since I mentioned it to Judge GorsuchÑJustice Gorsuch, I am going to mention it to you. The thing that has stuck in my craw for the last 18 years is the dissent written by Chief Justice Rehnquist which takes exception to the majorityÕs decision saying they distorted existing precedent. But he goes on to say, even more disturbing than its holding is, the tone of the CourtÕs opinion. It bristles with hostility to all things religious in public life. Neither the holding nor the tone nor the opinion is faithful to the meaning of the Establishment Clause when it is recalled that George Washington himself, at the request of the very Congress which passed the Bill of Rights, proclaimed ÔÔa day of public thanks-giving and prayer to be observed by acknowledging with grateful hearts the many signal favors of Almighty God.ÕÕ Since I had you here, I thought I would mention that. I am not asking for your opinion since likely you will be called upon to decide cases involving the Establishment Clause in the future. But since we had that history together, I thought I would tell you that still sticks in my craw.",0.26412577262582,1.00278255547423,-2.04772642394734,-1.50075338267297,-1.20716206054259
866,"Z","high",219,"Z","high",183,"X","high",100,"X","low",451,"Y","medium",198,"Y","high",106,"X","medium",259,"","","","","27-09-2024","16:03:00","17:00:00","27-09-2024 16:55","Fortnite, Pele and elite football clubs collaborate - CNN","The rivalry between elite football clubs is already fierce, but it's just been shot into new territory.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I understand, Senator. We remember, certainly, cases I lostÑI remember, and they still stick in my craw too, Senator.",-0.0294927724015049,1.89237777323994,-0.431633131999566,1.05973108829161,-0.0928611503724894
867,"X","medium",5,"X","high",76,"Z","high",353,"Z","",418,"Z","",47,"Z","high",312,"X","low",38,"","","","","11-06-2024","14:16:00","16:07:00","11-06-2024 16:06","Alexey Navalny detained on return to Moscow five months after being poisoned - CNN","Russia's leading Kremlin critic, Alexey Navalny, was detained by police in the outskirts of Moscow on Sunday, moments after his return to the country and five months after he was poisoned with the nerve agent Novichok.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Well, I just marvel that under the First Amendment, that a variety of voices can speak, and that is generally a good thing, but it can be about violence, sexism, it can be about almost anything, but you cannot speak about religion in a public forum.",0.860553977546171,-1.82751434729015,-0.327614352714409,-0.188908657835131,-0.535884429708282
868,"Z","low",250,"X","medium",381,"Y","medium",494,"Z","low",68,"X","medium",428,"X","high",452,"Z","medium",267,"","","","","30-12-2024","20:32:00","21:12:00","30-12-2024 21:03","Australian Open tennis stars get creative with practice while stuck in hotel quarantine - CNN","Normally accustomed to practicing for five hours a day in the build up to a grand slam, more than 70 tennis players are now limited to the confines of their hotel rooms as they begin the mandatory two-week quarantine in Melbourne ahead of the Australian Open.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. There have been cases from the Supreme Court I think in more recent years, cases like the Good News Club case, cases like the Trinity Lutheran case, cases like the Town of Greece case where I think the Supreme Court has recognized the importance, of course, of religious liberty in the United States, and also has recognized, I think, that religious speakers, religious people, religious speech is entitled to a space in the public square and not to be discriminated against. I think the Trinity Lutheran case is an important one on that. The Good News Club case, that is a case where there was an afterschool program at a school gym, I think, or an auditorium, and that religious group was excluded, and the Supreme Court made clear, no, you cannot just exclude the religious group. So I think there have been some developments since then in terms of religious equality and religious liberty that are important. Those cases are always difficult factually, but the principle you are espousing, I do think, is reflected in some more recent Supreme Court precedent.",-0.786421092270458,-0.667378707717295,0.238748203102858,2.28012994280641,-0.474918163642326
869,"Y","low",111,"Z","medium",252,"Z","high",454,"Z","medium",120,"Z","low",316,"X","high",424,"Y","low",271,"","","","","30-04-2024","16:14:00","20:06:00","30-04-2024 19:56","Australian Open 2021: Quarantining tennis players voice 'unequal practice' frustrations - CNN","Instead of training for up to five hours a day as they prepare for the Australian Open, 72 players find themselves unable to leave their hotel rooms under coronavirus quarantine rules -- and a number of them are vocally expressing their frustrations.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Well, I will just conclude with this. As I understand the Constitution, it requires the Government to be neutral. As Chief Justice Rehnquist said in this case, the Government demonstrated hostility to religious speech in the public square. That is just one personÕs opinion. And again, I am not asking you for any opinion with regard toÑÑ [Disturbance in the hearing room.] Senator CORNYN [continuing]. That may come before the Court. [Disturbance in the hearing room.] Senator CORNYN. Mr. Chairman, I hope that time will not be subtracted from my 30 minutes. Senator LEE [presiding]. It will not be. Senator CORNYN. Thank you. So, Judge Kavanaugh, I am intrigued by your comment that you made earlier about the role of precedent. We have heard a lot about precedent. You alluded to this book that you and others, other judges wrote with Bryan Garner on the law of judicial precedent. I checked it out. It is 900 pages long, and I have not read every page of it either.",1.23050071086973,-0.0845821515912663,-0.315014350330769,0.248241583846584,-0.856076660500736
870,"Z","high",200,"Z","high",439,"Z","medium",315,"Y","high",88,"Y","high",312,"","low",86,"X","high",255,"","","","","25-03-2024","06:01:00","09:46:00","25-03-2024 09:37","Alexey Navalny to be held in custody for a month following his return to Russia  - CNN","Kremlin critic Alexey Navalny was ordered to remain in custody for 30 days during an unexpected hearing in Russia on Monday, less than 24 hours after he returned to the country and five months after he was poisoned with the nerve agent Novichok.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I do not think it is meantÑit is not meant to be read word for word. It is a treatise where you go to a section that might be on point or something.",0.692343930656845,1.32022432774331,0.386851778746072,1.16787638592114,0.563018055068675
871,"X","medium",302,"Y","high",79,"Z","medium",54,"Y","low",,"X","medium",318,"Y","low",340,"Y","medium",3,"","","","","13-01-2024","07:19:00","10:26:00","13-01-2024 10:24","Sofia Bekatorou: Olympic medalist's decision to speak out over alleged 1998 sexual assault sparks public outcry in Greece - CNN","Greek Olympic gold medalist Sofia Bekatorou's very public detailing of her alleged sexual assault in 1998 by a high-ranking Hellenic Sailing Federation (HSF) official has sparked an outcry in the Mediterranean country over the way her revelations were initially dealt with. ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. But let me just ask you a more basic question, and then we can work our way into that. When people go to court, should they expect a different outcome if the judge was nominated by a Republican from a court where the judge was nominated by a Democrat?",1.64910199693305,-2.0356837083027,-0.473723997023831,-1.34400724217792,0.397541875255455
872,"Y","high",342,"Y","high",365,"Y","high",483,"X","medium",426,"Y","high",491,"Z","medium",121,"Y","low",375,"","","","","14-11-2024","21:52:00","00:50:00","15-11-2024 00:46","Tom Brady guides the Tampa Bay Buccaneers to victory over the New Orleans Saints - CNN","Tom Brady remains on track to win a seventh Super Bowl ring as he led the Tampa Bay Buccaneers to a 30-20 victory over the New Orleans Saints on Sunday.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. No. That is an important principle of judicial independence and the judicial role where ÔÔthe judge is umpireÕÕ vision that Chief Justice Roberts articulated, and I have talked about many times, as critical. When you go to a baseball game, the umpire is not wearing the uniform of one team or another, and that is a critical principle.",-0.376518126146574,0.690547913822655,-0.850727204433877,-1.29005396964895,1.0955777378454
873,"Y","low",30,"Z","low",302,"Z","high",158,"Y","low",360,"Z","medium",344,"","low",430,"Y","low",307,"","","","","27-03-2024","17:00:00","18:07:00","27-03-2024 18:06","Global sport's problem with the appropriation of Indigenous culture  - CNN","It's a question that has been asked for 50 years -- again and again.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Well, it strikes me as an important point given the suggestion that one of the reasons that people have objected to your nominationÑI believe the quote was, you ÔÔhave Republican blood flowing in your veins.ÕÕ That strikes me as a strange and bizarre statement.",0.107383642783335,0.341445850092853,-0.535902997303203,-0.448151678744711,-0.77609822020942
874,"Z","low",74,"Y","high",325,"X","medium",21,"X","low",125,"X","medium",356,"Z","high",236,"Z","medium",378,"","","","","27-04-2024","16:59:00","18:29:00","27-04-2024 18:22","Luka Doncic surpasses Michael Jordan with yet another triple-double  - CNN","Dallas Mavericks star Luka Doncic leapfrogged NBA legend Michael Jordan on the all-time triple-double list after recording his 29th in his side's 117-101 loss to the Chicago Bulls.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. I have been a judge for 12 years, Senator, with 307 opinions. I am very proud of that record and have been an independent judge for 12 years. As a judge, you are not a Republican or Democrat, as a Federal judge.",0.125880330513547,1.01624700110905,-1.21200422275344,0.0725531017544849,-1.40298153476086
875,"Z","low",158,"Y","low",154,"X","high",384,"X","low",460,"Z","medium",375,"","medium",,"Z","high",251,"","","","","24-02-2024","15:08:00","17:05:00","24-02-2024 16:56","Lionel Messi sent off in Barcelona's Super Cup final defeat to Athletic Bilbao - CNN","Lionel Messi was shown the first red card of his Barcelona career, as Ronald Koeman's side suffered a 3-2 extra-time defeat to Athletic Bilbao in the Spanish Super Cup final.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. And you talked a little bit about the constitutional basis for a judgeÕs obligation to apply existing precedent. Could you expand on that a little bit more? Because I think most people are under the impression this is sort of a discretionary matter and you can sort of cherry pick between what precedents you decide to follow and which ones you do not follow.",-1.11648197048152,0.114351694715262,-0.537224203821678,-0.247038557809106,-1.13196144331292
876,"Y","low",259,"Y","low",345,"Z","medium",86,"X","high",423,"Z","low",362,"Z","low",269,"Z","medium",,"","","","","17-06-2024","21:31:00","22:00:00","17-06-2024 21:57","America's Cup: Patriot 'flying yacht' capsizes in gusty conditions - CNN","Emergency management plans were put into operation during the America's Cup challenger series on Sunday when American Magic's Patriot yacht dramatically capsized in gusty conditions in Auckland's Waitemata Harbour.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Well, there has been a debate sometimes about what are the origins of precedent, why do you follow precedent. And as I see it, there are a number of reasons you would cite: stability, predictability, impartiality, reliance interests. But all of those are not mere policies in my view. As I see it, the system of precedent comes from Article III itself. When Article III refers to, the judicial power shall be vested in one Supreme Court and such inferior courts as Congress shall, from time to time, establishÑto my mind the phrase, ÔÔjudicial power.ÕÕ You think about, what does that entail? And you look at the meaning, the meaning at the time of judicial power, and you look, one source of that is Federalist 78. In Federalist 78, it is well explained that judges make decisions based on precedent. And precedent, therefore, as I read ÔÔjudicial power,ÕÕ has constitutional origins and a constitutional basis in the text of the Constitution.",-0.11149388315796,-0.446577108984185,-0.442164548772736,-1.57926405038635,0.492525458620027
877,"X","medium",441,"Y","medium",123,"Z","medium",150,"Y","medium",,"X","medium",352,"Z","medium",337,"Y","high",416,"","","","","18-03-2024","09:38:00","10:23:00","18-03-2024 10:15","Trump has trashed America's most important alliance. The rift with Europe could take decades to repair - CNN","The presidency of Donald Trump has left such a wretched stench in Europe that it's hard to see how, even in four years, Joe Biden could possibly get America's most important alliance back on track.  ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. And I think you have touched on this as well. Judges, unlike legislators, do not run for election. You do not have a platform, ÔÔVote for me, this is what I will do if elected into office.ÕÕ One of the most important elements of limiting the important role of judges, I think, under the Constitution is that you are required to decide a case on a case-by-case basis rather than issuing some sort of oracle saying, ÔÔHenceforth the law will be thus,ÕÕ assuming you could get eight other judges on the Team of Nine we talked about to agree with you. [Disturbance in the hearing room.] Senator CORNYN. Could you talk about the importance of deciding cases on a case-by-case basis?",1.89719113027822,-2.57482304691473,1.11434545187512,-0.912082768855286,0.629395379928436
878,"Z","medium",69,"Y","medium",381,"X","low",229,"Z","medium",179,"Z","medium",38,"Y","medium",467,"Y","low",175,"","","","","20-11-2024","17:18:00","18:54:00","20-11-2024 18:49","Premier League: The art of winning a penalty sparks debate - CNN","The 2020-2021 Premier League season is a proving a bumper campaign for penalties.","Senator","R","Senator Mike Lee (UT)","Senator LEE. We will add another 20 seconds.",1.28385420845256,0.228179735373642,1.05124445495088,0.197401042109695,-1.15436219148799
879,"Y","low",33,"Y","medium",220,"Y","low",482,"Z","low",350,"","low",201,"Z","low",67,"X","high",226,"","","","","07-07-2024","11:46:00","13:44:00","07-07-2024 13:38","NFL cheerleaders: New documentary explores exposes the underbelly of a seemingly glamorous pursuit  - CNN","For decades, cheerleaders have been synonymous with the NFL.  ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Thank you.",-0.210323367805009,-0.725000890383975,-0.889226614018955,-0.856852626154442,-1.80699762692982
880,"X","medium",314,"Z","high",239,"X","high",453,"Z","low",337,"Y","high",137,"Y","high",451,"X","medium",,"","","","","16-05-2024","15:14:00","17:01:00","16-05-2024 16:55","Justin Thomas: Ralph Lauren cuts ties with golfer for using anti-gay slur - CNN","The Ralph Lauren Corporation is cutting ties with golfer Justin Thomas over his use of a homophobic slur.","Nominee","R","Brett M. Kavanaugh","Judge KAVANAUGH. Absolutely, Senator. It is important to understand, and I think Senator Graham alluded to this as well. As judges, you do not just issue policies or issue opinions out of the blue. You decide, as Article III says, cases and controversies, and that means there is a process. Litigants come into the Federal trial court, for example, and litigate against one another, and there is a process there, a trial or a summary judgment motion. The district judge renders a decision. Then that comes up to the court of appeals in my case, and there is briefing and oral argument. I like to say there is a process. I like to say process protects you. That is one of the things I always like to keep in mind. You go through a process to help make the decisions, a deliberative process, and we have a process. Judges are very focused on process and having that oral argument, having the briefing, and then talking to your colleagues. You change your mind. Senator, you have been a judge, of course. You change your mind sometimes based on the comments of colleagues. So that process is important. Then to your point about how you are deciding that case, you write an opinion. You are not trying to resolve every issue imaginable in the opinion. You are trying to resolve this case under the principles and precedents, the text of the law in question, the text of the statute in question, and decide that case or controversy. That is how judges build up a system of precedent over time, by deciding one case at a time and not trying to do more than they can or more than they should. [Disturbance in the hearing room.]",1.93105809387748,0.510688082480317,-0.186752589250933,-0.00946795014404738,-0.120977232419042
