"id","Fare","Cabin","Embarked","ExtraCol1","ExtraCol2","ExtraCol3","ExtraCol4","ExtraCol5","ExtraCol6","ExtraCol7","ExtraCol8","ExtraCol9","ExtraCol10","ExtraCol11","ExtraCol12","ExtraCol13","ExtraCol14","ExtraCol15","ExtraCol16","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol4_ef_bin","ExtraCol4_ef_bin_num","ExtraCol7_ef_bin","ExtraCol7_ef_bin_num","ExtraCol10_ef_bin","ExtraCol10_ef_bin_num"
409,7.775,"Missing","S","Missing","","",11,"D","medium",10,"C","medium",17,"Z","low",332,"Z","medium",242,"Y","low",342,"","low",299,"ExtraCol4_1",1,"ExtraCol7_1",1,"ExtraCol10_1",1
410,25.4667,"Missing","S","1","B","medium",55,"B","high",NA,"","medium",67,"Z","high",151,"Y","medium",49,"X","",237,"X","low",240,"ExtraCol4_3",3,NA,NA,"ExtraCol10_4",4
411,7.8958,"Missing","S","17","A","medium",NA,"D","",20,"C","",7,"X","low",255,"","high",37,"","medium",493,"Y","medium",272,NA,NA,"ExtraCol7_1",1,"ExtraCol10_1",1
412,6.8583,"Missing","Q","22","","",NA,"","",26,"","unknown",31,"X","medium",258,"X","high",416,"Z","medium",272,"Y","",138,NA,NA,"ExtraCol7_2",2,"ExtraCol10_2",2
413,90,"C78","Q","27","B","",NA,"","high",41,"A","",91,"X","high",348,"Z","medium",174,"Y","high",327,"Y","low",148,NA,NA,"ExtraCol7_3",3,"ExtraCol10_5",5
414,0,"Missing","S","13","A","low",8,"B","medium",NA,"C","low",NA,"X","medium",464,"Z","high",148,"Z","medium",118,"Z","low",431,"ExtraCol4_1",1,NA,NA,NA,NA
415,7.925,"Missing","S","1","","",67,"C","high",80,"A","unknown",90,"Y","medium",346,"Y","high",50,"Z","",NA,"Y","high",219,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_5",5
416,8.05,"Missing","S","67","A","low",33,"","medium",69,"B","",35,"Z","",499,"Y","medium",331,"X","low",88,"X","high",NA,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_2",2
417,32.5,"Missing","S","96","","low",NA,"","high",15,"","unknown",68,"X","medium",9,"Y","high",31,"X","low",73,"Y","low",422,NA,NA,"ExtraCol7_1",1,"ExtraCol10_4",4
418,13,"Missing","S","12","B","",19,"C","medium",16,"","low",70,"Z","low",NA,"X","medium",452,"Z","low",56,"Y","medium",355,"ExtraCol4_1",1,"ExtraCol7_1",1,"ExtraCol10_4",4
419,13,"Missing","S","Missing","","medium",97,"","medium",NA,"C","",NA,"Y","medium",208,"Z","medium",104,"X","medium",446,"X","medium",274,"ExtraCol4_5",5,NA,NA,NA,NA
420,24.15,"Missing","S","50","C","",25,"D","",94,"D","medium",NA,"Y","medium",364,"Z","low",34,"Z","low",34,"","low",418,"ExtraCol4_2",2,"ExtraCol7_5",5,NA,NA
421,7.8958,"Missing","C","92","A","medium",68,"D","",NA,"C","high",96,"Z","high",42,"Z","high",NA,"X","high",258,"X","low",27,"ExtraCol4_4",4,NA,NA,"ExtraCol10_5",5
422,7.7333,"Missing","Q","69","","medium",NA,"B","",NA,"B","medium",11,"Z","medium",263,"X","low",177,"Z","high",254,"X","low",249,NA,NA,NA,NA,"ExtraCol10_1",1
423,7.875,"Missing","S","Missing","D","medium",18,"","low",14,"A","medium",NA,"","high",14,"Z","high",348,"Z","high",27,"Y","",356,"ExtraCol4_1",1,"ExtraCol7_1",1,NA,NA
424,14.4,"Missing","S","Missing","A","high",30,"","low",23,"C","medium",44,"Y","low",332,"","high",19,"","high",421,"X","low",54,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_3",3
425,20.2125,"Missing","S","41","B","",1,"B","",NA,"D","unknown",67,"X","medium",108,"Z","high",430,"Z","low",250,"Z","medium",91,"ExtraCol4_1",1,NA,NA,"ExtraCol10_4",4
426,7.25,"Missing","S","Missing","A","low",NA,"C","",20,"B","",55,"Z","medium",72,"Z","low",154,"","high",63,"X","low",32,NA,NA,"ExtraCol7_1",1,"ExtraCol10_3",3
427,26,"Missing","S","86","","medium",33,"","low",61,"","",NA,"Z","high",39,"Z","medium",378,"Z","medium",64,"Y","low",243,"ExtraCol4_2",2,"ExtraCol7_4",4,NA,NA
428,26,"Missing","S","80","","low",49,"A","unknown",92,"","low",9,"Z","medium",134,"Z","high",467,"Z","high",350,"X","low",270,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_1",1
429,7.75,"Missing","Q","2","A","medium",15,"B","",NA,"C","high",51,"Y","high",NA,"X","medium",267,"Y","high",309,"Y","medium",234,"ExtraCol4_1",1,NA,NA,"ExtraCol10_3",3
430,8.05,"E10","S","71","A","",82,"","high",60,"C","high",83,"X","low",492,"X","medium",167,"","medium",206,"Z","low",27,"ExtraCol4_5",5,"ExtraCol7_3",3,"ExtraCol10_5",5
431,26.55,"C52","S","8","B","medium",21,"B","low",NA,"A","high",NA,"","high",40,"X","medium",156,"","low",NA,"Y","low",243,"ExtraCol4_2",2,NA,NA,NA,NA
432,16.1,"Missing","S","73","C","low",NA,"","unknown",NA,"A","low",27,"Y","high",489,"Y","low",343,"X","high",17,"Y","low",444,NA,NA,NA,NA,"ExtraCol10_2",2
433,26,"Missing","S","82","B","high",87,"C","high",0,"","unknown",86,"Y","medium",293,"Z","medium",2,"Y","medium",15,"X","high",15,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_5",5
434,7.125,"Missing","S","13","","low",71,"","",11,"B","unknown",35,"X","low",161,"","high",73,"Y","medium",267,"X","medium",387,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_2",2
435,55.9,"E44","S","43","","low",60,"B","",NA,"","unknown",56,"Z","medium",471,"Y","low",323,"Y","medium",181,"Y","high",136,"ExtraCol4_3",3,NA,NA,"ExtraCol10_3",3
436,120,"B96 B98","S","12","D","",NA,"A","medium",NA,"B","unknown",NA,"Y","high",120,"Z","low",12,"Y","high",126,"Y","low",37,NA,NA,NA,NA,NA,NA
437,34.375,"Missing","S","56","A","unknown",NA,"D","",32,"","medium",52,"X","medium",90,"X","",144,"Y","medium",189,"X","",25,NA,NA,"ExtraCol7_2",2,"ExtraCol10_3",3
438,18.75,"Missing","S","92","C","unknown",96,"D","unknown",52,"C","",NA,"Y","low",114,"","medium",NA,"X","low",302,"Z","low",6,"ExtraCol4_5",5,"ExtraCol7_3",3,NA,NA
439,263,"C23 C25 C27","S","Missing","D","high",NA,"D","",57,"A","medium",NA,"Z","medium",72,"Y","low",125,"Z","high",146,"Y","low",207,NA,NA,"ExtraCol7_3",3,NA,NA
440,10.5,"Missing","S","39","A","high",40,"A","high",66,"","",47,"Y","high",242,"X","medium",465,"X","medium",174,"X","low",248,"ExtraCol4_2",2,"ExtraCol7_4",4,"ExtraCol10_3",3
441,26.25,"Missing","S","97","D","high",25,"C","high",NA,"","medium",NA,"","low",70,"Y","high",487,"Y","low",141,"X","low",310,"ExtraCol4_2",2,NA,NA,NA,NA
442,9.5,"Missing","S","Missing","","high",NA,"","unknown",37,"","high",65,"Z","medium",111,"Z","low",16,"Z","medium",333,"Y","low",40,NA,NA,"ExtraCol7_2",2,"ExtraCol10_4",4
443,7.775,"Missing","S","Missing","B","high",97,"D","medium",88,"A","unknown",41,"Y","medium",185,"Z","low",87,"Y","high",27,"Y","low",327,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_3",3
444,13,"Missing","S","48","","unknown",69,"","low",5,"A","high",52,"Y","high",NA,"","low",453,"Z","",459,"Z","low",369,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_3",3
445,8.1125,"Missing","S","50","C","",3,"C","",NA,"C","unknown",NA,"X","medium",429,"Z","",16,"Y","low",277,"Y","high",32,"ExtraCol4_1",1,NA,NA,NA,NA
446,81.8583,"A34","S","66","","low",46,"A","high",95,"","unknown",86,"Z","medium",37,"Y","high",243,"X","medium",122,"Y","low",NA,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_5",5
447,19.5,"Missing","S","Missing","","medium",NA,"C","",17,"A","low",12,"Z","medium",315,"X","",474,"Z","high",379,"Z","",59,NA,NA,"ExtraCol7_1",1,"ExtraCol10_1",1
448,26.55,"Missing","S","Missing","C","unknown",NA,"D","medium",99,"","unknown",87,"Y","medium",51,"Z","low",294,"X","medium",469,"Y","medium",219,NA,NA,"ExtraCol7_5",5,"ExtraCol10_5",5
449,19.2583,"Missing","C","52","D","medium",77,"A","high",28,"A","unknown",NA,"X","medium",495,"Y","low",153,"Z","medium",29,"Z","medium",330,"ExtraCol4_4",4,"ExtraCol7_2",2,NA,NA
450,30.5,"C104","S","28","B","low",70,"","",36,"A","",NA,"Y","low",138,"Y","high",3,"X","low",102,"Y","",435,"ExtraCol4_4",4,"ExtraCol7_2",2,NA,NA
451,27.75,"Missing","S","Missing","","unknown",6,"","",NA,"C","",2,"Z","low",428,"X","low",196,"Z","low",71,"Z","medium",265,"ExtraCol4_1",1,NA,NA,"ExtraCol10_1",1
452,19.9667,"Missing","S","Missing","B","high",55,"A","unknown",94,"A","",NA,"X","high",388,"","medium",270,"X","high",35,"Y","low",217,"ExtraCol4_3",3,"ExtraCol7_5",5,NA,NA
453,27.75,"C111","C","Missing","D","",NA,"","",NA,"A","unknown",5,"Y","medium",162,"Z","medium",40,"","high",NA,"Z","low",NA,NA,NA,NA,NA,"ExtraCol10_1",1
454,89.1042,"C92","C","2","D","medium",48,"","high",16,"D","",NA,"Y","medium",161,"Z","low",264,"Y","medium",96,"Z","low",108,"ExtraCol4_3",3,"ExtraCol7_1",1,NA,NA
455,8.05,"Missing","S","59","","low",NA,"B","",48,"A","low",NA,"Y","",158,"X","medium",202,"X","high",191,"Y","high",102,NA,NA,"ExtraCol7_3",3,NA,NA
456,7.8958,"Missing","C","Missing","C","medium",NA,"D","medium",15,"C","low",76,"Y","high",235,"Z","low",162,"X","high",407,"X","medium",233,NA,NA,"ExtraCol7_1",1,"ExtraCol10_4",4
457,26.55,"E38","S","Missing","D","medium",86,"D","high",78,"D","low",70,"Z","high",221,"Y","medium",486,"","medium",NA,"X","low",60,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_4",4
458,51.8625,"D21","S","63","B","unknown",46,"B","low",NA,"D","",84,"X","medium",328,"X","low",446,"Z","medium",338,"X","",11,"ExtraCol4_3",3,NA,NA,"ExtraCol10_5",5
459,10.5,"Missing","S","84","","",53,"A","",49,"D","unknown",0,"Y","low",232,"Y","high",347,"Y","low",48,"X","medium",181,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_1",1
460,7.75,"Missing","Q","10","","low",62,"","high",39,"B","high",78,"Z","high",NA,"Y","high",295,"X","low",485,"Y","low",76,"ExtraCol4_4",4,"ExtraCol7_2",2,"ExtraCol10_5",5
461,26.55,"E12","S","72","A","",65,"A","high",3,"D","low",31,"Z","low",233,"Y","low",236,"X","",41,"X","",318,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_2",2
462,8.05,"Missing","S","Missing","","unknown",63,"D","medium",5,"","",NA,"Y","low",153,"X","medium",35,"X","",354,"X","high",274,"ExtraCol4_4",4,"ExtraCol7_1",1,NA,NA
463,38.5,"E63","S","Missing","A","medium",78,"C","high",51,"","medium",76,"Z","",163,"Y","medium",153,"X","high",319,"X","medium",242,"ExtraCol4_4",4,"ExtraCol7_3",3,"ExtraCol10_4",4
464,13,"Missing","S","Missing","","medium",98,"C","low",39,"A","",68,"X","medium",365,"Z","low",5,"Z","low",206,"X","high",248,"ExtraCol4_5",5,"ExtraCol7_2",2,"ExtraCol10_4",4
465,8.05,"Missing","S","0","","high",82,"A","high",12,"C","",41,"Y","medium",70,"Z","high",183,"Y","low",419,"Y","low",49,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_3",3
466,7.05,"Missing","S","96","B","high",13,"","unknown",13,"D","medium",61,"Z","low",143,"Z","medium",236,"Y","low",446,"Z","high",201,"ExtraCol4_1",1,"ExtraCol7_1",1,"ExtraCol10_4",4
467,0,"Missing","S","16","B","medium",NA,"C","unknown",NA,"","",46,"Y","low",155,"Y","low",305,"X","high",35,"Z","medium",35,NA,NA,NA,NA,"ExtraCol10_3",3
468,26.55,"Missing","S","59","B","unknown",NA,"","unknown",NA,"D","",62,"Y","low",322,"Z","medium",177,"Y","high",479,"Z","high",177,NA,NA,NA,NA,"ExtraCol10_4",4
469,7.725,"Missing","Q","18","B","high",50,"B","",60,"","medium",45,"Y","medium",64,"X","high",127,"Y","low",120,"Z","high",338,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_3",3
470,19.2583,"Missing","C","93","B","low",52,"","low",83,"D","high",39,"Y","low",NA,"Z","medium",NA,"X","high",395,"Z","medium",493,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_2",2
471,7.25,"Missing","S","Missing","C","",71,"","high",6,"C","",20,"Z","medium",337,"Y","high",75,"Y","high",410,"X","low",148,"ExtraCol4_4",4,"ExtraCol7_1",1,"ExtraCol10_2",2
472,8.6625,"Missing","S","Missing","D","unknown",NA,"B","low",NA,"B","",38,"Y","medium",463,"Y","low",62,"Y","medium",278,"X","high",132,NA,NA,NA,NA,"ExtraCol10_2",2
473,27.75,"Missing","S","43","C","medium",26,"C","medium",NA,"A","",NA,"X","high",218,"Y","high",348,"Z","",431,"Y","medium",334,"ExtraCol4_2",2,NA,NA,NA,NA
474,13.7917,"D","C","46","C","high",45,"B","high",20,"","unknown",87,"X","high",491,"","low",292,"Y","",412,"X","medium",458,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_5",5
475,9.8375,"Missing","S","Missing","D","",NA,"","high",53,"","",NA,"Z","medium",303,"X","medium",434,"X","low",NA,"X","high",147,NA,NA,"ExtraCol7_3",3,NA,NA
476,52,"A14","S","78","D","",31,"C","high",NA,"B","medium",18,"Y","medium",387,"Y","medium",369,"","low",89,"Z","high",419,"ExtraCol4_2",2,NA,NA,"ExtraCol10_2",2
477,21,"Missing","S","84","","unknown",2,"","unknown",NA,"C","low",50,"X","low",121,"Z","low",450,"Y","",217,"Y","low",157,"ExtraCol4_1",1,NA,NA,"ExtraCol10_3",3
478,7.0458,"Missing","S","1","C","low",97,"","low",NA,"","",NA,"X","medium",457,"Y","high",332,"","low",450,"Z","medium",319,"ExtraCol4_5",5,NA,NA,NA,NA
479,7.5208,"Missing","S","Missing","A","high",NA,"B","unknown",66,"B","high",NA,"X","medium",129,"X","medium",420,"Z","low",101,"Y","high",104,NA,NA,"ExtraCol7_4",4,NA,NA
480,12.2875,"Missing","S","Missing","A","high",60,"","",75,"A","",32,"X","low",68,"Y","medium",84,"Z","high",499,"Y","",131,"ExtraCol4_3",3,"ExtraCol7_4",4,"ExtraCol10_2",2
481,46.9,"Missing","S","Missing","D","low",NA,"A","medium",0,"B","",4,"Z","high",39,"Z","medium",265,"X","high",NA,"X","medium",491,NA,NA,"ExtraCol7_1",1,"ExtraCol10_1",1
482,0,"Missing","S","82","","",27,"","medium",NA,"A","",5,"Y","low",327,"Z","low",472,"Y","high",332,"X","low",194,"ExtraCol4_2",2,NA,NA,"ExtraCol10_1",1
483,8.05,"Missing","S","25","D","",34,"","high",50,"A","low",NA,"Y","low",314,"X","medium",394,"X","low",320,"X","low",8,"ExtraCol4_2",2,"ExtraCol7_3",3,NA,NA
484,9.5875,"Missing","S","79","","medium",28,"B","high",36,"","high",72,"X","high",99,"Y","low",201,"Z","high",97,"Z","medium",386,"ExtraCol4_2",2,"ExtraCol7_2",2,"ExtraCol10_4",4
485,91.0792,"B49","C","Missing","D","",NA,"","medium",NA,"","unknown",86,"Z","high",439,"Z","high",463,"X","low",236,"Z","high",63,NA,NA,NA,NA,"ExtraCol10_5",5
486,25.4667,"Missing","S","23","C","low",15,"B","low",NA,"C","medium",49,"Z","medium",138,"X","high",156,"Z","low",72,"X","medium",55,"ExtraCol4_1",1,NA,NA,"ExtraCol10_3",3
487,90,"C93","S","33","D","",NA,"D","low",75,"C","unknown",NA,"Z","medium",304,"X","high",11,"X","high",182,"Y","low",418,NA,NA,"ExtraCol7_4",4,NA,NA
488,29.7,"B37","C","53","A","",45,"","medium",82,"C","low",92,"Y","high",261,"X","low",398,"Y","low",479,"Y","high",174,"ExtraCol4_3",3,"ExtraCol7_5",5,"ExtraCol10_5",5
489,8.05,"Missing","S","76","D","",53,"B","",41,"","",27,"Y","low",296,"Y","medium",206,"X","medium",27,"Y","low",69,"ExtraCol4_3",3,"ExtraCol7_3",3,"ExtraCol10_2",2
490,15.9,"Missing","S","Missing","A","",1,"","high",93,"A","unknown",15,"X","medium",370,"Y","medium",17,"Z","low",435,"X","low",NA,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_1",1
491,19.9667,"Missing","S","93","B","",84,"C","unknown",92,"C","high",13,"Z","",463,"X","high",102,"Y","low",338,"X","medium",140,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_1",1
492,7.25,"Missing","S","Missing","A","low",67,"","low",66,"D","high",35,"Z","medium",360,"X","medium",35,"Y","high",374,"X","high",316,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_2",2
493,30.5,"C30","S","75","B","medium",7,"B","medium",58,"A","unknown",73,"X","high",453,"Y","high",NA,"Y","",141,"X","low",131,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_4",4
494,49.5042,"Missing","C","Missing","","high",84,"C","low",NA,"","medium",NA,"Y","medium",434,"Z","low",423,"X","high",474,"X","",290,"ExtraCol4_5",5,NA,NA,NA,NA
495,8.05,"Missing","S","Missing","B","unknown",3,"C","",60,"C","",NA,"X","high",179,"X","high",464,"Y","low",126,"Y","high",348,"ExtraCol4_1",1,"ExtraCol7_3",3,NA,NA
496,14.4583,"Missing","C","41","","unknown",NA,"A","",NA,"D","",34,"Y","medium",279,"Y","medium",NA,"Z","high",251,"Z","medium",378,NA,NA,NA,NA,"ExtraCol10_2",2
497,78.2667,"D20","C","Missing","C","high",46,"D","low",97,"B","low",NA,"X","high",99,"Z","high",401,"Y","high",18,"Z","",NA,"ExtraCol4_3",3,"ExtraCol7_5",5,NA,NA
498,15.1,"Missing","S","37","C","low",NA,"C","",19,"D","high",68,"Z","low",NA,"","low",281,"X","high",443,"Y","medium",307,NA,NA,"ExtraCol7_1",1,"ExtraCol10_4",4
499,151.55,"C22 C26","S","92","D","",95,"A","high",66,"A","medium",66,"Z","low",483,"Y","low",147,"Z","low",352,"X","low",420,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_4",4
500,7.7958,"Missing","S","Missing","","low",NA,"C","unknown",73,"","unknown",43,"Z","low",443,"X","medium",334,"Y","low",81,"Y","low",420,NA,NA,"ExtraCol7_4",4,"ExtraCol10_3",3
501,8.6625,"Missing","S","11","B","low",NA,"C","",NA,"D","unknown",NA,"X","high",371,"Z","medium",476,"X","medium",331,"X","medium",373,NA,NA,NA,NA,NA,NA
502,7.75,"Missing","Q","65","D","high",57,"D","medium",34,"B","medium",NA,"X","medium",424,"Z","low",230,"X","low",91,"X","medium",199,"ExtraCol4_3",3,"ExtraCol7_2",2,NA,NA
503,7.6292,"Missing","Q","96","","",NA,"","high",86,"C","high",65,"Z","low",397,"Z","medium",14,"X","low",222,"Z","high",265,NA,NA,"ExtraCol7_5",5,"ExtraCol10_4",4
504,9.5875,"Missing","S","86","","low",72,"B","high",48,"A","",81,"X","low",114,"Z","medium",421,"X","high",256,"","low",483,"ExtraCol4_4",4,"ExtraCol7_3",3,"ExtraCol10_5",5
505,86.5,"B79","S","27","B","low",88,"A","high",38,"C","medium",NA,"Y","medium",131,"Y","low",94,"","high",465,"Y","low",124,"ExtraCol4_5",5,"ExtraCol7_2",2,NA,NA
506,108.9,"C65","C","Missing","A","high",NA,"C","low",15,"C","unknown",85,"Z","low",265,"Y","medium",91,"X","high",166,"Y","low",346,NA,NA,"ExtraCol7_1",1,"ExtraCol10_5",5
507,26,"Missing","S","Missing","","medium",NA,"","",32,"","medium",NA,"Y","",NA,"Z","high",308,"X","high",6,"X","medium",396,NA,NA,"ExtraCol7_2",2,NA,NA
508,26.55,"Missing","S","Missing","","high",51,"B","",97,"A","",NA,"X","high",368,"","low",399,"X","low",216,"Y","high",240,"ExtraCol4_3",3,"ExtraCol7_5",5,NA,NA
509,22.525,"Missing","S","26","A","medium",NA,"","unknown",NA,"","high",95,"Z","high",368,"X","high",396,"X","high",463,"Y","high",432,NA,NA,NA,NA,"ExtraCol10_5",5
510,56.4958,"Missing","S","23","C","high",NA,"C","unknown",NA,"","unknown",56,"Z","low",488,"X","medium",433,"X","",399,"Z","low",214,NA,NA,NA,NA,"ExtraCol10_3",3
511,7.75,"Missing","Q","99","A","",NA,"B","high",NA,"D","high",27,"X","medium",394,"Y","low",441,"Y","medium",29,"Y","medium",418,NA,NA,NA,NA,"ExtraCol10_2",2
512,8.05,"Missing","S","74","C","",70,"","high",NA,"A","unknown",60,"Y","medium",NA,"X","high",64,"X","low",26,"X","high",322,"ExtraCol4_4",4,NA,NA,"ExtraCol10_4",4
513,26.2875,"E25","S","84","","medium",51,"B","",66,"C","medium",62,"Y","medium",170,"Y","high",150,"Z","low",378,"Z","low",25,"ExtraCol4_3",3,"ExtraCol7_4",4,"ExtraCol10_4",4
514,59.4,"Missing","C","81","","high",NA,"","unknown",37,"D","medium",NA,"Y","medium",163,"Y","high",360,"Y","high",360,"X","high",411,NA,NA,"ExtraCol7_2",2,NA,NA
515,7.4958,"Missing","S","95","B","high",42,"B","medium",84,"C","medium",20,"Z","low",316,"","high",NA,"X","low",278,"X","low",348,"ExtraCol4_2",2,"ExtraCol7_5",5,"ExtraCol10_2",2
516,34.0208,"D46","S","10","","high",49,"D","medium",42,"B","low",NA,"Z","low",171,"Y","low",357,"Y","high",44,"Y","low",111,"ExtraCol4_3",3,"ExtraCol7_3",3,NA,NA
517,10.5,"F33","S","Missing","","",NA,"C","high",85,"A","",54,"X","medium",489,"X","low",227,"X","high",140,"Z","low",351,NA,NA,"ExtraCol7_5",5,"ExtraCol10_3",3
518,24.15,"Missing","Q","Missing","A","low",55,"C","",74,"B","medium",14,"Z","low",144,"Z","",225,"Z","medium",423,"X","high",255,"ExtraCol4_3",3,"ExtraCol7_4",4,"ExtraCol10_1",1
519,26,"Missing","S","47","C","",79,"","",77,"A","unknown",77,"Z","low",NA,"Y","high",13,"Y","low",69,"X","high",471,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_5",5
520,7.8958,"Missing","S","59","C","high",2,"C","high",92,"A","unknown",NA,"X","medium",408,"X","low",304,"Z","medium",100,"X","high",152,"ExtraCol4_1",1,"ExtraCol7_5",5,NA,NA
521,93.5,"B73","S","35","A","high",75,"A","high",79,"B","",93,"X","high",183,"Y","low",431,"Y","medium",226,"Z","high",131,"ExtraCol4_4",4,"ExtraCol7_4",4,"ExtraCol10_5",5
522,7.8958,"Missing","S","Missing","C","",50,"","medium",NA,"","medium",67,"Y","medium",22,"X","high",NA,"X","medium",367,"","high",29,"ExtraCol4_3",3,NA,NA,"ExtraCol10_4",4
523,7.225,"Missing","C","19","A","",NA,"B","high",52,"A","high",33,"Z","low",166,"Y","",168,"X","",414,"Z","medium",393,NA,NA,"ExtraCol7_3",3,"ExtraCol10_2",2
524,57.9792,"B18","C","Missing","A","high",47,"C","",NA,"","unknown",37,"Z","high",179,"Z","medium",338,"Y","medium",295,"X","high",492,"ExtraCol4_3",3,NA,NA,"ExtraCol10_2",2
525,7.2292,"Missing","C","Missing","D","",47,"C","medium",6,"","low",69,"Y","high",306,"X","low",99,"Z","high",246,"Z","low",344,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_4",4
526,7.75,"Missing","Q","Missing","D","",12,"B","",59,"","unknown",8,"X","",355,"Z","low",316,"Y","low",192,"X","medium",184,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_1",1
527,10.5,"Missing","S","Missing","B","high",NA,"B","",NA,"","unknown",71,"X","low",274,"Y","medium",204,"Z","medium",21,"Z","high",439,NA,NA,NA,NA,"ExtraCol10_4",4
528,221.7792,"C95","S","14","D","medium",70,"C","unknown",NA,"D","unknown",55,"Z","high",203,"Z","high",463,"Y","low",133,"Z","high",126,"ExtraCol4_4",4,NA,NA,"ExtraCol10_3",3
529,7.925,"Missing","S","91","D","high",NA,"","high",10,"C","low",22,"Y","medium",251,"Z","low",355,"X","medium",107,"Z","medium",346,NA,NA,"ExtraCol7_1",1,"ExtraCol10_2",2
530,11.5,"Missing","S","92","","",9,"A","unknown",50,"A","unknown",89,"Y","low",72,"Z","low",36,"Y","low",28,"Z","low",298,"ExtraCol4_1",1,"ExtraCol7_3",3,"ExtraCol10_5",5
531,26,"Missing","S","59","A","unknown",21,"B","",57,"A","high",62,"Z","low",90,"X","medium",435,"X","high",372,"X","high",426,"ExtraCol4_2",2,"ExtraCol7_3",3,"ExtraCol10_4",4
532,7.2292,"Missing","C","16","","",87,"","unknown",10,"C","high",16,"X","low",305,"Z","",362,"Z","medium",176,"Y","low",485,"ExtraCol4_5",5,"ExtraCol7_1",1,"ExtraCol10_1",1
533,7.2292,"Missing","C","15","C","",NA,"D","high",63,"","low",65,"X","medium",432,"Y","",107,"X","",254,"X","high",179,NA,NA,"ExtraCol7_4",4,"ExtraCol10_4",4
534,22.3583,"Missing","C","Missing","","low",50,"","unknown",16,"","medium",41,"Z","medium",261,"Z","medium",141,"Y","low",100,"Y","high",47,"ExtraCol4_3",3,"ExtraCol7_1",1,"ExtraCol10_3",3
535,8.6625,"Missing","S","57","","",NA,"D","unknown",14,"D","medium",76,"X","",30,"Z","high",86,"Y","medium",295,"Y","high",78,NA,NA,"ExtraCol7_1",1,"ExtraCol10_4",4
536,26.25,"Missing","S","15","B","unknown",NA,"C","unknown",40,"D","unknown",49,"Z","low",490,"Y","medium",155,"Y","high",67,"Z","low",369,NA,NA,"ExtraCol7_2",2,"ExtraCol10_3",3
537,26.55,"B38","S","45","A","",85,"B","",NA,"C","",99,"Z","medium",162,"","high",471,"Y","high",338,"Y","low",181,"ExtraCol4_5",5,NA,NA,"ExtraCol10_5",5
538,106.425,"Missing","C","11","D","",89,"","high",91,"C","",92,"X","medium",374,"","high",451,"Z","low",369,"Z","medium",69,"ExtraCol4_5",5,"ExtraCol7_5",5,"ExtraCol10_5",5
539,14.5,"Missing","S","Missing","","low",28,"D","unknown",NA,"D","",4,"Y","high",NA,"X","medium",275,"Z","medium",155,"X","medium",407,"ExtraCol4_2",2,NA,NA,"ExtraCol10_1",1
540,49.5,"B39","C","2","","unknown",58,"A","medium",NA,"A","low",NA,"Z","high",493,"Z","low",181,"X","low",106,"X","medium",324,"ExtraCol4_3",3,NA,NA,NA,NA
541,71,"B22","S","70","D","",NA,"A","low",73,"C","unknown",NA,"Y","low",58,"Y","medium",NA,"Z","medium",390,"Z","low",65,NA,NA,"ExtraCol7_4",4,NA,NA
542,31.275,"Missing","S","Missing","","",NA,"B","unknown",NA,"","unknown",NA,"X","",93,"X","medium",478,"Z","low",111,"","medium",356,NA,NA,NA,NA,NA,NA
543,31.275,"Missing","S","19","","high",0,"A","high",98,"A","medium",14,"X","medium",322,"X","",99,"","low",89,"Z","high",318,"ExtraCol4_1",1,"ExtraCol7_5",5,"ExtraCol10_1",1
544,26,"Missing","S","17","A","medium",97,"D","",74,"A","high",53,"X","medium",380,"Z","medium",378,"","high",170,"Y","high",492,"ExtraCol4_5",5,"ExtraCol7_4",4,"ExtraCol10_3",3
