"id","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","ExtraCol27_custom_bin","ExtraCol27_freq_bin","ExtraCol27_original_freq","ExtraCol29_freq_bin","ExtraCol29_original_freq","ExtraCol30_freq_bin","ExtraCol30_original_freq","ExtraCol32_freq_bin","ExtraCol32_original_freq","ExtraCol27_target_bin","ExtraCol27_target_stat","ExtraCol29_target_bin","ExtraCol29_target_stat","ExtraCol30_target_bin","ExtraCol30_target_stat","ExtraCol32_target_bin","ExtraCol32_target_stat"
39,"low",341,"Z","medium",393,"X","low",453,"Other","low",390,"STANDARD","north_america","FREQUENT_ACCESS","{""sku_id"":""E5F0-6A5D-7BAD"",""description"":""standard storage us regional"",""original_region"":""us-east1""}","21-01-2024","08:37:00","10:27:00","21-01-2024 10:19","Wheat futures are soaring, and food prices could be next - CNN","Russia's attack on Ukraine is causing wheat prices to spike, exacerbating already high food prices. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Okay. [Disturbance in the hearing room.]","bad","low",270,"Z",353,"medium",340,"X",282,"low",NA,"Z",NA,"medium",NA,"X",NA
40,"medium",295,"Y","medium",311,"X","low",475,"X","low",386,"ARCHIVE","oceania","ARCHIVE","{""sku_id"":""36A3-CA43-0958"",""description"":""archive storage melbourne"",""original_region"":""australia-southeast2""}","18-03-2024","20:32:00","20:48:00","18-03-2024 20:46","War has brought the world to the brink of a food crisis - CNN","Svein Tore Holsether says the world is careening toward a food crisis that could affect millions of people.","Senator","D","Senator Richard Blumenthal (D-CT)","Senator BLUMENTHAL. Mr. Chairman, I ask for a roll call vote on my motion to adjourn.","Good","medium",359,"Y",282,"medium",340,"X",282,"medium",NA,"Y",NA,"medium",NA,"X",NA
41,"low",196,"X","low",477,"Y","low",191,"Other","Other",434,"STANDARD","south_america","FREQUENT_ACCESS","{""sku_id"":""9C0F-565A-3F33"",""description"":""durable reduced availability storage santiago"",""original_region"":""southamerica-west1""}","20-02-2024","09:42:00","11:55:00","20-02-2024 11:50","These apps are trying to put car dealers out of business - CNN","A Finnish startup has developed a mobile app, Whim, to fix urban congestion and reduce pollution. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Okay.","bad","low",270,"X",256,"low",277,"Y",351,"low",NA,"X",NA,"low",NA,"Y",NA
42,"high",198,"X","high",301,"Z","Other",397,"Other","Other",263,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""DE63-2323-DAA5"",""description"":""autoclass standard storage delhi dual-region"",""original_region"":""asia-south2""}","16-03-2024","17:22:00","18:32:00","16-03-2024 18:27","Electric robots are mapping the seafloor, Earth's last frontier - CNN","Seatrec and Bedrock Ocean Exploration are two startups taking electric robots to new depths in an attempt to map the ocean floor.","Senator","D","Senator Richard Blumenthal (D-CT)","Senator BLUMENTHAL. Mr. Chairman, I move to adjourn. I ask for a roll call vote.","Good","high",262,"X",256,"high",274,"Z",258,"high",NA,"X",NA,"high",NA,"Z",NA
43,"high",268,"Z","low",492,"X","Other",198,"X","Other",136,"NEARLINE","asia","OCCASIONAL_ACCESS","{""sku_id"":""0F2C-F97E-8B45"",""description"":""nearline storage osaka"",""original_region"":""asia-northeast2""}","22-02-2024","08:58:00","12:07:00","22-02-2024 12:05","What rising Covid-19 infections in the UK and Europe could mean for the US - CNN","Two weeks after the United Kingdom dropped its last remaining Covid-19 mitigation measure -- a requirement that people who test positive for the virus isolate for five days -- the country is seeing cases and hospitalizations climb once again.  ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. We are not in executive session. We will continue as planned.","Good","high",262,"Z",353,"low",277,"X",282,"high",NA,"Z",NA,"low",NA,"X",NA
44,"medium",464,"Z","medium",349,"Y","low",403,"X","Other",251,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""C8FB-7775-3633"",""description"":""durable reduced availability storage osaka"",""original_region"":""asia-northeast2""}","30-07-2024","08:52:00","10:43:00","30-07-2024 10:33","Here's what could lie ahead for the US in the third year of the pandemic  - CNN","Things seem to be looking up as the US crosses into year three of the Covid-19 pandemic. Vaccines still do a good job of keeping people alive and out of the hospital. There's increasing access to tests and treatments. The numbers of cases, hospitalizations and deaths are heading in the right direction.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, may I be recognized, sir? Mr. Chairman, I appeal to the Chair to recognize myself or one of my colleagues.","Good","medium",359,"Z",353,"medium",340,"Y",351,"medium",NA,"Z",NA,"medium",NA,"Y",NA
45,"low",379,"X","medium",279,"X","low",455,"X","Other",40,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""F917-1411-ED88"",""description"":""autoclass coldline storage warsaw"",""original_region"":""europe-central2""}","11-02-2024","10:16:00","10:47:00","11-02-2024 10:45","A 4th dose of Covid-19 vaccine will be needed, Pfizer's CEO says, but the company is working on a shot to handle all variants - CNN","Pfizer is also hoping to make a vaccine that will protect against all variants. ""If we are able to achieve that, then I think it is very easy to follow and remember so that we can go back to really the way (we) used to live,"" th CEO told CBS on Sunday. 
","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. You are out of order.","bad","low",270,"X",256,"medium",340,"X",282,"low",NA,"X",NA,"medium",NA,"X",NA
46,"medium",200,"Y","medium",78,"Y","low",222,"X","Other",90,"NEARLINE","asia","OCCASIONAL_ACCESS","{""sku_id"":""2385-5DEA-497F"",""description"":""nearline storage taiwan dual-region"",""original_region"":""asia-east1""}","04-08-2024","10:17:00","13:16:00","04-08-2024 13:09","Dr. Sanjay Gupta: Is America ready to take the next step in its Covid-19 recovery? - CNN","As we reach the second anniversary of the World Health Organization acknowledging Covid-19 as a pandemic on March 11, 2020, we appear to be standing on the edge of the endemic phase of this global health crisis. For many, that's the moment when we hope we can get back to our regular lives.   ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, I appeal to be recognized on your sense of decency and integrity. Even the documents you have requested, Mr. Chairman, even the ones that you said, the limited documents you have requested, this Committee has not received. And the documents we have, you, sir, haveÑÑ","Good","medium",359,"Y",282,"medium",340,"Y",351,"medium",NA,"Y",NA,"medium",NA,"Y",NA
47,"medium",123,"X","medium",394,"Y","low",300,"Other","low",423,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""FE6B-A761-8CCC"",""description"":""autoclass archive storage frankfurt dual-region"",""original_region"":""europe-west3""}","27-07-2024","20:38:00","23:25:00","27-07-2024 23:16","Only 2% of Americans now live in counties with high Covid-19 levels - CNN","Just 2% of the United States population -- about 7 million people -- lives in a county where the US Centers for Disease Control and Prevention still recommends universal indoor masking, according to the latest Covid-19 community level data.","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Mr. Chairman, I would ask for regular order.","Good","medium",359,"X",256,"medium",340,"Y",351,"medium",NA,"X",NA,"medium",NA,"Y",NA
48,"high",54,"Z","medium",22,"X","Other",433,"Other","Other",497,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""D581-7186-3A43"",""description"":""archive storage columbus"",""original_region"":""us-east5""}","21-11-2024","19:12:00","22:52:00","21-11-2024 22:50","'The Gilded Age' reminds us that the Black elite existed and thrived - CNN","The storyline of ""The Gilded Age"" begins less than 20 years after slavery was abolished in the US, and so the creative forces behind the historical series would have been well within their rights to feature a Black family struggling post Reconstruction.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER [continuing]. Should be transparent. This Committee, sir, is a violation of even the values I have heard you talk about time and time again, the ideals that we should have. What is the rush? What are we trying to hide by not having the documents out front? What is with the rush? What are we hiding by not letting those documents come out? Sir, this Committee is a violation of the values that we, as the Committee, have striven for, transparency. We are rushing through this process in a way that is unnecessary. And I appeal for the motion to at least be voted on.","Good","high",262,"Z",353,"medium",340,"X",282,"high",NA,"Z",NA,"medium",NA,"X",NA
49,"low",97,"Z","medium",95,"Z","Other",68,"Other","low",40,"NEARLINE","oceania","OCCASIONAL_ACCESS","{""sku_id"":""581D-AFA6-17B6"",""description"":""nearline storage sydney"",""original_region"":""australia-southeast1""}","25-06-2024","15:15:00","17:24:00","25-06-2024 17:19","Bob Saget's family granted permanent injunction to block the release of records - CNN","A Florida judge on Monday blocked the release of certain records related to the death investigation of actor and comedian Bob Saget. ","Senator","R","Senator John Cornyn (TX)","Senator CORNYN. Mr. ChairmanÑÑ","bad","low",270,"Z",353,"medium",340,"Z",258,"low",NA,"Z",NA,"medium",NA,"Z",NA
50,"medium",68,"Y","low",395,"Z","low",123,"Other","Other",329,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""F886-1E84-F8DB"",""description"":""autoclass nearline storage finland dual-region"",""original_region"":""europe-north1""}","10-02-2024","08:27:00","12:01:00","10-02-2024 11:51","Jane Campion apologizes for 'thoughtless' comment about Venus and Serena Williams - CNN","Director Jane Campion has apologized to tennis stars Venus and Serena Williams, calling a comment she made during her acceptance speech at Sunday night's Critics Choice Awards ""thoughtless."" ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. At least let us have a vote because when we wrote you a letter on August 24thÑÑ","Good","medium",359,"Y",282,"low",277,"Z",258,"medium",NA,"Y",NA,"low",NA,"Z",NA
51,"medium",402,"Z","medium",177,"Y","Other",313,"X","low",204,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""EA16-97BB-483F"",""description"":""autoclass archive storage berlin"",""original_region"":""europe-west10""}","27-04-2024","11:40:00","13:58:00","27-04-2024 13:49","Rolling Stones announce new 'Sixty' tour  - CNN","The Rolling Stones are still rocking hard.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ","Good","medium",359,"Z",353,"medium",340,"Y",351,"medium",NA,"Z",NA,"medium",NA,"Y",NA
52,"high",287,"X","medium",108,"Z","Other",89,"X","low",427,"STANDARD","north_america","FREQUENT_ACCESS","{""sku_id"":""DD64-0A7B-7023"",""description"":""autoclass standard storage northern virginia dual-region"",""original_region"":""us-east4""}","30-06-2024","09:23:00","10:52:00","30-06-2024 10:48","'The Kardashians' trailer has arrived and whoa baby - CNN","""Never go against the family.""","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER [continuing]. Asking to have a meeting on this issue, you denied us even the right to meet, so here we are having a meeting. Let us at least debate this issue. Let us at least call this for a vote.","Good","high",262,"X",256,"medium",340,"Z",258,"high",NA,"X",NA,"medium",NA,"Z",NA
53,"low",18,"Z","medium",98,"X","low",397,"X","Other",80,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""DB0A-37C5-4E19"",""description"":""standard storage jakarta"",""original_region"":""asia-southeast2""}","21-04-2024","17:14:00","19:55:00","21-04-2024 19:53","Bob Odenkirk would like to be more like Bob Saget  - CNN","Following what he calls a ""heart incident,"" actor Bob Odenkirk is looking to another famous Bob for a new way to live.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ","bad","low",270,"Z",353,"medium",340,"X",282,"low",NA,"Z",NA,"medium",NA,"X",NA
54,"medium",463,"X","high",157,"Z","low",133,"Other","low",379,"COLDLINE","north_america","RARE_ACCESS","{""sku_id"":""FEB9-18BF-B058"",""description"":""coldline storage northern virginia dual-region"",""original_region"":""us-east4""}","16-04-2024","16:06:00","16:57:00","16-04-2024 16:55","Dolly Parton bows out of the Rock & Roll Hall of Fame nominations - CNN","Parton said Monday she was taking herself of the running for the Rock & Roll Hall of Fame's 2022 class, saying she didn't feel she'd ""earned that right."" ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. I appeal to your sense of fairness and decency, your commitments that you have made to transparency. This violates what you have even said and called for, sir. You have called for documents, you yourself, limited documents. We thought there should be more. We have not received the documents that you have even called for. So, sir, based upon your own principles, your own values, I call for, at least, to have a debate or a vote on these issues and not for us to rush through this process. [Disturbance in the hearing room.]","Good","medium",359,"X",256,"high",274,"Z",258,"medium",NA,"X",NA,"high",NA,"Z",NA
55,"high",75,"Z","medium",418,"Y","Other",168,"X","Other",200,"STANDARD","europe","FREQUENT_ACCESS","{""sku_id"":""ED0C-C037-FDC1"",""description"":""autoclass archive storage milan dual-region"",""original_region"":""europe-west8""}","02-04-2024","10:13:00","14:05:00","02-04-2024 13:58","How this musician made beauty in isolation - CNN","Two years after his second project, the critically acclaimed ""Care For Me,"" rapper Saba was ready to release his third full-length album -- but the pandemic changed his plans and resulted in taking a more creative approach.","Senator","D","Senator Sheldon Whitehouse (RI)","Senator WHITEHOUSE. Mr. Chairman.","Good","high",262,"Z",353,"medium",340,"Y",351,"high",NA,"Z",NA,"medium",NA,"Y",NA
56,"medium",322,"Z","medium",227,"Y","Other",405,"Other","Other",251,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""EC4B-C190-470D"",""description"":""archive storage iowa"",""original_region"":""us-central1""}","26-06-2024","09:39:00","13:02:00","26-06-2024 12:55","William Hurt, actor known for 'Body Heat' and 'Kiss of the Spider Woman,' dies  - CNN","William Hurt, the Oscar-winning star of ""Kiss of the Spider Woman,"" ""The Big Chill"" and ""Broadcast News,"" has died, his son, Will, told The Hollywood Reporter. ","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. Mr. Chairman. Mr. Chairman.","Good","medium",359,"Z",353,"medium",340,"Y",351,"medium",NA,"Z",NA,"medium",NA,"Y",NA
57,"low",6,"Z","high",476,"Y","low",263,"Other","low",231,"STANDARD","asia","FREQUENT_ACCESS","{""sku_id"":""96DE-B911-9FF7"",""description"":""standard storage dammam"",""original_region"":""me-central2""}","25-11-2024","16:28:00","17:31:00","25-11-2024 17:30","Adele has another concert special coming - CNN","Adele went home and recorded another concert special. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ","bad","low",270,"Z",353,"high",274,"Y",351,"low",NA,"Z",NA,"high",NA,"Y",NA
58,"low",294,"X","high",279,"Y","low",395,"Other","low",4,"ARCHIVE","north_america","ARCHIVE","{""sku_id"":""6158-49AD-35B1"",""description"":""archive storage montreal"",""original_region"":""northamerica-northeast1""}","13-12-2024","07:50:00","11:17:00","13-12-2024 11:10","Critics Choice Awards 2022: See the full list of winners - CNN","""Ted Lasso"" and ""The Power of the Dog"" were big winners at the 27th Annual Critics Choice Awards on Sunday.","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. I have heard calls for regular order.","bad","low",270,"X",256,"high",274,"Y",351,"low",NA,"X",NA,"high",NA,"Y",NA
