id,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
696,83.0,,high,498.0,X,low,5.0,Y,high,409.0,,medium,73.0,Y,high,179.0,Z,medium,218.0,,,,,15-12-2024,06:57:00,10:40:00,15-12-2024 10:35,Cnnpolitics Polls Underestimating,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
697,279.0,Y,low,357.0,Z,medium,286.0,Y,high,20.0,Y,high,354.0,Z,medium,,Z,high,268.0,,,,,25-01-2024,15:49:00,16:36:00,25-01-2024 16:28,Abortion Travel,International Women,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
698,442.0,Y,low,24.0,Y,high,132.0,Z,low,64.0,Y,high,320.0,Z,high,1.0,Z,high,44.0,,,,,16-09-2024,09:33:00,12:05:00,16-09-2024 12:00,Abortion Travel,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
699,409.0,,low,381.0,Z,high,434.0,Y,medium,52.0,X,low,279.0,Z,,356.0,X,low,99.0,,,,,30-05-2024,10:46:00,13:06:00,30-05-2024 13:00,Voice Cnn Masai,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
700,226.0,Y,,440.0,Y,,232.0,Z,high,101.0,Z,high,98.0,Y,high,435.0,Y,medium,231.0,,,,,02-08-2024,17:44:00,20:58:00,02-08-2024 20:48,Bob Baffert Suspended,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
701,28.0,Y,medium,284.0,,high,4.0,Y,low,256.0,Z,high,132.0,X,medium,19.0,X,low,223.0,,,,,05-02-2024,06:14:00,09:33:00,05-02-2024 09:29,Making Racism,Ravaged Nicaragua Category,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
702,317.0,Y,high,416.0,X,low,111.0,X,,471.0,X,high,188.0,Y,high,40.0,X,high,,,,,,05-09-2024,15:35:00,18:13:00,05-09-2024 18:03,Scammers Cnn Epik,Said Alicia Keys,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
703,258.0,Y,high,443.0,,,170.0,Y,low,485.0,Z,high,489.0,X,medium,68.0,X,medium,34.0,,,,,21-06-2024,18:49:00,21:07:00,21-06-2024 20:57,Apology Cnn Vatican,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
704,460.0,Z,low,482.0,X,medium,13.0,Y,high,450.0,X,low,352.0,X,high,304.0,Z,high,398.0,,,,,31-10-2024,19:43:00,23:34:00,31-10-2024 23:26,Making Racism,Turned Movie Different,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
705,276.0,Y,medium,477.0,X,,158.0,Y,,379.0,Z,high,,X,low,380.0,Y,low,150.0,,,,,14-11-2024,16:19:00,17:26:00,14-11-2024 17:20,Reunion Netflix Cnn,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
706,368.0,Z,medium,96.0,Z,medium,269.0,Z,medium,229.0,X,high,15.0,Y,high,411.0,Z,low,275.0,,,,,12-10-2024,16:56:00,19:19:00,12-10-2024 19:17,Assassination Question,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
707,264.0,X,low,17.0,Y,low,446.0,Z,high,387.0,Y,medium,173.0,,low,390.0,,high,473.0,,,,,11-01-2024,08:56:00,10:41:00,11-01-2024 10:35,Voice Cnn Masai,Ravaged Nicaragua Category,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
708,270.0,Y,medium,325.0,Y,medium,324.0,X,,134.0,X,low,104.0,X,medium,288.0,Y,medium,189.0,,,,,19-12-2024,16:41:00,18:11:00,19-12-2024 18:02,Bob Baffert Suspended,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
709,158.0,Y,low,339.0,X,high,,X,low,331.0,Z,low,203.0,X,medium,351.0,Y,low,156.0,,,,,27-10-2024,20:21:00,23:43:00,27-10-2024 23:38,Voice Cnn Masai,Said Alicia Keys,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
710,201.0,Z,high,,X,high,208.0,X,medium,4.0,Y,low,497.0,X,,139.0,Z,high,132.0,,,,,20-08-2024,21:48:00,00:52:00,21-08-2024 00:51,Apology Cnn Vatican,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
711,147.0,X,low,118.0,Y,medium,384.0,Y,low,451.0,Z,high,97.0,X,low,372.0,X,medium,326.0,,,,,18-12-2024,18:56:00,22:56:00,18-12-2024 22:48,Scammers Cnn Epik,Niger State Television,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
712,231.0,X,low,474.0,X,low,184.0,X,medium,485.0,Y,low,298.0,Y,medium,91.0,X,low,,,,,,27-10-2024,14:57:00,18:22:00,27-10-2024 18:17,Cnn Montana Nonprofit,Niger State Television,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
713,475.0,Y,low,204.0,Y,high,281.0,X,high,367.0,X,,241.0,Y,low,481.0,Z,low,279.0,,,,,01-10-2024,08:38:00,10:12:00,01-10-2024 10:08,Voice Cnn Masai,2020 Presidential Election,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
714,170.0,Z,,370.0,Z,high,492.0,Y,high,87.0,Z,low,329.0,Y,low,20.0,Y,high,99.0,,,,,30-03-2024,11:56:00,14:01:00,30-03-2024 13:58,Voice Cnn Masai,International Women,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
715,231.0,Y,high,311.0,Y,high,68.0,Y,high,129.0,X,high,,X,high,472.0,Z,low,473.0,,,,,28-11-2024,06:15:00,09:18:00,28-11-2024 09:15,Abortion Travel,International Women,Senator,R,Senator Lindsey Graham (SC),Kavanaugh Dissents President
716,473.0,Y,high,447.0,Y,high,238.0,Z,medium,369.0,Y,low,258.0,Y,low,230.0,Z,,21.0,,,,,23-05-2024,13:58:00,17:12:00,23-05-2024 17:06,Cnn Montana Nonprofit,Point Tally Nba,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
717,75.0,X,high,356.0,X,high,304.0,,high,249.0,,low,138.0,Y,high,,X,low,205.0,,,,,04-05-2024,08:55:00,12:11:00,04-05-2024 12:01,Scammers Cnn Epik,Turned Movie Different,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
718,126.0,Z,high,,Y,medium,399.0,Z,high,273.0,X,low,482.0,X,low,79.0,Z,high,62.0,,,,,04-11-2024,15:27:00,18:29:00,04-11-2024 18:23,Scammers Cnn Epik,Rwigara Mother Adeline,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
719,246.0,Z,medium,420.0,Z,high,418.0,Z,medium,202.0,Y,medium,133.0,Z,low,159.0,X,high,16.0,,,,,21-11-2024,19:00:00,21:52:00,21-11-2024 21:45,Cnnpolitics Polls Underestimating,2020 Presidential Election,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
720,204.0,X,low,27.0,Y,medium,143.0,,low,417.0,Z,high,72.0,X,medium,431.0,Z,,498.0,,,,,27-03-2024,12:19:00,15:38:00,27-03-2024 15:30,Assassination Question,Rwigara Mother Adeline,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
721,170.0,Z,medium,352.0,Z,high,233.0,,low,82.0,X,medium,47.0,X,medium,7.0,X,high,42.0,,,,,22-09-2024,06:17:00,08:53:00,22-09-2024 08:48,Abortion Travel,Said Alicia Keys,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
722,389.0,X,low,293.0,Z,low,415.0,Z,medium,220.0,X,medium,33.0,X,high,95.0,Z,low,453.0,,,,,19-05-2024,21:37:00,00:09:00,20-05-2024 00:07,Abortion Travel,Rwigara Mother Adeline,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
723,249.0,Y,low,388.0,Z,low,419.0,Y,high,111.0,Z,medium,176.0,Y,high,315.0,Z,high,272.0,,,,,31-01-2024,13:11:00,14:38:00,31-01-2024 14:34,Abortion Travel,Rwigara Mother Adeline,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
724,182.0,Z,high,112.0,Y,low,411.0,Z,high,345.0,X,medium,408.0,Y,medium,402.0,Y,low,160.0,,,,,26-02-2024,06:26:00,08:15:00,26-02-2024 08:05,Scammers Cnn Epik,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
725,,Z,low,299.0,X,medium,,X,low,,X,high,77.0,X,low,215.0,X,medium,431.0,,,,,04-09-2024,09:13:00,12:41:00,04-09-2024 12:38,Abortion Travel,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
726,443.0,X,low,142.0,X,high,133.0,X,,149.0,Z,low,2.0,Y,low,43.0,X,high,,,,,,14-03-2024,15:42:00,19:19:00,14-03-2024 19:16,Cnnpolitics Polls Underestimating,2020 Presidential Election,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
727,491.0,X,medium,58.0,Z,,184.0,Z,high,,Y,low,,X,high,73.0,Y,,345.0,,,,,09-11-2024,07:23:00,11:20:00,09-11-2024 11:10,Cnnpolitics Polls Underestimating,Said Alicia Keys,Senator,R,Senator Lindsey Graham (SC),Guns Roe Wade
728,121.0,Z,low,287.0,Y,high,327.0,Z,medium,431.0,X,low,280.0,,high,445.0,Z,low,383.0,,,,,04-02-2024,09:02:00,12:13:00,04-02-2024 12:11,Cnnpolitics Polls Underestimating,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
729,20.0,X,high,10.0,Z,high,127.0,X,medium,108.0,Z,low,281.0,X,low,107.0,Z,low,181.0,,,,,27-04-2024,10:11:00,13:43:00,27-04-2024 13:42,Assassination Question,Rwigara Mother Adeline,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
730,15.0,Z,high,46.0,Z,high,341.0,Z,medium,434.0,Y,low,0.0,Z,medium,289.0,Y,medium,150.0,,,,,30-12-2024,09:47:00,13:35:00,30-12-2024 13:27,Cnnpolitics Polls Underestimating,2020 Presidential Election,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
731,222.0,X,medium,264.0,Y,medium,257.0,Y,high,,Z,low,101.0,Y,low,468.0,X,medium,4.0,,,,,09-01-2024,08:02:00,09:24:00,09-01-2024 09:15,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
732,314.0,X,low,449.0,X,low,221.0,Y,high,482.0,Y,low,,Z,low,187.0,Y,medium,,,,,,31-08-2024,11:53:00,14:08:00,31-08-2024 14:07,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
733,25.0,Y,high,357.0,Z,medium,177.0,Z,low,171.0,Y,,369.0,Y,high,33.0,Z,low,21.0,,,,,07-02-2024,14:15:00,16:01:00,07-02-2024 15:51,Scammers Cnn Epik,Said Alicia Keys,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
734,254.0,Z,medium,7.0,X,low,,X,medium,327.0,Y,medium,325.0,X,low,,Y,low,228.0,,,,,24-12-2024,06:25:00,07:42:00,24-12-2024 07:40,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
735,199.0,X,low,54.0,Y,low,232.0,,,,Y,low,407.0,Y,low,,Z,low,265.0,,,,,05-11-2024,12:19:00,14:51:00,05-11-2024 14:43,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
736,466.0,Z,high,215.0,X,high,153.0,X,high,39.0,Y,medium,273.0,Y,low,325.0,X,low,212.0,,,,,19-04-2024,17:18:00,19:39:00,19-04-2024 19:38,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
737,301.0,Z,high,214.0,X,,191.0,Y,medium,,X,low,201.0,Z,high,451.0,Y,medium,351.0,,,,,09-02-2024,09:28:00,09:59:00,09-02-2024 09:57,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
738,211.0,X,medium,19.0,Y,high,242.0,X,low,103.0,Z,high,279.0,Y,high,387.0,X,low,180.0,,,,,13-07-2024,12:16:00,14:57:00,13-07-2024 14:54,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
739,293.0,X,medium,128.0,Y,medium,308.0,X,low,490.0,Z,,192.0,X,high,344.0,Y,,395.0,,,,,13-08-2024,13:56:00,15:56:00,13-08-2024 15:53,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
740,67.0,Y,high,63.0,Y,medium,495.0,,low,44.0,Y,medium,78.0,X,low,166.0,Y,medium,326.0,,,,,24-10-2024,06:52:00,07:49:00,24-10-2024 07:45,Scammers Cnn Epik,Pennsylvania Investigation Abuse,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
741,237.0,Y,low,,Y,high,170.0,X,medium,382.0,Z,high,287.0,Z,low,,X,medium,468.0,,,,,08-03-2024,08:26:00,09:11:00,08-03-2024 09:08,Assassination Question,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
742,164.0,X,medium,329.0,Y,medium,89.0,Y,high,419.0,Y,high,147.0,X,high,362.0,Z,high,363.0,,,,,24-03-2024,07:02:00,08:52:00,24-03-2024 08:43,Cnnpolitics Polls Underestimating,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
743,90.0,Y,medium,195.0,X,high,488.0,Z,low,453.0,Z,high,132.0,Z,medium,422.0,Z,medium,63.0,,,,,19-03-2024,13:37:00,14:29:00,19-03-2024 14:25,Scammers Cnn Epik,Beating Forecasts Covid,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
744,196.0,Z,medium,285.0,X,low,73.0,Z,medium,264.0,Z,medium,355.0,X,low,347.0,Y,high,279.0,,,,,16-10-2024,20:43:00,21:23:00,16-10-2024 21:13,New Covid Lockdowns,Pennsylvania Investigation Abuse,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
745,319.0,X,,100.0,Z,medium,451.0,X,medium,262.0,Z,medium,33.0,X,low,326.0,Y,high,328.0,,,,,17-08-2024,15:34:00,18:45:00,17-08-2024 18:37,Cnnpolitics Polls Underestimating,2020 Presidential Election,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
746,291.0,X,low,425.0,Z,,71.0,Z,medium,371.0,X,medium,11.0,Z,high,359.0,X,medium,6.0,,,,,18-08-2024,20:54:00,00:26:00,19-08-2024 00:20,Cnnpolitics Polls Underestimating,Niger State Television,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
747,481.0,Z,low,2.0,,high,181.0,Y,high,317.0,X,low,178.0,,,138.0,X,medium,22.0,,,,,21-01-2024,19:37:00,23:10:00,21-01-2024 23:01,Scammers Cnn Epik,Said Alicia Keys,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
748,137.0,Y,medium,252.0,X,high,499.0,,low,393.0,Y,medium,297.0,Y,low,58.0,Y,low,11.0,,,,,27-06-2024,18:11:00,21:48:00,27-06-2024 21:42,Assassination Question,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
749,349.0,Z,high,160.0,Z,low,82.0,Y,medium,180.0,Z,high,419.0,X,medium,314.0,Y,high,85.0,,,,,16-09-2024,07:28:00,08:25:00,16-09-2024 08:18,Scammers Cnn Epik,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
750,275.0,Y,medium,225.0,Z,medium,79.0,Y,high,466.0,X,low,258.0,X,medium,471.0,Z,high,440.0,,,,,14-03-2024,12:24:00,14:32:00,14-03-2024 14:27,Cnnpolitics Polls Underestimating,2020 Presidential Election,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
751,436.0,Z,low,258.0,,low,304.0,Y,,216.0,X,medium,129.0,X,medium,68.0,Z,,120.0,,,,,31-01-2024,15:18:00,16:28:00,31-01-2024 16:20,Assassination Question,Ravaged Nicaragua Category,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
752,454.0,Z,high,323.0,X,high,95.0,Y,medium,124.0,X,low,171.0,X,medium,35.0,X,medium,93.0,,,,,30-05-2024,20:26:00,23:37:00,30-05-2024 23:32,Cnnpolitics Polls Underestimating,2020 Presidential Election,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
753,353.0,Y,medium,464.0,X,medium,12.0,X,medium,375.0,Y,low,189.0,X,low,353.0,X,low,223.0,,,,,28-07-2024,20:04:00,21:11:00,28-07-2024 21:07,Scammers Cnn Epik,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
754,211.0,Y,high,280.0,Z,low,347.0,X,high,310.0,Z,low,167.0,Y,medium,211.0,Y,,199.0,,,,,11-10-2024,20:35:00,00:09:00,12-10-2024 00:01,Making Racism,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
755,266.0,Y,low,113.0,Z,high,479.0,X,medium,24.0,Y,,334.0,X,high,451.0,Y,low,496.0,,,,,29-08-2024,14:35:00,18:22:00,29-08-2024 18:20,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
756,325.0,X,low,,Y,high,379.0,Z,medium,83.0,Z,low,399.0,Y,high,235.0,Z,low,51.0,,,,,02-12-2024,08:02:00,08:35:00,02-12-2024 08:30,Assassination Question,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
757,402.0,Y,high,256.0,X,low,482.0,Y,medium,18.0,X,high,354.0,Z,low,260.0,X,low,420.0,,,,,30-05-2024,13:08:00,16:51:00,30-05-2024 16:46,Assassination Question,Coronavirus Pandemic Late,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
758,114.0,Y,low,432.0,Y,low,263.0,Y,medium,287.0,X,medium,,X,high,30.0,Y,medium,114.0,,,,,28-02-2024,11:33:00,12:41:00,28-02-2024 12:34,Assassination Question,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
759,436.0,Z,low,283.0,X,low,307.0,Y,high,,Z,medium,143.0,,medium,476.0,Y,medium,154.0,,,,,05-12-2024,09:06:00,11:17:00,05-12-2024 11:07,New Covid Lockdowns,Said Alicia Keys,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
760,400.0,Z,,434.0,X,low,491.0,Z,low,161.0,Y,medium,39.0,Y,,165.0,Y,,242.0,,,,,01-04-2024,14:34:00,16:25:00,01-04-2024 16:19,Apology Cnn Vatican,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
761,44.0,Y,low,324.0,X,medium,251.0,Z,low,55.0,X,high,398.0,Y,low,219.0,X,high,487.0,,,,,03-03-2024,18:10:00,21:38:00,03-03-2024 21:30,Assassination Question,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
762,134.0,Z,medium,285.0,X,high,19.0,Z,medium,425.0,X,low,481.0,Z,high,314.0,Z,medium,117.0,,,,,25-11-2024,12:52:00,14:01:00,25-11-2024 13:59,Assassination Question,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
763,117.0,Y,medium,164.0,X,low,119.0,X,,360.0,Z,low,27.0,Z,medium,428.0,Y,high,171.0,,,,,26-02-2024,17:51:00,18:21:00,26-02-2024 18:15,Cnnpolitics Polls Underestimating,Actor Bob Odenkirk,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
764,289.0,Y,low,128.0,Z,medium,310.0,X,low,272.0,Z,medium,65.0,Z,low,397.0,X,low,329.0,,,,,26-12-2024,14:01:00,16:29:00,26-12-2024 16:25,Assassination Question,2020 Presidential Election,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
765,104.0,X,medium,49.0,Y,medium,428.0,Z,high,99.0,Z,low,107.0,Z,high,386.0,Y,low,335.0,,,,,24-10-2024,07:52:00,09:29:00,24-10-2024 09:25,Assassination Question,Ravaged Nicaragua Category,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
766,150.0,X,low,274.0,Y,high,303.0,Z,low,336.0,Y,medium,398.0,X,high,,X,,183.0,,,,,25-11-2024,21:38:00,01:33:00,26-11-2024 01:23,Assassination Question,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
767,94.0,Z,low,460.0,Y,medium,202.0,X,medium,183.0,Z,low,108.0,Y,,44.0,Y,low,65.0,,,,,19-05-2024,19:20:00,23:06:00,19-05-2024 23:03,Assassination Question,Ravaged Nicaragua Category,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
768,33.0,X,low,6.0,Z,high,160.0,Y,medium,122.0,,high,6.0,Y,medium,415.0,X,high,394.0,,,,,12-12-2024,12:12:00,12:54:00,12-12-2024 12:51,Assassination Question,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
769,229.0,X,low,476.0,Z,high,341.0,X,low,146.0,Y,high,167.0,Y,medium,,X,low,450.0,,,,,11-09-2024,14:13:00,15:42:00,11-09-2024 15:35,Assassination Question,Ravaged Nicaragua Category,Senator,D,Senator Dianne Feinstein (CA),Chairman Senator Feinstein
770,159.0,X,medium,429.0,Y,,449.0,Z,high,30.0,X,low,182.0,Z,low,311.0,,high,300.0,,,,,30-03-2024,14:01:00,15:11:00,30-03-2024 15:07,Mbappe Neymar Prove,Lomachenko,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
771,252.0,Z,medium,219.0,Z,low,139.0,Z,low,245.0,Z,medium,197.0,Y,low,455.0,Y,,436.0,,,,,19-03-2024,21:36:00,00:34:00,20-03-2024 00:32,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
772,106.0,X,low,156.0,Y,low,,Z,medium,376.0,Y,low,257.0,Y,low,158.0,Z,medium,126.0,,,,,13-03-2024,21:15:00,23:06:00,13-03-2024 22:57,Mbappe Neymar Prove,Hold Fastest Marathon,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
773,143.0,X,medium,290.0,X,low,213.0,Z,medium,413.0,Y,medium,120.0,Z,medium,175.0,Y,,,,,,,16-10-2024,21:01:00,22:54:00,16-10-2024 22:46,Scammers Cnn Epik,Niger State Television,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
774,446.0,Y,high,427.0,Z,medium,123.0,Y,medium,362.0,Z,medium,14.0,Z,low,85.0,Z,medium,,,,,,14-08-2024,16:02:00,16:50:00,14-08-2024 16:41,Scammers Cnn Epik,Ravaged Nicaragua Category,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
775,402.0,Y,low,14.0,Z,low,202.0,X,low,437.0,X,high,53.0,Z,low,396.0,X,medium,451.0,,,,,05-08-2024,15:21:00,17:41:00,05-08-2024 17:34,Mbappe Neymar Prove,Lomachenko,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
776,133.0,Z,low,224.0,Y,medium,44.0,Z,medium,481.0,Z,low,367.0,Y,high,334.0,Z,medium,466.0,,,,,31-01-2024,20:17:00,22:37:00,31-01-2024 22:28,Companies Pulling Russia,Help Russia,Senator,R,Senator Lindsey Graham (SC),Senator Graham Citizens
777,80.0,X,high,23.0,Y,low,265.0,Y,medium,111.0,X,medium,329.0,X,high,,Y,low,172.0,,,,,25-05-2024,07:57:00,10:28:00,25-05-2024 10:24,New Covid Lockdowns,Coronavirus Pandemic Late,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
778,487.0,Y,medium,322.0,Z,,53.0,X,medium,216.0,X,high,130.0,Z,low,499.0,Z,low,60.0,,,,,07-01-2024,13:17:00,17:03:00,07-01-2024 16:57,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
779,,X,,38.0,Y,high,237.0,Z,high,168.0,Y,low,470.0,Z,medium,15.0,X,high,374.0,,,,,28-03-2024,21:07:00,00:22:00,29-03-2024 00:17,Golf Black Professional,Hold Fastest Marathon,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
780,246.0,X,medium,158.0,Y,medium,448.0,Y,high,342.0,Y,low,270.0,X,low,385.0,X,low,334.0,,,,,05-11-2024,20:32:00,23:45:00,05-11-2024 23:42,Bob Baffert Suspended,Lomachenko,Senator,D,Senator Dick Durbin (IL),Kavanaugh Dissents President
781,349.0,X,medium,369.0,Z,medium,72.0,X,low,418.0,X,high,398.0,X,high,103.0,,medium,323.0,,,,,11-02-2024,18:14:00,19:41:00,11-02-2024 19:40,Golf Black Professional,Hold Fastest Marathon,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
782,110.0,X,low,375.0,X,,125.0,Z,,444.0,Z,low,396.0,Y,high,391.0,,high,315.0,,,,,15-03-2024,06:24:00,09:07:00,15-03-2024 08:57,Cnn Montana Nonprofit,Point Tally Nba,Senator,D,Senator Dick Durbin (IL),Executive Privilege Limit
783,214.0,Z,low,113.0,Y,low,360.0,X,high,,Y,low,150.0,X,low,241.0,X,low,20.0,,,,,13-01-2024,20:08:00,21:42:00,13-01-2024 21:32,Mbappe Neymar Prove,Lomachenko,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
784,195.0,Z,high,256.0,Z,medium,453.0,,,257.0,Z,high,295.0,Y,low,117.0,Z,high,334.0,,,,,10-05-2024,17:35:00,21:27:00,10-05-2024 21:22,Scammers Cnn Epik,Turned Movie Different,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
785,360.0,X,high,92.0,X,high,,Y,high,58.0,Z,medium,296.0,Y,low,28.0,Z,medium,242.0,,,,,24-03-2024,06:59:00,08:11:00,24-03-2024 08:04,Cnn Montana Nonprofit,Niger State Television,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
786,91.0,Y,high,295.0,X,low,60.0,X,low,164.0,Y,low,227.0,X,low,310.0,Z,medium,15.0,,,,,26-11-2024,19:07:00,20:29:00,26-11-2024 20:20,Companies Pulling Russia,Help Russia,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
787,244.0,X,low,4.0,Y,high,119.0,,medium,239.0,Y,high,317.0,Z,medium,80.0,Y,high,427.0,,,,,21-02-2024,18:22:00,20:15:00,21-02-2024 20:06,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
788,416.0,Z,high,406.0,X,,491.0,Z,medium,309.0,Y,medium,168.0,X,high,224.0,,high,14.0,,,,,09-11-2024,20:04:00,22:37:00,09-11-2024 22:34,Winter Olympics Don,Coronavirus Pandemic Late,Senator,D,Senator Dick Durbin (IL),Proud Judge Kavanaugh
