id,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time
240,male,33,0,0,SCO/W 1585,12.275,,S,62,,high,51,D,medium,76,,high,89,Y,high,319,X,high,290,,,,Z,medium,,Z,low,279,X,low,356,,,,,05-04-2024,14:09:00,16:01:00
241,female,,1,0,2665,14.4542,,C,14,,low,90,,medium,31,D,high,,Y,low,471,X,medium,184,X,medium,389,Y,medium,470,X,medium,268,X,low,186,,,,,21-09-2024,12:31:00,14:30:00
242,female,,1,0,367230,15.5,,Q,58,,unknown,63,,unknown,,C,,,Z,low,423,Z,medium,181,,medium,367,X,high,166,X,,275,Y,medium,485,,,,,22-07-2024,15:49:00,16:46:00
243,male,29,0,0,W./C. 14263,10.5,,S,9,B,unknown,73,B,,,C,low,54,X,medium,140,Y,medium,7,Z,medium,,X,,250,,high,170,X,high,88,,,,,05-02-2024,07:17:00,09:27:00
244,male,22,0,0,STON/O 2. 3101275,7.125,,S,64,C,unknown,78,A,low,,D,,54,Y,medium,51,X,medium,471,X,medium,64,Z,high,104,,high,377,Y,high,134,,,,,24-01-2024,21:21:00,22:49:00
245,male,30,0,0,2694,7.225,,C,,D,low,62,D,unknown,29,D,high,3,Z,medium,279,,medium,418,Y,high,434,Y,high,259,Z,low,303,X,low,470,,,,,29-09-2024,18:05:00,19:47:00
246,male,44,2,0,19928,90,C78,Q,8,D,high,5,,medium,25,C,low,,X,high,310,Z,,127,Z,high,68,Y,medium,442,X,medium,88,Y,medium,119,,,,,30-03-2024,13:11:00,14:00:00
247,female,25,0,0,347071,7.775,,S,,B,high,42,,unknown,,B,high,,X,low,385,Y,medium,68,Z,medium,214,Y,high,317,Y,medium,183,X,high,309,,,,,13-10-2024,21:35:00,23:53:00
248,female,24,0,2,250649,14.5,,S,41,B,high,14,A,,28,D,,,Y,medium,260,Z,medium,417,Y,high,447,X,low,70,Y,low,,X,medium,145,,,,,03-09-2024,18:17:00,20:58:00
249,male,37,1,1,11751,52.5542,D35,S,78,,unknown,51,B,,68,C,,,X,low,,X,low,418,Y,low,208,Y,high,370,X,high,58,Y,medium,142,,,,,03-08-2024,09:48:00,12:56:00
250,male,54,1,0,244252,26,,S,4,A,,,,low,,,high,44,Z,medium,421,X,high,448,X,low,415,X,low,211,X,medium,176,X,high,335,,,,,18-12-2024,12:52:00,16:40:00
251,male,,0,0,362316,7.25,,S,17,C,high,,C,unknown,,,,,Z,low,292,Y,high,273,Z,low,244,Z,low,9,Z,high,436,Z,medium,397,,,,,19-07-2024,10:51:00,13:33:00
252,female,29,1,1,347054,10.4625,G6,S,49,B,high,,A,high,,C,,,X,high,275,Y,low,367,X,,372,Z,medium,311,X,medium,220,X,high,,,,,,15-05-2024,07:39:00,10:35:00
253,male,62,0,0,113514,26.55,C87,S,18,,,2,C,medium,,B,low,70,X,high,9,Z,low,364,Z,,295,Z,medium,149,X,medium,,Y,medium,491,,,,,14-01-2024,06:14:00,09:13:00
254,male,30,1,0,A/5. 3336,16.1,,S,,C,unknown,,D,unknown,58,D,medium,63,Z,high,390,Z,medium,,Z,high,140,X,,485,Y,low,340,X,medium,44,,,,,19-07-2024,14:53:00,18:16:00
255,female,41,0,2,370129,20.2125,,S,,B,,50,D,unknown,,,high,10,Y,low,340,X,high,261,X,high,447,X,high,497,X,medium,160,Z,medium,50,,,,,14-11-2024,10:50:00,14:04:00
256,female,29,0,2,2650,15.2458,,C,14,,unknown,7,,,25,,medium,29,Z,low,448,,medium,130,Y,high,233,,medium,335,X,high,413,Z,high,488,,,,,12-07-2024,06:46:00,08:41:00
257,female,,0,0,PC 17585,79.2,,C,,C,low,,,,98,C,unknown,84,Z,high,46,X,high,376,Z,high,228,Z,medium,315,X,medium,8,X,medium,,,,,,07-07-2024,07:10:00,08:45:00
258,female,30,0,0,110152,86.5,B77,S,10,A,,75,C,high,20,C,unknown,,Y,medium,73,Y,low,485,Y,medium,329,Z,high,152,,medium,236,X,low,157,,,,,09-05-2024,11:40:00,14:49:00
259,female,35,0,0,PC 17755,512.3292,,C,,,high,70,A,medium,13,C,unknown,,X,low,335,Z,medium,38,X,high,465,Z,medium,35,Y,low,298,,medium,60,,,,,11-12-2024,21:30:00,23:01:00
260,female,50,0,1,230433,26,,S,58,A,low,17,A,,82,D,low,52,Y,medium,244,Z,high,37,X,high,435,Y,high,,,low,119,X,low,111,,,,,13-08-2024,21:01:00,22:02:00
261,male,,0,0,384461,7.75,,Q,79,B,medium,,D,,89,B,,11,Y,high,293,X,high,132,Y,high,196,X,high,231,,high,391,X,low,37,,,,,29-01-2024,20:13:00,23:38:00
262,male,3,4,2,347077,31.3875,,S,17,D,,63,,,9,D,low,12,Y,high,217,Y,low,58,X,high,115,Z,medium,158,X,,39,,high,179,,,,,03-08-2024,12:47:00,14:50:00
263,male,52,1,1,110413,79.65,E67,S,29,A,high,39,,,59,,high,98,X,low,320,Z,high,4,Z,high,162,Y,high,480,X,medium,325,Y,medium,147,,,,,26-05-2024,06:15:00,07:32:00
264,male,40,0,0,112059,0,B94,S,92,,low,0,,,,A,medium,3,X,,329,,low,489,Z,medium,131,Y,high,146,X,medium,316,Y,low,79,,,,,11-03-2024,21:38:00,21:53:00
265,female,,0,0,382649,7.75,,Q,98,C,medium,,,,22,C,,2,,,94,Z,low,291,X,high,147,X,high,107,Z,high,393,X,high,359,,,,,25-11-2024,14:14:00,16:46:00
266,male,36,0,0,C.A. 17248,10.5,,S,58,D,,79,C,medium,,A,,1,Y,medium,380,Y,high,388,X,medium,215,Y,,,Y,,103,X,high,17,,,,,06-02-2024,08:22:00,09:21:00
267,male,16,4,1,3101295,39.6875,,S,44,,high,3,C,low,68,D,low,62,Y,high,246,X,high,283,X,medium,10,Z,medium,417,,medium,77,Y,low,237,,,,,12-07-2024,06:57:00,10:07:00
268,male,25,1,0,347083,7.775,,S,34,C,medium,,D,unknown,57,,high,,X,high,287,X,low,,Y,,266,Z,low,188,X,low,290,Z,low,152,,,,,23-05-2024,09:12:00,12:12:00
269,female,58,0,1,PC 17582,153.4625,C125,S,61,D,high,38,D,high,51,,high,,Z,medium,308,Z,high,343,Z,low,424,,medium,,X,low,485,Y,high,325,,,,,02-01-2024,09:54:00,12:01:00
270,female,35,0,0,PC 17760,135.6333,C99,S,,,high,,A,high,88,C,high,79,Z,medium,372,Y,high,80,X,high,215,X,,,,medium,392,Y,low,168,,,,,27-04-2024,20:32:00,23:21:00
271,male,,0,0,113798,31,,S,29,A,,47,,low,,B,medium,71,Z,medium,150,Z,low,75,Z,low,39,Z,medium,260,Z,high,105,X,high,236,,,,,19-02-2024,16:31:00,18:33:00
272,male,25,0,0,LINE,0,,S,,D,,42,A,low,62,B,,,Z,medium,3,Y,low,244,Z,medium,194,X,low,434,Y,low,203,Z,medium,405,,,,,04-07-2024,11:08:00,13:49:00
273,female,41,0,1,250644,19.5,,S,15,A,unknown,,B,low,31,D,,7,Y,low,90,Y,low,185,X,low,167,Y,medium,193,Z,medium,133,Z,medium,72,,,,,05-11-2024,07:18:00,09:51:00
274,male,37,0,1,PC 17596,29.7,C118,C,95,C,low,5,B,,97,,,48,X,high,482,Z,high,420,X,high,297,Y,medium,9,X,low,389,Z,medium,217,,,,,19-03-2024,14:48:00,17:52:00
275,female,,0,0,370375,7.75,,Q,41,B,,3,D,unknown,25,D,unknown,8,Y,medium,111,Z,medium,153,Z,,125,Y,low,187,Y,low,256,Z,low,281,,,,,16-03-2024,08:55:00,11:56:00
276,female,63,1,0,13502,77.9583,D7,S,48,C,low,9,,medium,,B,medium,11,Y,low,124,X,medium,164,Y,low,150,Z,medium,1,Z,,218,Z,high,368,,,,,30-12-2024,13:40:00,15:59:00
277,female,45,0,0,347073,7.75,,S,,,low,69,,high,63,,low,46,Z,medium,429,Z,medium,264,Y,low,372,Z,high,211,X,high,2,X,medium,268,,,,,07-05-2024,09:16:00,12:09:00
278,male,,0,0,239853,0,,S,78,,,78,,,,C,unknown,,X,medium,117,X,medium,96,X,medium,87,Y,low,237,Y,medium,316,X,,,,,,,29-04-2024,13:22:00,13:42:00
279,male,7,4,1,382652,29.125,,Q,,C,,,B,unknown,75,A,medium,99,X,high,232,Z,medium,429,Y,high,466,,medium,365,X,medium,221,X,high,397,,,,,26-03-2024,17:25:00,19:25:00
280,female,35,1,1,C.A. 2673,20.25,,S,,,high,7,,medium,24,A,low,,X,high,185,X,low,5,,low,148,Z,,34,Z,low,19,,low,394,,,,,14-08-2024,21:06:00,23:50:00
281,male,65,0,0,336439,7.75,,Q,,B,medium,41,,medium,26,,low,27,X,medium,,,medium,423,Z,high,,Z,medium,240,Z,medium,97,Y,medium,,,,,,09-09-2024,14:16:00,16:24:00
282,male,28,0,0,347464,7.8542,,S,,,,98,,,34,,medium,32,Y,high,297,X,low,311,Y,medium,41,Z,medium,88,Y,high,363,X,medium,459,,,,,29-05-2024,16:04:00,17:21:00
283,male,16,0,0,345778,9.5,,S,67,D,medium,,D,low,68,A,low,,X,low,257,Z,high,443,Y,medium,159,Y,high,233,Y,medium,374,Z,low,11,,,,,12-06-2024,07:12:00,08:16:00
284,male,19,0,0,A/5. 10482,8.05,,S,49,A,low,,A,unknown,39,C,,,X,high,250,Z,low,146,X,medium,188,Y,high,492,Z,high,246,Y,low,249,,,,,24-01-2024,20:28:00,22:08:00
285,male,,0,0,113056,26,A19,S,44,B,medium,53,C,,56,A,high,51,Y,medium,417,,low,450,Z,low,227,X,high,370,Y,low,378,Y,low,401,,,,,10-12-2024,06:12:00,07:11:00
286,male,33,0,0,349239,8.6625,,C,,C,high,,B,medium,55,D,,76,Z,medium,290,Y,medium,,Z,medium,45,Y,low,422,Z,medium,369,Z,high,51,,,,,11-11-2024,09:58:00,12:10:00
287,male,30,0,0,345774,9.5,,S,,,high,,,high,19,D,,84,Y,,254,Z,medium,228,Z,low,123,Y,low,19,X,medium,307,Y,medium,409,,,,,03-03-2024,17:03:00,18:04:00
288,male,22,0,0,349206,7.8958,,S,57,D,medium,47,C,high,23,,low,5,X,low,443,X,medium,141,Z,medium,438,X,medium,382,Z,high,104,X,high,19,,,,,21-05-2024,15:04:00,16:26:00
289,male,42,0,0,237798,13,,S,,B,,,,,30,A,unknown,28,X,high,46,Y,high,98,Z,low,461,,medium,432,Z,low,210,Z,low,,,,,,30-06-2024,13:05:00,13:55:00
290,female,22,0,0,370373,7.75,,Q,47,D,high,,,high,,B,,25,Z,,416,Z,,75,Z,low,220,Y,low,335,Z,low,,Z,low,93,,,,,08-05-2024,18:00:00,21:25:00
291,female,26,0,0,19877,78.85,,S,,,,,D,unknown,,,,55,Y,high,98,Y,medium,291,Z,medium,59,,medium,391,,high,155,X,low,333,,,,,22-07-2024,09:51:00,11:30:00
292,female,19,1,0,11967,91.0792,B49,C,26,C,medium,5,,,,,high,,Y,low,165,X,high,480,Y,,137,X,low,23,,low,330,Y,low,414,,,,,09-01-2024,06:29:00,08:10:00
293,male,36,0,0,SC/Paris 2163,12.875,D,C,95,C,,0,,,,C,,,Z,low,6,Y,medium,282,X,low,475,X,low,369,Y,medium,413,Y,medium,407,,,,,09-09-2024,11:14:00,14:51:00
294,female,24,0,0,349236,8.85,,S,33,A,unknown,41,A,,67,C,,91,Y,high,285,Y,low,482,X,high,459,Y,medium,417,Y,low,266,X,low,287,,,,,22-07-2024,12:32:00,15:53:00
295,male,24,0,0,349233,7.8958,,S,,A,,,D,,,C,unknown,33,Y,high,415,Z,low,377,Z,low,406,Z,,115,Z,medium,253,X,medium,454,,,,,02-02-2024,11:32:00,11:48:00
296,male,,0,0,PC 17612,27.7208,,C,,,,,,unknown,68,,high,,Z,low,190,Z,low,342,Z,low,431,X,low,235,Y,low,93,Z,high,70,,,,,16-12-2024,18:00:00,19:18:00
297,male,23.5,0,0,2693,7.2292,,C,84,C,,7,B,medium,,A,medium,43,X,low,331,Y,low,362,Y,high,355,Z,medium,211,X,low,248,Y,low,,,,,,23-01-2024,18:18:00,21:40:00
298,female,2,1,2,113781,151.55,C22 C26,S,,,high,67,D,,,,unknown,,Y,medium,196,Z,high,464,Z,low,311,Z,high,49,Z,medium,20,Y,,66,,,,,10-12-2024,17:00:00,19:03:00
299,male,,0,0,19988,30.5,C106,S,28,A,high,45,,high,89,,medium,88,Y,low,379,X,medium,429,X,high,386,X,high,64,Y,low,56,Z,high,359,,,,,03-01-2024,09:25:00,10:24:00
300,female,50,0,1,PC 17558,247.5208,B58 B60,C,2,,,23,,,20,D,,,X,medium,499,X,medium,80,Y,low,323,Y,low,150,Z,low,,Y,medium,445,,,,,14-03-2024,13:11:00,14:55:00
301,female,,0,0,9234,7.75,,Q,36,D,unknown,20,D,medium,16,C,low,33,,low,357,Y,medium,292,Y,,169,X,high,54,Y,medium,109,Z,low,465,,,,,29-10-2024,11:57:00,13:36:00
302,male,,2,0,367226,23.25,,Q,82,,unknown,66,D,unknown,39,B,low,,Z,low,170,Z,low,230,X,low,320,Y,medium,250,Y,medium,173,Y,high,260,,,,,03-09-2024,20:01:00,21:28:00
303,male,19,0,0,LINE,0,,S,0,B,unknown,52,B,unknown,83,C,unknown,38,X,low,412,Z,high,439,Z,high,147,Z,medium,27,,medium,,Z,,66,,,,,16-06-2024,11:41:00,13:53:00
304,female,,0,0,226593,12.35,E101,Q,89,,unknown,,B,medium,96,C,,,Y,low,18,Y,low,102,Y,low,,Y,high,,Z,high,236,X,,85,,,,,23-10-2024,15:53:00,18:18:00
305,male,,0,0,A/5 2466,8.05,,S,,D,unknown,28,,medium,,,,30,Y,low,493,X,medium,409,X,low,190,Y,medium,314,Z,high,349,Z,low,313,,,,,04-02-2024,07:06:00,08:41:00
306,male,0.92,1,2,113781,151.55,C22 C26,S,14,B,,52,A,,,B,,10,X,medium,419,Z,high,239,Z,high,243,X,high,126,Y,high,223,X,high,448,,,,,15-07-2024,08:31:00,10:27:00
307,female,,0,0,17421,110.8833,,C,,B,low,86,C,,23,C,,,X,low,326,Y,high,466,Y,medium,90,Y,,189,Y,medium,422,Z,low,493,,,,,14-06-2024,13:24:00,15:16:00
308,female,17,1,0,PC 17758,108.9,C65,C,55,C,,31,,medium,59,A,,65,,low,310,X,medium,,Y,,478,Y,low,167,X,high,241,Y,medium,360,,,,,07-09-2024,11:18:00,13:19:00
309,male,30,1,0,P/PP 3381,24,,C,31,A,low,39,D,,18,A,high,93,Z,low,126,Y,high,172,Y,low,,Z,high,,X,high,496,Y,medium,440,,,,,07-09-2024,14:20:00,16:00:00
310,female,30,0,0,PC 17485,56.9292,E36,C,,D,low,16,,low,53,A,,0,Y,high,215,Z,low,422,Y,,53,Z,low,231,Z,medium,499,Z,medium,,,,,,06-02-2024,06:10:00,09:16:00
311,female,24,0,0,11767,83.1583,C54,C,66,D,unknown,,C,,,,medium,63,Y,low,50,X,,93,Y,medium,237,X,high,66,Y,,213,Y,low,98,,,,,07-07-2024,07:15:00,10:35:00
312,female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,67,,unknown,3,C,medium,7,A,low,56,Y,high,169,Y,medium,2,Z,medium,227,Y,medium,0,Y,high,382,Z,low,232,,,,,21-04-2024,11:23:00,14:17:00
313,female,26,1,1,250651,26,,S,,C,high,24,C,unknown,96,B,unknown,62,Z,low,294,X,low,253,Z,,442,Y,high,221,Y,high,226,Z,high,49,,,,,21-10-2024,08:59:00,12:13:00
314,male,28,0,0,349243,7.8958,,S,28,C,high,,A,unknown,89,,unknown,98,Z,low,181,Z,low,,Y,low,377,Y,medium,282,X,medium,437,Z,medium,336,,,,,10-09-2024,20:57:00,21:13:00
315,male,43,1,1,F.C.C. 13529,26.25,,S,24,,,1,B,unknown,,B,medium,39,X,medium,385,X,high,62,,high,439,,medium,384,X,low,383,X,high,164,,,,,20-02-2024,18:21:00,22:01:00
316,female,26,0,0,347470,7.8542,,S,,D,,98,,,62,A,,,Y,high,426,Z,high,497,X,high,233,Z,medium,,X,medium,169,Z,medium,169,,,,,22-06-2024,11:23:00,12:39:00
317,female,24,1,0,244367,26,,S,,,unknown,40,B,,,D,low,1,Y,low,280,Z,low,19,Z,low,77,X,low,41,Z,low,160,Y,low,1,,,,,18-07-2024,18:07:00,22:03:00
318,male,54,0,0,29011,14,,S,,,medium,,D,high,57,B,,,X,low,170,Z,low,294,X,high,360,X,high,298,,low,440,X,medium,499,,,,,15-09-2024,16:19:00,19:20:00
319,female,31,0,2,36928,164.8667,C7,S,93,C,high,53,,unknown,,A,,17,,high,151,Y,,130,Z,low,109,X,medium,451,X,,,Z,high,213,,,,,12-12-2024,17:50:00,19:10:00
320,female,40,1,1,16966,134.5,E34,C,,,,,B,low,53,,,,X,low,273,Z,low,148,Y,low,318,Z,medium,119,Y,low,347,Z,low,392,,,,,12-06-2024,13:05:00,15:58:00
321,male,22,0,0,A/5 21172,7.25,,S,,D,low,,,high,,,low,,Z,low,359,X,low,105,Y,high,205,X,medium,42,X,,338,Z,medium,259,,,,,10-04-2024,15:13:00,15:36:00
322,male,27,0,0,349219,7.8958,,S,,D,,88,A,low,39,,,27,X,low,63,,high,194,X,low,174,X,high,201,Z,medium,82,Z,high,320,,,,,25-04-2024,16:28:00,17:01:00
323,female,30,0,0,234818,12.35,,Q,,C,,,B,,84,,low,11,Y,high,223,X,high,333,Y,low,59,Y,medium,280,X,low,118,Y,high,233,,,,,06-06-2024,14:23:00,18:12:00
324,female,22,1,1,248738,29,,S,91,B,,,B,medium,25,,high,,Z,high,220,X,high,161,Z,medium,,Z,low,311,X,,450,Y,medium,343,,,,,28-08-2024,20:09:00,23:56:00
325,male,,8,2,CA. 2343,69.55,,S,,B,medium,70,D,high,96,B,high,65,Y,high,143,Y,low,360,X,low,344,Z,low,56,Z,,139,X,low,99,,,,,26-05-2024,16:51:00,19:51:00
326,female,36,0,0,PC 17760,135.6333,C32,C,23,B,high,30,,unknown,75,,,28,X,medium,118,Y,high,223,Z,low,170,Z,high,328,Z,low,434,Y,medium,498,,,,,09-03-2024,12:03:00,13:28:00
327,male,61,0,0,345364,6.2375,,S,23,C,unknown,99,A,low,89,B,low,13,X,low,420,Z,low,392,X,low,368,Z,low,171,Z,medium,178,X,medium,213,,,,,16-06-2024,13:59:00,14:23:00
328,female,36,0,0,28551,13,D,S,3,,high,25,,high,50,,medium,57,Y,low,216,X,high,222,Y,low,493,Z,high,15,Y,low,423,Z,high,5,,,,,22-01-2024,17:41:00,18:14:00
329,female,31,1,1,363291,20.525,,S,,C,medium,29,,low,22,A,low,,Z,high,288,Y,medium,182,Y,high,360,Z,medium,461,Y,medium,288,Z,low,,,,,,10-03-2024,07:44:00,08:23:00
330,female,16,0,1,111361,57.9792,B18,C,55,D,medium,71,A,low,3,D,high,,Y,high,19,Z,low,253,Z,high,474,X,low,267,X,high,49,Z,medium,11,,,,,30-04-2024,14:11:00,14:35:00
331,female,,2,0,367226,23.25,,Q,54,,high,78,C,,53,,low,38,X,low,141,X,high,343,X,high,235,Y,high,152,X,high,135,Y,low,236,,,,,22-08-2024,18:36:00,22:14:00
332,male,45.5,0,0,113043,28.5,C124,S,,C,medium,12,C,high,39,D,high,,Z,high,111,Z,medium,,,medium,188,Y,high,408,,low,,Z,high,392,,,,,20-12-2024,18:29:00,18:58:00
333,male,38,0,1,PC 17582,153.4625,C91,S,30,,high,55,,low,11,C,unknown,24,Y,high,164,Y,low,453,Z,medium,421,Y,high,398,Z,medium,104,X,high,185,,,,,09-05-2024,21:54:00,01:47:00
334,male,16,2,0,345764,18,,S,82,C,,,B,medium,,D,high,28,X,high,420,Y,high,258,X,low,331,Z,medium,103,Z,medium,113,Y,high,104,,,,,25-07-2024,16:28:00,17:30:00
335,female,,1,0,PC 17611,133.65,,S,,,,61,,,97,,,14,Y,high,,X,high,148,Y,high,302,Z,high,480,Z,medium,74,Z,low,120,,,,,17-11-2024,20:41:00,00:22:00
336,male,,0,0,349225,7.8958,,S,80,,unknown,55,,medium,,D,,,X,medium,451,X,medium,,,high,320,Y,low,265,Z,low,,Z,high,342,,,,,07-12-2024,07:05:00,10:08:00
337,male,29,1,0,113776,66.6,C2,S,96,,medium,,B,unknown,,C,,14,Z,low,211,Z,medium,196,X,medium,496,,low,131,Y,high,404,Z,medium,286,,,,,11-12-2024,13:39:00,14:45:00
338,female,41,0,0,16966,134.5,E40,C,31,,medium,,,,,D,,68,Z,,385,Z,,27,Y,low,343,Y,medium,223,Z,low,468,Y,medium,,,,,,10-04-2024,20:57:00,22:32:00
339,male,45,0,0,7598,8.05,,S,20,,high,65,,,,,,,X,low,80,,medium,17,Y,high,407,X,high,93,Z,low,442,X,low,257,,,,,14-04-2024,14:43:00,18:17:00
340,male,45,0,0,113784,35.5,T,S,95,,,67,D,,62,,unknown,,Y,,407,Y,,185,X,low,17,Y,medium,424,X,high,441,Z,medium,159,,,,,14-06-2024,12:32:00,12:53:00
341,male,2,1,1,230080,26,F2,S,63,,unknown,,C,high,41,C,unknown,,X,high,305,Y,medium,145,Z,low,361,X,medium,134,Z,medium,452,Y,high,467,,,,,20-03-2024,17:09:00,18:19:00
342,female,24,3,2,19950,263,C23 C25 C27,S,29,,low,,,medium,,A,medium,63,Y,low,19,Y,high,442,Z,high,158,X,high,219,,low,283,Y,low,115,,,,,21-03-2024,14:08:00,17:43:00
343,male,28,0,0,248740,13,,S,62,B,unknown,72,B,,18,,medium,75,X,high,344,Z,low,365,X,high,61,X,low,34,X,high,410,X,medium,418,,,,,05-12-2024,09:41:00,12:06:00
344,male,25,0,0,244361,13,,S,51,C,,77,,medium,66,A,low,56,Z,high,239,Y,low,395,Y,medium,138,Y,medium,471,Y,low,317,Z,low,388,,,,,07-10-2024,14:28:00,17:08:00
345,male,36,0,0,229236,13,,S,,A,,12,B,low,98,A,,,X,medium,,X,low,272,Z,low,416,X,medium,,X,high,68,,low,3,,,,,29-06-2024,10:26:00,12:38:00
346,female,24,0,0,248733,13,F33,S,25,C,high,88,,low,85,,high,25,Z,low,423,X,low,55,X,medium,408,X,medium,326,,high,12,Z,medium,85,,,,,10-04-2024,07:48:00,10:36:00
347,female,40,0,0,31418,13,,S,99,,unknown,,,medium,4,,,,X,low,268,Z,high,425,X,high,152,X,low,176,Y,medium,48,Z,medium,276,,,,,28-03-2024,09:41:00,10:11:00
348,female,,1,0,386525,16.1,,S,,,low,,C,unknown,11,A,medium,,X,high,303,Z,medium,247,Y,high,96,Y,high,280,Z,medium,172,X,low,79,,,,,13-01-2024,13:31:00,16:06:00
349,male,3,1,1,C.A. 37671,15.9,,S,,,high,48,,low,62,B,low,,Z,low,,X,low,214,Z,low,,Y,high,280,Y,medium,249,Y,low,426,,,,,17-05-2024,08:53:00,12:35:00
350,male,42,0,0,315088,8.6625,,S,16,B,low,48,,,92,B,low,49,Z,high,,X,medium,302,Z,medium,165,Y,high,145,X,medium,319,Z,high,,,,,,13-09-2024,08:15:00,09:37:00
351,male,23,0,0,7267,9.225,,S,,A,low,91,,medium,84,C,,90,X,low,166,X,,81,Y,low,231,Y,high,216,Z,high,260,Y,low,418,,,,,09-06-2024,14:55:00,16:15:00
352,male,,0,0,113510,35,C128,S,,B,unknown,96,A,high,90,,low,27,X,medium,350,Y,high,240,Z,high,392,X,medium,298,X,medium,183,Z,medium,,,,,,19-05-2024,10:58:00,12:21:00
353,male,15,1,1,2695,7.2292,,C,29,C,high,80,A,low,14,C,,51,Z,medium,169,Y,low,302,Y,high,165,Z,low,108,Y,low,366,Y,high,12,,,,,20-12-2024,13:00:00,13:47:00
354,male,25,1,0,349237,17.8,,S,43,A,medium,65,B,low,51,B,,,Z,low,444,X,high,348,Z,medium,86,X,low,65,X,low,430,X,high,320,,,,,19-03-2024,08:11:00,11:29:00
355,male,,0,0,2647,7.225,,C,96,C,high,10,B,low,72,D,,63,Y,high,158,X,medium,250,Y,low,54,X,medium,89,X,medium,111,,high,401,,,,,04-12-2024,12:20:00,16:19:00
356,male,28,0,0,345783,9.5,,S,99,A,medium,91,C,medium,62,B,,,X,high,,X,high,,Z,medium,342,Z,high,208,X,medium,130,X,low,495,,,,,30-05-2024,14:43:00,16:09:00
357,female,22,0,1,113505,55,E33,S,15,D,medium,13,A,,77,B,high,41,X,low,222,Y,medium,495,Y,low,,Y,medium,106,Y,medium,465,Y,high,393,,,,,12-05-2024,10:46:00,12:23:00
358,female,38,0,0,237671,13,,S,89,C,medium,16,B,unknown,21,A,medium,0,X,high,9,X,high,48,,,,Y,high,142,Z,medium,,Z,high,373,,,,,13-06-2024,12:20:00,16:00:00
359,female,,0,0,330931,7.8792,,Q,,B,medium,6,D,,45,D,,,Z,high,405,Y,high,41,,high,401,Y,low,342,Z,medium,154,X,low,28,,,,,19-08-2024,06:27:00,09:26:00
360,female,,0,0,330980,7.8792,,Q,,C,unknown,94,D,,44,,low,,X,high,67,X,,257,Z,low,46,Y,low,335,Z,low,254,X,high,301,,,,,08-03-2024,16:31:00,16:51:00
361,male,40,1,4,347088,27.9,,S,84,A,medium,,D,,93,B,high,,Y,medium,234,Z,low,413,,high,326,Z,medium,471,X,low,288,Y,low,356,,,,,17-06-2024,06:17:00,07:18:00
362,male,29,1,0,SC/PARIS 2167,27.7208,,C,,A,medium,,,,20,B,unknown,,Z,medium,453,Z,high,256,Z,,5,Z,medium,381,X,low,317,X,medium,197,,,,,16-10-2024,21:13:00,22:53:00
363,female,45,0,1,2691,14.4542,,C,22,D,high,8,A,medium,32,D,high,14,X,medium,496,Y,low,108,X,high,471,X,high,212,Y,high,432,Y,high,499,,,,,14-02-2024,16:15:00,18:05:00
364,male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,89,D,unknown,41,,medium,,,medium,,,,115,Z,high,281,Z,low,356,Y,medium,464,Z,medium,52,Y,medium,493,,,,,01-08-2024,09:27:00,12:33:00
365,male,,1,0,370365,15.5,,Q,,,medium,72,A,high,15,A,high,79,Z,,188,Y,medium,471,X,low,410,Z,high,460,X,high,261,X,low,428,,,,,15-04-2024,16:43:00,19:38:00
366,male,30,0,0,C 7076,7.25,,S,,B,unknown,99,,,,A,unknown,45,X,low,282,X,low,83,Z,medium,333,Y,low,111,Z,low,108,X,low,439,,,,,14-07-2024,09:35:00,12:43:00
367,female,60,1,0,110813,75.25,D37,C,46,A,medium,,,medium,84,C,low,5,X,,349,X,low,222,Y,low,201,Y,low,85,Z,low,376,X,high,284,,,,,13-04-2024,16:04:00,17:19:00
368,female,,0,0,2626,7.2292,,C,31,,high,60,D,medium,,A,high,6,X,high,125,X,high,319,Y,high,497,Y,,442,X,low,298,Y,low,410,,,,,16-07-2024,09:44:00,10:03:00
369,female,,0,0,14313,7.75,,Q,,B,unknown,83,C,high,70,,low,67,X,medium,274,Z,medium,196,Z,medium,393,Y,,445,X,medium,374,X,medium,35,,,,,17-06-2024,07:00:00,09:14:00
370,female,24,0,0,PC 17477,69.3,B35,C,77,,,90,B,high,59,A,,,X,medium,417,,low,22,Y,,44,,,422,X,medium,452,Z,high,115,,,,,04-10-2024,07:42:00,09:03:00
371,male,25,1,0,11765,55.4417,E50,C,33,C,low,27,B,low,,D,unknown,,Z,high,381,Y,high,334,X,low,288,Z,low,230,X,low,,X,high,331,,,,,14-08-2024,11:11:00,14:02:00
