id,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol1_ef_bin,ExtraCol1_ef_bin_num,ExtraCol4_ef_bin,ExtraCol4_ef_bin_num,ExtraCol7_ef_bin,ExtraCol7_ef_bin_num,ExtraCol10_ef_bin,ExtraCol10_ef_bin_num,ExtraCol13_ef_bin,ExtraCol13_ef_bin_num,ExtraCol5_freq,ExtraCol6_freq,ExtraCol7_freq,ExtraCol8_freq,ExtraCol9_freq,ExtraCol10_freq
281,7.75,B96 B98,Q,43,B,medium,41,NA,medium,26,NA,low,27,X,low,216,NA,high,NA,X,medium,75,Y,medium,NA,NA,medium,423,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_2,2,0,165,7,0,149,9
282,7.8542,B96 B98,S,43,A,high,98,NA,NA,34,NA,medium,32,Y,high,320,Z,medium,NA,Y,low,380,X,high,297,X,low,311,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_3,3,0,0,5,0,140,7
283,9.5,B96 B98,S,67,D,medium,51,D,low,68,A,low,NA,X,medium,120,Z,NA,359,X,medium,143,X,low,257,Z,high,443,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_2,2,163,140,10,178,149,0
284,8.05,B96 B98,S,49,A,low,51,A,unknown,39,C,NA,NA,X,low,499,X,high,99,Y,medium,357,Z,high,250,Z,low,146,X,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_5,5,144,159,9,166,0,0
285,26,A19,S,44,B,medium,53,C,NA,56,A,high,51,Y,low,NA,Y,medium,113,Y,medium,340,Y,medium,417,NA,low,450,Z,ExtraCol1_3,3,ExtraCol4_3,3,ExtraCol7_3,3,ExtraCol10_3,3,NA,NA,152,0,8,178,142,9
286,8.6625,B96 B98,C,43,C,high,51,B,medium,55,D,NA,76,Z,medium,121,NA,medium,24,Z,medium,94,NA,medium,290,Y,medium,NA,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_2,2,147,165,6,147,0,10
287,9.5,B96 B98,S,43,A,high,51,NA,high,19,D,NA,84,Y,medium,250,Y,low,NA,Y,high,289,Y,NA,254,Z,medium,228,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_3,3,0,162,8,147,0,5
288,7.8958,B96 B98,S,57,D,medium,47,C,high,23,NA,low,5,X,low,236,X,high,334,X,low,268,Z,low,443,X,medium,141,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,152,162,10,0,149,12
289,13,B96 B98,S,43,B,high,51,NA,NA,30,A,unknown,28,X,medium,25,Z,high,105,X,high,47,X,high,46,Y,high,98,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_1,1,0,0,6,178,169,6
290,7.75,B96 B98,Q,47,D,high,51,NA,high,NA,B,NA,25,Z,NA,455,NA,low,355,Z,low,382,Z,NA,416,Z,NA,75,Z,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_5,5,0,162,0,137,0,4
291,78.85,B96 B98,S,43,A,high,51,D,unknown,NA,NA,NA,55,Y,high,120,Z,high,1,Z,low,428,Z,high,98,Y,medium,291,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,163,159,0,0,0,6
292,91.0792,B49,C,26,C,medium,5,NA,NA,NA,NA,high,NA,Y,low,51,X,high,433,X,high,473,Y,low,165,X,high,480,Y,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,0,0,0,0,142,0
293,12.875,D,C,95,C,high,0,NA,NA,NA,C,NA,NA,Z,NA,259,X,medium,345,Z,low,43,X,low,6,Y,medium,282,X,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_3,3,0,0,0,166,0,0
294,8.85,B96 B98,S,33,A,unknown,41,A,NA,67,C,NA,91,Y,high,464,Y,high,341,Y,high,89,Z,high,285,Y,low,482,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_5,5,144,0,6,166,0,7
295,7.8958,B96 B98,S,43,A,high,51,D,NA,NA,C,unknown,33,Y,low,1,X,medium,353,NA,high,412,Z,high,415,Z,low,377,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_1,1,163,0,0,166,169,6
296,27.7208,B96 B98,C,43,A,high,51,NA,unknown,68,NA,high,NA,Z,low,244,Y,NA,179,Y,NA,152,NA,low,190,Z,low,342,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_3,3,0,159,10,0,142,0
297,7.2292,B96 B98,C,84,C,high,7,B,medium,NA,A,medium,43,X,NA,455,Y,low,497,Z,medium,312,Y,low,331,Y,low,362,Y,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,ExtraCol10_3,3,ExtraCol13_5,5,147,165,0,178,140,6
298,151.55,C22 C26,S,43,A,high,67,D,NA,NA,NA,unknown,NA,Y,high,446,X,low,NA,X,high,174,Z,medium,196,Z,high,464,Z,ExtraCol1_2,2,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_5,5,163,0,0,0,169,0
299,30.5,C106,S,28,A,high,45,NA,high,89,NA,medium,88,Y,high,85,Z,medium,90,Z,high,108,X,low,379,X,medium,429,X,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_1,1,0,162,8,0,140,4
300,247.5208,B58 B60,C,2,A,high,23,NA,NA,20,D,NA,NA,X,medium,NA,X,low,461,X,medium,312,X,medium,499,X,medium,80,Y,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_1,1,NA,NA,NA,NA,0,0,8,147,0,0
301,7.75,B96 B98,Q,36,D,unknown,20,D,medium,16,C,low,33,NA,high,417,Z,high,369,Z,low,102,Y,low,357,Y,medium,292,Y,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_5,5,163,165,7,166,149,6
302,23.25,B96 B98,Q,82,A,unknown,66,D,unknown,39,B,low,NA,Z,medium,335,X,low,155,X,medium,68,Y,low,170,Z,low,230,X,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_2,2,NA,NA,ExtraCol13_4,4,163,159,9,137,149,0
303,0,B96 B98,S,0,B,unknown,52,B,unknown,83,C,unknown,38,X,high,328,Y,high,473,X,low,265,Y,low,412,Z,high,439,Z,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_4,4,147,159,8,166,169,7
304,12.35,E101,Q,89,A,unknown,51,B,medium,96,C,NA,NA,Y,high,386,Z,medium,124,X,low,96,Y,low,18,Y,low,102,Y,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_5,5,NA,NA,ExtraCol13_4,4,147,165,7,166,0,0
305,8.05,B96 B98,S,43,D,unknown,28,NA,medium,NA,NA,NA,30,Y,high,226,X,high,322,Z,high,96,Z,low,493,X,medium,409,X,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,ExtraCol10_2,2,ExtraCol13_3,3,0,165,0,0,0,5
306,151.55,C22 C26,S,14,B,high,52,A,NA,NA,B,NA,10,X,medium,33,Z,high,335,Y,medium,390,Y,medium,419,Z,high,239,Z,ExtraCol1_1,1,ExtraCol4_3,3,NA,NA,ExtraCol10_1,1,ExtraCol13_1,1,144,0,0,137,0,7
307,110.8833,B96 B98,C,43,B,low,86,C,NA,23,C,NA,NA,X,medium,319,X,high,481,Z,high,264,Y,low,326,Y,high,466,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_2,2,NA,NA,ExtraCol13_3,3,152,0,10,166,0,0
308,108.9,C65,C,55,C,high,31,NA,medium,59,A,NA,65,NA,low,313,Z,medium,285,X,high,271,Z,low,310,X,medium,NA,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_3,3,0,165,9,178,0,9
309,24,B96 B98,C,31,A,low,39,D,NA,18,A,high,93,Z,high,425,Z,high,497,Z,low,71,X,low,126,Y,high,172,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_5,5,163,0,5,178,142,4
310,56.9292,E36,C,43,D,low,16,NA,low,53,A,NA,0,Y,low,461,X,low,142,Z,high,80,Z,high,215,Z,low,422,Y,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_3,3,ExtraCol10_1,1,ExtraCol13_5,5,0,140,6,178,0,8
311,83.1583,C54,C,66,D,unknown,51,C,NA,NA,NA,medium,63,Y,medium,168,Y,medium,400,Y,high,195,Z,low,50,X,NA,93,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_2,2,152,0,0,0,140,9
312,262.375,B57 B59 B63 B66,C,67,A,unknown,3,C,medium,7,A,low,56,Y,medium,478,Z,low,122,Z,low,NA,Y,high,169,Y,medium,2,Z,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_5,5,152,165,5,178,149,6
313,26,B96 B98,S,43,C,high,24,C,unknown,96,B,unknown,62,Z,NA,4,X,low,499,X,medium,225,Y,low,294,X,low,253,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_5,5,ExtraCol10_4,4,ExtraCol13_1,1,152,159,7,137,169,9
314,7.8958,B96 B98,S,28,C,high,51,A,unknown,89,NA,unknown,98,Z,high,484,X,medium,381,X,high,67,Y,low,181,Z,low,NA,Y,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_5,5,144,159,8,0,169,7
315,26.25,B96 B98,S,24,A,high,1,B,unknown,NA,B,medium,39,X,high,NA,X,low,312,X,low,449,X,medium,385,X,high,62,NA,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_2,2,NA,NA,147,159,0,137,140,7
316,7.8542,B96 B98,S,43,D,high,98,NA,NA,62,A,NA,NA,Y,high,322,NA,medium,33,X,NA,181,Y,high,426,Z,high,497,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_4,4,NA,NA,ExtraCol13_3,3,0,0,8,178,0,0
317,26,B96 B98,S,43,A,unknown,40,B,NA,NA,D,low,1,Y,NA,341,Z,medium,NA,Z,medium,408,Z,low,280,Z,low,19,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_4,4,147,0,0,147,149,7
318,14,B96 B98,S,43,A,medium,51,D,high,57,B,NA,NA,X,medium,316,Y,NA,72,Y,high,200,NA,low,170,Z,low,294,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_3,3,163,162,10,137,0,0
319,164.8667,C7,S,93,C,high,53,NA,unknown,NA,A,NA,17,NA,medium,495,Y,medium,458,Y,low,236,X,high,151,Y,NA,130,Z,ExtraCol1_5,5,ExtraCol4_3,3,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,0,159,0,178,0,5
320,134.5,E34,C,43,A,high,51,B,low,53,NA,NA,NA,X,high,276,Z,high,189,Z,high,56,Y,low,273,Z,low,148,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_3,3,147,140,6,0,0,0
321,7.25,B96 B98,S,43,D,low,51,NA,high,NA,NA,low,NA,Z,medium,65,X,medium,415,Z,high,338,X,low,359,X,low,105,Y,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_1,1,0,162,0,0,149,0
322,7.8958,B96 B98,S,43,D,high,88,A,low,39,NA,NA,27,X,medium,303,Z,low,453,Y,low,29,Z,low,63,NA,high,194,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_3,3,144,140,9,0,0,9
323,12.35,B96 B98,Q,43,C,high,51,B,NA,84,NA,low,11,Y,low,145,X,medium,55,Y,low,373,Y,high,223,X,high,333,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_2,2,147,0,7,0,149,12
324,29,B96 B98,S,91,B,high,51,B,medium,25,NA,high,NA,Z,medium,306,X,medium,379,X,medium,440,NA,high,220,X,high,161,Z,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_3,3,147,165,5,0,142,0
325,69.55,B96 B98,S,43,B,medium,70,D,high,96,B,high,65,Y,medium,190,NA,high,151,Z,medium,180,Y,high,143,Y,low,360,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_4,4,ExtraCol13_2,2,163,162,7,137,142,9
326,135.6333,C32,C,23,B,high,30,NA,unknown,75,NA,NA,28,X,low,21,Y,medium,54,Z,low,443,Y,medium,118,Y,high,223,Z,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_2,2,ExtraCol13_1,1,0,159,11,0,0,6
327,6.2375,B96 B98,S,23,C,unknown,99,A,low,89,B,low,13,X,high,318,Y,low,130,Y,low,349,Y,low,420,Z,low,392,X,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_3,3,144,140,8,137,149,5
328,13,D,S,3,A,high,25,NA,high,50,NA,medium,57,Y,high,44,X,low,274,Y,medium,1,Y,low,216,X,high,222,Y,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_3,3,ExtraCol10_3,3,ExtraCol13_1,1,0,162,7,0,140,4
329,20.525,B96 B98,S,43,C,medium,29,NA,low,22,A,low,NA,Z,high,163,Y,low,NA,Z,high,101,Z,high,288,Y,medium,182,Y,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,0,140,6,178,149,0
330,57.9792,B18,C,55,D,medium,71,A,low,3,D,high,NA,Y,low,309,Z,medium,345,Y,medium,320,Z,high,19,Z,low,253,Z,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_1,1,NA,NA,ExtraCol13_3,3,144,140,7,147,142,0
331,23.25,B96 B98,Q,54,A,high,78,C,NA,53,NA,low,38,X,low,440,X,NA,116,Y,high,350,X,low,141,X,high,343,X,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_2,2,ExtraCol13_5,5,152,0,6,0,149,7
332,28.5,C124,S,43,C,medium,12,C,high,39,D,high,NA,Z,low,157,X,high,147,Z,NA,46,X,high,111,Z,medium,NA,NA,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,152,162,9,147,142,0
333,153.4625,C91,S,30,A,high,55,NA,low,11,C,unknown,24,Y,high,149,X,low,152,NA,medium,342,Z,high,164,Y,low,453,Z,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_2,2,0,140,8,166,169,2
334,18,B96 B98,S,82,C,high,51,B,medium,NA,D,high,28,X,high,150,Y,medium,368,Z,high,405,Y,high,420,Y,high,258,X,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_2,2,147,165,0,147,142,6
335,133.65,B96 B98,S,43,A,high,61,NA,NA,97,NA,NA,14,Y,medium,287,Z,low,259,X,medium,45,X,high,NA,X,high,148,Y,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_3,3,0,0,11,0,0,11
336,7.8958,B96 B98,S,80,A,unknown,55,NA,medium,NA,D,NA,NA,X,low,96,X,high,11,NA,high,439,Y,medium,451,X,medium,NA,NA,ExtraCol1_5,5,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_1,1,0,165,0,147,0,0
337,66.6,C2,S,96,A,medium,51,B,unknown,NA,C,NA,14,Z,medium,NA,Z,medium,38,Y,high,266,X,low,211,Z,medium,196,X,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,NA,NA,147,159,0,166,0,11
338,134.5,E40,C,31,A,medium,51,NA,NA,NA,D,NA,68,Z,high,400,Z,medium,37,X,high,308,X,NA,385,Z,NA,27,Y,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,0,0,0,147,0,5
339,8.05,B96 B98,S,20,A,high,65,NA,NA,NA,NA,NA,NA,X,medium,NA,Y,medium,480,Z,low,25,X,low,80,NA,medium,17,Y,ExtraCol1_1,1,ExtraCol4_3,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
340,35.5,T,S,95,A,high,67,D,NA,62,NA,unknown,NA,Y,low,482,Z,low,252,Y,low,306,X,NA,407,Y,NA,185,X,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_4,4,NA,NA,ExtraCol13_5,5,163,0,8,0,169,0
341,26,F2,S,63,A,unknown,51,C,high,41,C,unknown,NA,X,NA,265,NA,low,245,Z,high,227,X,high,305,Y,medium,145,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_3,3,152,162,9,166,169,0
342,263,C23 C25 C27,S,29,A,low,51,NA,medium,NA,A,medium,63,Y,high,313,Z,high,380,NA,high,185,Z,low,19,Y,high,442,Z,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_3,3,0,165,0,178,140,9
343,13,B96 B98,S,62,B,unknown,72,B,NA,18,NA,medium,75,X,high,308,Y,low,95,Y,medium,390,Y,high,344,Z,low,365,X,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_3,3,147,0,5,0,140,6
344,13,B96 B98,S,51,C,high,77,NA,medium,66,A,low,56,Z,medium,472,X,high,15,Y,low,NA,Y,high,239,Y,low,395,Y,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_5,5,0,165,8,178,149,6
345,13,B96 B98,S,43,A,high,12,B,low,98,A,NA,NA,X,high,332,Z,low,NA,Y,high,29,Z,medium,NA,X,low,272,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_5,5,NA,NA,ExtraCol13_4,4,147,140,5,178,0,0
346,13,F33,S,25,C,high,88,NA,low,85,NA,high,25,Z,low,441,Y,low,NA,NA,medium,249,Z,low,423,X,low,55,X,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_5,5,0,140,5,0,142,4
347,13,B96 B98,S,99,A,unknown,51,NA,medium,4,NA,NA,NA,X,high,142,X,high,399,X,low,371,Z,low,268,Z,high,425,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_2,2,0,165,5,0,0,0
348,16.1,B96 B98,S,43,A,low,51,C,unknown,11,A,medium,NA,X,low,108,Z,high,409,Y,medium,66,X,high,303,Z,medium,247,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_1,1,152,159,8,178,140,0
349,15.9,B96 B98,S,43,A,high,48,NA,low,62,B,low,NA,Z,medium,321,Y,high,317,NA,low,492,Z,low,NA,X,low,214,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,NA,NA,ExtraCol13_3,3,0,140,8,137,149,0
350,8.6625,B96 B98,S,16,B,low,48,NA,NA,92,B,low,49,Z,medium,76,Z,high,454,NA,low,336,Z,high,NA,X,medium,302,Z,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_1,1,0,0,8,137,149,9
351,9.225,B96 B98,S,43,A,low,91,NA,medium,84,C,NA,90,X,high,55,Z,medium,232,Y,low,467,X,low,166,X,NA,81,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_1,1,0,165,7,166,0,4
352,35,C128,S,43,B,unknown,96,A,high,90,NA,low,27,X,low,105,X,low,120,Z,high,235,Z,medium,350,Y,high,240,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_1,1,144,162,5,0,149,9
353,7.2292,B96 B98,C,29,C,high,80,A,low,14,C,NA,51,Z,low,135,Z,medium,165,X,low,61,Z,medium,169,Y,low,302,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_2,2,144,140,7,166,0,9
354,17.8,B96 B98,S,43,A,medium,65,B,low,51,B,NA,NA,Z,high,48,NA,medium,70,Z,medium,88,Z,low,444,X,high,348,Z,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_3,3,NA,NA,ExtraCol13_1,1,147,140,4,137,0,0
355,7.225,B96 B98,C,96,C,high,10,B,low,72,D,NA,63,Y,medium,364,Z,high,450,Y,low,250,Y,high,158,X,medium,250,Y,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_4,4,147,140,7,147,0,9
356,9.5,B96 B98,S,99,A,medium,91,C,medium,62,B,NA,NA,X,high,291,X,NA,302,NA,NA,294,X,high,NA,X,high,NA,Z,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_4,4,NA,NA,ExtraCol13_3,3,152,165,8,137,0,0
357,55,E33,S,15,D,medium,13,A,NA,77,B,high,41,X,medium,100,Z,low,386,Z,high,367,Z,low,222,Y,medium,495,Y,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_1,1,144,0,6,137,142,12
358,13,B96 B98,S,89,C,medium,16,B,unknown,21,A,medium,0,X,medium,141,Z,medium,140,X,high,397,Y,high,9,X,high,48,NA,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,147,159,7,178,140,8
359,7.8792,B96 B98,Q,43,B,medium,6,D,NA,45,D,NA,NA,Z,high,464,Z,high,359,X,low,381,Z,high,405,Y,high,41,NA,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_3,3,NA,NA,ExtraCol13_5,5,163,0,8,147,0,0
360,7.8792,B96 B98,Q,43,C,unknown,94,D,NA,44,NA,low,NA,X,high,NA,Y,high,165,Y,medium,294,NA,high,67,X,NA,257,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_3,3,NA,NA,NA,NA,163,0,5,0,149,0
361,27.9,B96 B98,S,84,A,medium,51,D,NA,93,B,high,NA,Y,NA,61,Z,medium,223,Z,low,9,X,medium,234,Z,low,413,NA,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_5,5,NA,NA,ExtraCol13_1,1,163,0,13,137,142,0
362,27.7208,B96 B98,C,43,A,medium,51,NA,NA,20,B,unknown,NA,Z,high,306,NA,medium,325,X,medium,264,Z,medium,453,Z,high,256,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_3,3,0,0,8,137,169,0
363,14.4542,B96 B98,C,22,D,high,8,A,medium,32,D,high,14,X,low,161,X,medium,490,Y,low,409,Y,medium,496,Y,low,108,X,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,144,165,5,147,142,11
364,7.05,B96 B98,S,89,D,unknown,41,NA,medium,NA,NA,medium,NA,NA,low,179,Z,medium,279,X,medium,423,NA,NA,115,Z,high,281,Z,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_2,2,0,165,0,0,140,0
365,15.5,B96 B98,Q,43,A,medium,72,A,high,15,A,high,79,Z,high,299,Y,medium,355,X,medium,417,Z,NA,188,Y,medium,471,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_3,3,144,162,6,178,142,9
366,7.25,B96 B98,S,43,B,unknown,99,NA,NA,NA,A,unknown,45,X,medium,492,X,low,297,Z,high,5,Y,low,282,X,low,83,Z,ExtraCol1_2,2,ExtraCol4_4,4,NA,NA,ExtraCol10_3,3,ExtraCol13_5,5,0,0,0,178,169,4
367,75.25,D37,C,46,A,medium,51,NA,medium,84,C,low,5,X,low,291,Y,medium,211,X,medium,217,X,NA,349,X,low,222,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_3,3,0,165,7,166,149,12
368,7.2292,B96 B98,C,31,A,high,60,D,medium,NA,A,high,6,X,low,476,X,medium,466,Y,high,NA,Z,high,125,X,high,319,Y,ExtraCol1_2,2,ExtraCol4_3,3,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,163,165,0,178,142,2
369,7.75,B96 B98,Q,43,B,unknown,83,C,high,70,NA,low,67,X,medium,410,Y,NA,NA,NA,low,NA,Z,medium,274,Z,medium,196,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_5,5,152,162,7,0,149,7
370,69.3,B35,C,77,A,high,90,B,high,59,A,NA,NA,X,medium,389,Y,high,155,X,high,204,Y,medium,417,NA,low,22,Y,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_3,3,NA,NA,ExtraCol13_4,4,147,162,9,178,0,0
371,55.4417,E50,C,33,C,low,27,B,low,NA,D,unknown,NA,Z,high,395,Z,high,447,Z,high,48,Z,high,381,Y,high,334,X,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_4,4,147,140,0,147,169,0
372,6.4958,B96 B98,S,66,A,high,51,D,NA,30,D,medium,40,X,high,395,Z,low,225,Y,high,96,X,high,411,X,high,370,X,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_3,3,ExtraCol13_4,4,163,0,6,147,140,4
373,8.05,B96 B98,S,41,D,high,51,D,high,99,NA,NA,49,X,high,127,Y,medium,369,NA,high,2,NA,high,444,X,low,327,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_2,2,163,162,3,0,0,9
374,135.6333,B96 B98,C,43,C,medium,93,C,high,NA,NA,medium,16,Z,medium,488,Z,medium,258,Z,low,489,X,low,430,Y,low,NA,Y,ExtraCol1_2,2,ExtraCol4_4,4,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,152,162,0,0,140,5
